"","GTEX-Y8DK-0011-R10A-SM-HAKY1","GTEX-UTHO-0011-R10A-SM-HAKY2","GTEX-P44H-0011-R10A-SM-HAKXX","GTEX-RU72-0011-R10A-SM-HAKXS","GTEX-QVJO-0011-R10A-SM-HAKXV","GTEX-R55F-0011-R10A-SM-HAKXY","GTEX-RN5K-0011-R10A-SM-HAKXU","GTEX-NPJ7-0011-R10A-SM-HAKXW","GTEX-WVLH-0011-R10A-SM-HAKXZ"
"ELOA",22.854,31.2528,29.596,24.5272,25.7169,23.8878,26.8071,28.7301,22.7627
"LYPLA2",30.0242,26.5323,20.5391,24.0947,28.4915,22.8163,22.8825,24.861,27.259
"CLCN6",45.2807,49.9234,45.9107,49.3719,47.6995,41.628,35.639,47.9823,46.7504
"MRC2",5.0549,5.7572,5.5238,3.1824,5.2493,3.1954,7.2128,2.6164,6.3577
"SLC6A7",50.2915,57.2055,37.709,55.134,65.0327,45.8587,47.3455,49.5287,52.236
"TSPAN9",12.438,12.4335,14.0769,9.6081,14.2802,14.5654,13.6572,11.5005,11.0797
"BTBD7",14.8078,24.1874,19.9999,19.3804,19.5166,20.6388,17.5558,20.1289,15.54
"APBA3",3.4493,7.5663,2.8589,5.1517,5.1449,6.2671,8.9424,5.0219,2.7557
"MKS1",2.8249,6.5821,2.8277,4.2987,4.7959,4.9412,4.9237,4.3674,2.1101
"ABHD5",8.1576,14.8471,12.7211,10.418,14.7347,11.2114,11.6046,14.8823,8.0446
"ANOS1",22.2682,12.2883,19.7207,18.6968,19.7858,21.6164,18.5667,22.5765,20.136
"AKAP8L",24.3286,41.7399,29.9498,33.9478,36.6389,41.9603,38.3066,30.7464,18.9469
"MBTD1",10.0828,23.3711,15.6248,16.6307,19.1608,15.6011,14.1957,19.2925,8.9883
"UTP18",48.9807,49.2695,56.5002,44.7136,43.3369,43.627,31.0898,53.9926,53.725
"RNF216",34.9105,48.5201,40.7963,39.273,42.9607,38.2339,47.1255,39.5251,31.8344
"TTC19",44.4926,56.0718,66.6369,43.7128,58.8638,47.938,36.0137,62.6669,56.1562
"PTBP1",8.9621,17.0838,11.1073,13.0106,12.4206,14.0756,27.9566,11.6626,7.8031
"DPF1",27.2614,26.7987,30.1592,24.3131,30.1962,21.7647,28.4361,25.3926,30.322
"SYT7",99.9048,114.7696,109.0938,127.1985,121.978,104.599,134.0112,106.6325,101.9037
"LARS2",13.6294,13.0956,11.9886,13.7407,14.5605,13.5577,15.2155,15.6753,14.0543
"PIK3C2A",44.6594,54.5027,56.3554,81.8801,75.4493,54.6561,75.4519,58.8802,44.2133
"PLAUR",1.2785,2.8269,1.3582,2.55,2.107,3.9136,6.8721,2.675,1.2104
"ANLN",23.4636,151.5892,31.9119,21.833,41.9713,14.9296,20.0843,24.3713,24.9966
"WIZ",15.9935,17.4869,15.2416,17.602,14.4531,19.107,26.8886,13.1298,12.8939
"RABGAP1",82.0191,99.6046,93.6732,81.3459,95.24,85.4243,69.6453,98.1486,81.6583
"DCN",9.3936,9.1362,7.03,8.6039,13.234,8.5604,12.4675,9.1882,10.75
"QPCTL",6.8508,7.5199,7.5305,6.6071,8.0919,7.2254,8.4905,6.7826,8.8922
"PPP5C",30.4727,31.2277,31.7781,24.2701,29.475,25.3906,22.2604,28.861,35.282
"CEP68",31.9635,41.2865,42.6523,32.7899,43.1468,31.9131,25.0842,43.8611,38.2252
"MAP4K3",40.1887,56.9242,48.3797,42.7371,53.7027,40.1701,35.7311,55.4043,41.2912
"ZBTB32",2.5115,7.8095,3.0626,7.2531,6.8572,5.7585,8.8201,4.6249,1.3329
"TYROBP",8.8295,7.2689,15.5413,4.3807,17.1656,8.7973,11.8907,12.3232,7.0292
"TMEM159",4.375,3.8374,7.1333,4.9127,6.0865,3.5908,3.1031,6.6583,8.883
"GABRA3",43.2704,34.2793,40.0508,29.9692,43.7986,27.8788,11.4346,50.5313,51.3266
"BRCA1",2.9127,5.951,3.6985,3.7235,4.5411,3.6689,5.535,5.6508,3.039
"ERCC1",23.794,23.415,18.7847,17.4195,22.275,20.9026,18.7879,20.2397,20.604
"CD22",3.3474,45.2,11.1797,5.7404,9.3,3.5366,8.6769,6.6304,4.6138
"SEMA3B",15.0411,54.5848,44.5584,13.4565,20.587,14.8629,16.469,14.8748,15.0871
"MBTPS2",12.8268,12.3659,17.5276,11.27,13.2889,9.9989,6.4432,12.9953,12.543
"PRICKLE3",0.7161,1.6831,0.8042,0.7835,1.1829,1.0912,3.0207,0.7279,0.5962
"LTF",0.5019,0.3306,3.5337,1.1119,0.5886,1.5118,1.925,0.2135,1.1611
"EXTL3",38.8461,38.0251,44.3924,34.7903,37.545,36.7324,32.8093,37.1422,44.1868
"NR1H4",0.1132,0.1211,0.0953,0.1019,0.0681,0.0256,0,0.0293,0.2103
"ELOVL5",52.682,74.4258,50.3491,67.9257,58.0072,60.2719,85.2834,51.061,49.0033
"ALOX5",3.1792,5.4204,10.5257,2.4772,5.466,7.4871,6.9625,6.3356,2.7465
"KDM5D",27.3794,60.7985,25.0853,0.0098,0,41.885,0.0091,0.0112,22.4747
"CALCOCO1",41.3143,70.7512,44.0359,52.7428,63.0462,56.64,47.7356,54.6842,35.0474
"UBR7",41.8118,44.2571,49.8807,31.2305,48.0316,33.8705,24.8092,51.9657,42.5648
"MAP4K5",19.9751,73.1193,31.4135,34.8627,39.9884,30.2206,34.9985,37.9976,19.6296
"EHD3",149.8045,139.0685,130.0844,119.5758,159.8535,110.548,78.572,137.2699,158.9218
"PSMC4",88.6195,86.8705,99.1954,58.2309,86.6409,63.0179,37.9289,84.408,96.0111
"MAN2B2",26.9218,30.6077,26.2432,21.8938,26.9829,25.4927,27.659,26.8879,22.7066
"SLC7A14",47.2126,53.9075,54.7738,42.2831,62.5478,31.743,16.1691,66.9162,60.5912
"CLDN11",10.3955,58.42,39.5265,6.2014,15.5278,3.8435,7.5876,17.3433,16.5579
"SLC25A39",23.8625,31.4954,14.6419,27.3587,35.5696,26.4711,35.0891,25.9331,23.3665
"MVP",7.5319,25.909,21.6441,9.374,13.6221,18.3415,27.5514,18.3916,8.0392
"NUB1",25.5208,31.9766,28.3519,23.1387,29.0701,21.8619,22.8972,30.1977,26.4046
"PGM3",11.6497,19.6702,15.0683,16.6935,18.6223,16.8861,14.4221,22.4628,11.3165
"RWDD2A",20.0903,24.7613,26.891,17.48,24.8179,18.3148,11.6977,24.8542,22.901
"CLK1",31.3674,130.8651,40.3453,75.2614,62.8581,67.7637,93.8889,67.1434,32.7789
"POLR3B",18.1312,19.7884,11.6078,14.302,21.769,14.0105,10.2782,21.1202,17.6913
"ANGEL1",18.7326,33.9494,20.4366,23.4225,29.2011,22.0682,27.9002,26.3472,15.7753
"RNF14",59.0134,57.0111,63.0554,43.0329,65.0525,45.0509,25.8941,58.3465,65.3718
"DNASE1L1",3.3296,4.5739,5.7973,4.0476,5.1735,5.5911,3.2365,3.5294,4.919
"DDX11",2.6383,7.4243,1.0336,1.4798,3.9874,4.9789,2.0521,4.0458,0.8727
"HEBP1",7.308,11.6676,12.5126,8.2212,7.8219,8.282,8.5323,8.6638,6.4537
"GPRC5A",0.0201,0.0956,0.079,0.0965,0.129,1.3803,0.6868,0.1806,0.1067
"MAMLD1",8.5818,13.8688,10.9585,10.577,10.0793,10.7605,17.1892,8.8618,6.521
"CD6",1.3958,1.2787,2.0611,1.6129,1.1199,1.7597,2.0129,1.4115,1.1341
"TACC3",1.248,2.8636,1.3733,2.8897,3.3359,3.8196,4.1,2.2237,1.0185
"UFL1",29.5528,36.6027,44.6203,26.9529,24.8274,27.7585,26.3646,41.2289,33.2901
"POLA2",0.9865,2.2102,1.5997,1.5599,1.8641,1.2497,2.3553,1.5103,0.9786
"ZC3H3",11.106,14.6075,14.2929,11.845,13.3494,13.1902,21.077,9.3833,9.1966
"CAPN1",37.1579,32.0303,32.3169,24.4975,34.3072,28.0714,28.9436,31.1576,35.0424
"ACP3",0.1799,0.4108,0.5657,0.2591,0.4908,0.672,0.4636,1.169,0.8403
"MDH1",407.836,288.7583,324.7171,184.2654,322.8788,210.3641,62.4701,322.2064,427.3232
"SLC30A9",86.4342,66.8127,91.247,57.3481,86.5762,66.3729,35.1995,80.4691,100.724
"MTMR11",3.5369,10.1581,3.0453,9.1754,8.3512,7.9955,11.7756,7.0081,2.6936
"COX15",19.3333,22.3905,18.0584,19.9863,24.7604,13.539,15.9488,29.6588,20.553
"CCDC88C",4.1272,2.4996,2.4706,2.7811,3.2517,4.8757,3.2565,1.7476,3.096
"YAF2",12.783,17.5988,17.1695,16.0353,17.5561,14.1152,12.6008,17.9134,12.1158
"ZMYND11",122.3766,133.9067,149.6191,110.7426,122.5441,116.1453,81.9043,123.3412,124.4851
"WAS",3.0006,5.8951,7.179,4.6572,4.3439,5.03,9.7205,5.5006,2.4234
"DPEP1",0.1876,0.1071,0.1264,0.135,0.1806,0.1356,0.4098,0.0389,0.0796
"BID",31.9977,30.4617,33.9651,29.4973,34.2739,29.9122,21.6088,32.7295,30.3892
"NPC1L1",0.0487,0.3894,0.0493,0.2281,0.2346,0.4756,1.0156,0.1011,0.0207
"XYLT2",16.1081,17.6709,16.6887,16.1432,16.8908,16.9555,21.8693,15.9518,13.9115
"RGPD5",0.0869,0.1136,0.0732,0.0912,0.0784,0.1504,0.1521,0.1051,0.0653
"STMN4",110.4014,153.713,156.7841,102.0509,114.187,118.8343,68.1012,131.5266,127.3773
"NUDCD3",118.7005,102.2578,110.9712,88.1515,113.5105,93.2493,68.9761,119.9747,116.7484
"ISL1",0,0,0.0307,0,0,0,0,0,0
"CHDH",11.8467,20.376,15.6142,15.4259,18.1531,16.0969,28.5418,15.707,9.076
"IL20RA",1.7691,1.2699,4.1502,0.9963,2.1421,2.1969,3.3381,2.5206,2.1082
"CLCA1",0,0.0885,0.1829,0.1396,0.1493,0.1962,0.0261,0.1608,0.0165
"CLCA4",2.4275,7.098,2.6342,1.7692,4.7677,1.1305,2.9285,2.7794,1.8812
"GLT8D1",24.1684,31.0985,26.22,23.9124,29.4296,24.9916,19.0667,33.6541,26.5613
"ATP2C1",64.3355,73.5982,62.6585,58.3724,73.6744,56.8675,48.7765,74.8272,69.6602
"IGF1",0.7275,0.5416,0.5435,0.6376,0.5177,0.5488,0.3083,0.5116,0.6379
"SLC38A5",8.7135,10.1731,10.5891,11.4064,11.9936,1.6164,11.7458,6.8352,13.9143
"RALBP1",45.6346,48.3379,53.0956,40.8974,49.9731,43.9152,31.46,47.5255,50.5131
"RUFY3",160.2078,175.7781,172.2204,121.5609,176.3545,123.0067,70.0782,184.4555,177.9461
"CNTN1",317.8333,256.017,318.3481,248.5904,338.0722,217.2016,132.4703,410.3384,389.4232
"SLC11A1",0.4911,3.0565,11.951,0.6816,3.1475,4.9299,4.4452,6.785,0.4962
"WWTR1",4.8121,8.9452,6.2946,6.0288,8.0178,11.7739,19.1605,8.309,4.9514
"AGPS",24.5324,25.8075,25.5452,20.6254,28.2806,21.7492,14.2513,32.0709,27.526
"CXorf56",33.3553,38.5995,31.8974,25.7406,33.1773,30.6272,16.848,39.0988,32.7664
"ATP1A2",564.1956,496.5631,508.3638,697.7334,518.9419,670.0279,1331.1187,517.4233,470.8741
"TTC27",9.7662,17.9571,13.1111,12.1037,13.4942,12.6114,11.7528,16.1699,11.0945
"ZNF582",4.9037,5.904,4.5691,4.4408,6.418,5.4006,5.254,5.4972,4.9774
"VSIG2",7.8405,15.6936,35.8582,9.8979,29.8025,8.592,12.3426,26.1158,5.5357
"PHLDB1",9.7731,43.6993,29.3185,13.5485,22.1353,13.0145,26.0168,16.3191,11.4553
"MARCO",1.3581,0.2114,0.0832,0.6222,3.0312,0.0893,0.0415,0.0512,3.8791
"CYP24A1",1.5833,0.9919,0.759,0.4634,0.9915,1.2098,0.1298,0.8008,3.047
"PRDM11",12.0753,14.6087,12.2645,12.2959,12.2147,13.0052,12.7685,10.874,9.9913
"SYT13",225.8017,139.512,201.9726,112.3069,183.9747,126.7913,51.5297,147.7192,217.5338
"SNAI2",0.8449,1.6968,1.2388,1.2955,0.9792,0.8766,1.3674,1.6222,1.5612
"CD74",49.263,57.0399,68.2778,11.1539,84.4534,28.0864,209.3078,49.6169,33.3102
"HGF",4.7635,7.1203,2.128,9.4173,5.5112,12.3098,30.9713,7.6838,2.5812
"ZRANB1",26.8285,32.5872,30.4758,22.2022,30.0201,24.0117,18.111,29.29,28.1229
"NCDN",572.9825,535.1987,526.6594,344.9119,597.3694,369.3665,276.4367,570.6522,500.0164
"ADGRA2",6.1525,7.6108,6.177,7.8262,8.8784,7.6487,13.5922,5.3495,5.9614
"ZFP64",7.2807,9.4939,9.4374,9.6756,8.0982,7.7066,9.619,8.1209,8.8999
"MNAT1",20.2986,36.8064,27.8817,35.6783,30.6283,31.6367,20.3847,38.6315,19.5504
"SAMD4A",16.6832,28.5935,20.3556,25.908,17.6836,36.2605,64.1373,25.4277,20.0945
"RUNX3",0.146,0.4167,0.3338,0.1314,0.4017,0.3016,2.0334,0.1081,0.1882
"MRE11",10.9776,18.5187,13.4326,14.2684,17.1967,13.2992,11.749,15.5915,9.0037
"PLEKHB1",125.8677,230.8544,168.328,124.825,128.8503,125.6381,182.0901,130.7473,117.4766
"SERPINB1",7.7332,17.8867,18.5046,7.4297,12.2876,11.8145,18.4337,20.8567,10.1042
"CYP3A43",0.7982,2.389,1.5085,2.2075,3.3269,2.5333,2.7484,2.0991,0.4339
"SLC7A9",0.5138,2.5377,0.5992,2.2762,1.0464,2.7498,3.2878,2.1716,0.4195
"SPAST",19.3517,22.2365,25.4755,18.1372,20.3444,16.3033,13.6321,20.7824,22.1447
"NRXN3",71.7557,79.8181,81.8017,66.5617,68.2814,74.8681,42.4341,60.4405,64.6743
"OSBPL5",13.3131,17.5856,14.1758,12.5131,14.1042,13.868,16.891,11.4099,9.8657
"AQR",24.6263,27.4995,24.3962,24.7256,29.4952,23.8462,18.3145,31.6788,24.0262
"CPS1",1.7565,4.1354,1.7032,2.8598,4.8785,3.0483,3.5786,5.1978,1.7557
"C8B",0,0,0.0317,0,0.0905,0,0,0,0
"FHL1",73.413,86.6,83.8964,73.0761,92.2417,80.0393,46.9368,105.1055,70.0333
"RTF2",58.6892,51.312,59.2341,37.5018,48.2339,43.0676,32.8722,52.7923,58.0719
"GABRA1",210.9276,110.4202,165.3456,108.983,149.2907,103.8104,35.6593,155.4766,222.1901
"NLRP2",7.0502,9.7935,5.5752,6.9231,5.0107,0.676,2.0227,13.8436,4.8941
"SLC45A4",46.8271,40.4054,26.1001,46.104,42.7052,44.989,51.6692,36.6167,33.924
"RNF10",63.9173,69.7774,78.651,56.8816,62.6831,61.2036,60.6585,64.3387,65.1768
"ZNF839",6.3274,9.3304,8.6478,7.7855,7.3166,7.3693,7.4549,7.6933,7.0673
"ZDHHC6",24.3393,30.8417,21.2965,22.9277,27.4626,24.1358,20.5338,30.617,20.7903
"GRAMD1B",68.072,65.2148,58.4757,67.7551,76.021,68.2442,52.8159,69.316,62.4875
"RNH1",23.3148,36.021,27.8057,21.4525,26.191,24.6483,29.6957,23.2704,26.2701
"NDUFS1",111.8852,102.3773,96.6644,84.7429,107.8835,90.1053,51.1905,104.4557,106.4128
"RB1CC1",118.2279,162.6346,146.2959,153.027,159.8085,124.6983,122.0576,124.0533,128.7872
"ERP44",28.7856,35.3776,30.9004,29.7306,35.5944,29.5438,28.2991,42.5531,26.2482
"ALAS1",72.0036,68.4011,64.9267,49.2977,74.5483,46.9755,41.2343,69.7209,81.9514
"BIRC3",1.0379,3.7611,2.3121,2.3229,2.7777,2.2708,7.7006,5.0973,2.7615
"AKAP11",230.6146,251.7155,292.0018,195.3519,232.3372,198.942,106.067,240.6946,246.4489
"GLRX2",21.8817,22.9552,30.9984,19.7004,27.7574,16.2104,12.9071,25.7467,26.8331
"SNAPC1",4.4743,6.3846,5.6029,4.7751,5.0989,6.7268,6.8877,6.6505,5.5269
"DERA",8.559,11.2498,11.2517,10.4785,11.5087,10.2576,9.2628,14.7205,8.8526
"STRAP",160.9369,143.5974,174.5958,117.8063,160.6067,119.8395,65.7902,154.8441,181.1857
"ABCC2",0.2227,0.6917,0.3752,0.5541,0.5834,0.438,1.1119,0.3803,0.1808
"DEF6",2.6872,4.3174,5.6668,2.2572,4.7912,4.4609,6.0218,4.2514,2.8101
"PLEKHO1",22.5121,21.7474,19.3724,22.4417,26.618,23.8494,23.1023,17.1982,18.824
"GCLM",16.4149,18.1177,19.7628,17.9319,22.044,17.4754,13.3251,25.0527,16.2087
"UBR2",41.5765,69.0604,43.3559,51.6256,59.5268,51.5342,57.3054,61.4776,36.8554
"EHD2",9.6555,12.3487,6.5241,9.2545,10.5757,19.3574,31.8721,8.4185,8.0234
"DEPDC1",0.513,0.5956,0.7177,0.8295,0.7953,0.4872,0.3507,1.1179,0.4892
"CCDC28A",67.638,78.1296,64.009,56.9079,75.9028,62.6472,37.2238,88.1813,78.0004
"RRAGD",60.1116,57.0216,70.8797,52.2489,58.3509,49.2583,41.2683,66.7946,56.8653
"HSF2",37.2883,43.0234,45.1148,33.1301,46.7779,30.3764,19.0985,52.0998,41.136
"PHF20",40.979,45.8843,44.8401,34.06,39.7173,37.2584,26.8256,45.7737,40.3411
"HSD17B6",20.471,8.254,14.007,15.6578,13.6509,14.3744,10.9368,10.9635,14.8939
"NR1H3",5.4121,6.8827,4.5966,5.5433,5.9139,7.3054,11.8362,7.1843,4.4708
"TYMP",2.0677,4.6394,5.1166,4.0297,3.398,6.8039,11.384,6.3574,1.771
"NCAPH2",30.0255,41.9908,34.0559,30.1511,34.085,32.5844,32.0426,36.4778,35.256
"TOMM34",81.7781,55.8408,45.2771,44.9127,89.3076,54.1728,30.3922,74.9947,68.7697
"SEC63",32.6291,37.027,47.2082,30.5248,37.5606,29.3995,20.7828,40.4473,31.6651
"KPNA6",68.4637,73.2048,71.75,57.6191,73.7712,52.9409,46.813,74.5159,73.9359
"VIM",33.4039,29.4091,47.3658,43.4693,37.6711,39.2201,74.444,26.3655,34.278
"RTEL1-TNFRSF6B",1.2082,3.3836,1.379,2.4896,3.0032,2.5815,3.6721,1.6858,0.6232
"FAS",3.2672,4.0711,5.4727,5.9138,7.0001,4.6407,6.6511,6.2022,2.3152
"RNASET2",4.205,9.726,8.4667,7.6244,8.0458,8.1213,7.9391,7.3018,3.7049
"CD44",1.0378,5.4984,2.2675,1.5906,2.0528,9.824,16.6738,13.9986,0.8562
"KCNG1",4.8539,1.7857,1.9164,4.01,2.8067,3.4611,2.1669,2.2214,5.3334
"AGPAT4",18.8299,44.3645,24.409,25.815,32.8484,24.2936,19.5282,30.8003,21.054
"SLAMF7",0.0531,0.0303,0,0.1147,0.0256,0.0192,0.8569,0,0.0564
"BTN3A1",6.3857,8.8344,3.8719,6.873,11.5556,5.5779,52.1194,7.7065,5.2238
"MIPEP",11.6066,14.5729,13.0176,12.1093,15.9745,12.8983,8.5311,15.4584,11.4193
"PRKCH",2.3255,4.5462,4.0448,4.2904,4.7299,3.4044,9.1067,4.2797,2.6906
"INSRR",0.0592,0.5353,0.0998,0.2488,0.3327,0.1606,0.2157,0.1433,0.9326
"IFNGR1",35.5558,52.4584,70.6132,32.7466,52.4661,29.8789,28.8914,50.6901,40.5689
"B4GALT7",10.7975,12.7045,12.4097,11.0813,12.3109,12.1158,15.4588,10.3874,11.5282
"SH2D2A",0.1644,0.2933,0.277,0.4809,0.5441,0.4086,2.7977,0.767,0.2181
"VRK2",5.5828,19.7086,14.2048,7.9291,7.9787,6.2537,18.4482,7.2956,5.1389
"TNFRSF1B",5.0276,7.9885,9.774,3.7909,12.7555,6.5816,24.0019,9.1291,4.6154
"VEZT",38.5808,49.9557,40.6543,47.4655,50.097,46.3055,35.1474,50.9781,47.3113
"POU2F2",2.0824,4.1504,3.7748,3.3408,4.4675,3.5897,5.478,3.2385,1.4956
"BRD9",13.7734,19.7308,20.4309,15.1728,16.4598,16.0998,16.5619,14.7149,13.5072
"SNX1",29.2051,50.1679,45.558,31.2913,38.1715,31.5713,31.2892,34.7871,27.8606
"TBPL1",19.7641,17.6193,19.1697,13.6612,18.2687,13.883,8.1159,22.794,20.2111
"ARNTL2",16.5703,19.8687,18.1551,21.4496,24.2423,18.495,13.1587,25.732,20.0781
"BCLAF1",66.8285,80.7306,85.8793,60.4926,83.5778,66.3565,34.374,98.6998,74.0913
"SLC39A9",40.0373,33.8868,46.0134,30.2912,41.2518,31.2994,27.5469,44.7839,45.5212
"ANK1",19.6461,17.4773,13.6881,14.4631,19.1007,18.2003,16.4056,15.4887,14.318
"IBSP",0.1632,0.1863,0.055,0.1175,0.0786,0.059,0.0548,0.0677,0.3464
"TFB1M",6.3436,11.6893,6.3107,9.4402,10.4599,8.3279,5.7925,11.9888,7.436
"RABEP1",83.2396,91.3831,80.9774,73.1984,86.8579,76.6663,58.7416,84.3723,89.2282
"HMGB3",21.2609,11.3418,35.6606,11.379,10.8285,14.9577,7.2083,14.1153,21.6488
"NUP160",8.3444,23.6264,12.04,13.468,16.7856,14.7998,14.467,15.168,7.0083
"BAK1",6.7767,7.8155,9.8128,9.733,8.6026,9.3116,13.1447,10.0578,6.2571
"MUSK",0.2518,1.3571,1.4137,0.2719,0.5521,0.1618,0.1787,0.2204,0.3207
"IKZF2",3.3762,14.3755,6.6695,7.5189,8.4093,6.7463,11.2994,10.2536,3.8375
"GRN",26.4982,31.8043,36.4415,22.7857,34.3275,18.9036,28.6209,29.3612,31.4978
"FAM13B",52.5045,79.5377,63.5629,58.6058,75.631,61.5992,36.3974,73.7077,52.9623
"ARHGAP31",14.2989,18.3955,20.4064,17.4275,21.4598,20.8048,38.7123,20.0771,13.5036
"CENPQ",6.8408,7.237,10.0336,5.3074,6.3167,6.4483,4.6584,9.5994,8.5445
"SARS1",198.354,172.0486,188.2565,123.4657,177.4984,126.2864,60.949,181.0938,215.5008
"RANBP3",20.1481,26.763,24.4508,21.1238,21.0285,19.7774,26.9557,21.6759,21.1743
"ARID4A",29.634,38.2348,38.1483,31.7307,36.8754,31.4125,27.9141,38.4269,31.9602
"EIPR1",23.4029,20.915,22.1068,19.0679,22.0876,20.3459,18.1212,18.4143,24.2606
"PNPLA6",46.8337,63.6688,34.9728,38.8134,49.7987,43.6499,53.0735,38.5156,45.55
"IFT88",9.0383,14.1688,14.8681,12.7245,14.2379,13.8197,9.0287,19.7096,11.7288
"ALG1",5.7093,8.4597,8.879,5.3698,8.0526,5.9603,5.6868,6.9174,6.8999
"ZCCHC8",5.6258,13.0532,5.2598,8.5262,8.6529,8.9171,11.3936,8.9826,4.6041
"ABCF2",13.5256,12.4125,15.609,10.9635,14.3976,10.5408,8.7651,13.7653,14.4943
"CHPF2",31.1188,50.1018,34.2827,40.806,47.7805,39.3848,41.18,35.1878,30.1418
"LRRC7",37.9323,69.5013,61.7404,56.607,65.2066,53.5534,33.0751,71.4174,39.3334
"FUT8",39.2892,56.2635,63.2346,42.6375,42.0681,35.0586,35.1745,44.481,40.6886
"UBA6",19.3724,30.8735,20.1792,21.9582,26.6129,21.1944,20.6244,29.9062,19.111
"GAB2",32.0971,74.1513,100.1486,40.0701,42.0942,36.4411,62.8213,56.6892,37.1504
"ATP6V0A1",133.3432,139.9909,130.7697,125.6626,139.6582,111.4791,82.4886,132.9788,139.9431
"PIAS1",25.4822,27.6723,30.954,22.3388,27.4009,25.3671,16.7663,31.9338,26.3883
"SLC4A7",52.5849,41.9747,50.3616,45.2013,54.9464,55.4694,26.2354,66.9072,57.364
"APBA2",136.6984,146.2305,132.0524,110.4402,141.6438,107.4491,97.8097,117.3747,143.1173
"MAP2K3",6.9218,12.9625,7.1931,8.3712,11.4236,9.5361,19.0385,8.375,5.5285
"EFCAB1",0.3527,0.6543,2.8816,0.857,0.6579,1.8645,0.8743,1.4993,2.1152
"TMSB10",1534.3921,1984.3696,2396.998,1449.7571,1896.8982,1797.2418,1137.7224,2517.8373,2481.0557
"ASTE1",7.385,12.1413,10.9012,9.383,12.0068,8.3115,8.1068,11.524,7.8071
"RNF19A",70.4682,68.8977,74.0501,64.5166,83.7844,71.7098,63.8984,113.4707,75.144
"PEX3",23.4548,28.1626,26.0351,22.0718,25.368,24.1622,16.9814,27.4963,23.125
"GABARAPL2",155.9855,140.6669,158.1025,122.0556,152.8759,120.0288,71.517,161.9373,154.9283
"MYOC",0,0.0696,0.0822,0.0439,0.0587,0.1323,0,0,0.0518
"SH3YL1",11.3167,24.2688,10.9612,18.5101,19.4916,20.2613,16.7412,18.599,10.5879
"FAM136A",20.6108,17.0435,20.8769,14.9411,21.1014,15.1227,9.2821,19.2823,20.2355
"VCL",14.0516,25.85,13.5879,18.7077,26.6743,22.1644,24.661,17.5462,13.1592
"DEPDC1B",1.0116,1.1548,1.3406,1.0439,1.396,1.2676,0.8161,1.762,1.1883
"DAPK2",1.0258,6.4579,3.113,2.6881,2.6234,1.6154,3.0234,2.307,1.8855
"NSMAF",15.3674,31.4861,19.7063,23.8865,26.3552,25.9845,22.8772,26.2586,13.4329
"ADSS2",46.0097,60.7575,56.119,34.9358,45.713,36.6699,20.3599,47.0221,54.9028
"STAP1",0.1579,0.6007,0.1773,0.1894,0.19,0.1427,0.2653,0.4365,0.0838
"TIMP2",53.049,72.8767,81.2276,55.1652,69.7562,58.521,65.7699,75.2496,69.9106
"RFC1",32.6855,51.5688,36.0507,30.0486,42.96,30.7243,30.4461,40.6374,33.6808
"TBC1D23",30.2004,33.4851,26.6652,27.3133,34.0425,29.0387,19.8195,35.7025,29.8564
"CUL3",33.2466,31.8484,39.1763,27.5316,33.434,25.0156,16.7384,33.7159,33.9924
"MYOM2",16.8427,22.2585,12.3908,20.5991,22.8007,17.0413,15.1502,22.8709,18.2486
"OTC",0.3355,0.2612,0.2055,0.4392,0.5139,0.3308,0.2563,1.1385,0.4209
"CYP46A1",25.7776,20.9163,22.5205,22.6115,23.2262,28.5341,19.3708,20.5664,24.893
"ZZZ3",29.3949,49.9798,35.8757,36.3635,46.7759,37.0895,27.6805,51.7002,31.2259
"SLC18A1",0.2101,0.2248,0.3096,0.4963,0.1896,0.9492,2.4714,0.5717,0.2509
"USP2",22.348,27.4358,23.8804,20.184,23.9863,20.6156,20.9069,19.6283,21.7338
"CASR",0,0,0,0.0077,0.0308,0.0154,0.0144,0.0177,0
"TUBG2",85.6147,88.1774,103.1358,83.171,68.1754,86.2694,69.2889,70.4326,79.2881
"RPL26L1",22.6248,15.2298,22.8082,14.1301,17.5157,13.3113,9.1912,18.9304,23.4536
"FLT4",0.9395,1.6385,1.3384,1.1482,1.8565,1.111,2.7584,1.2987,0.9788
"NSUN2",20.5399,25.1719,22.8524,19.3999,30.7005,21.3331,18.6316,26.9893,19.1797
"FBXO42",17.0891,26.215,20.2444,19.4362,23.4813,18.5478,16.9417,23.2655,16.9782
"MFAP3",14.3503,16.4457,15.6759,15.9317,17.3102,15.4971,17.6875,20.2793,13.995
"MRI1",5.9689,13.4841,10.3544,9.2241,11.0517,12.9828,12.8946,9.398,6.4773
"METTL1",4.746,3.9129,3.7754,4.0814,2.8559,4.0505,3.8553,5.2487,4.6739
"HOXC8",0.0425,0,0,0,0,0,0.0357,0,0
"AGA",11.7648,9.561,10.9218,8.7613,12.3802,7.5506,4.1732,7.5597,11.9232
"PI4K2B",4.0957,6.6793,5.8904,6.1183,6.807,5.4636,5.83,5.633,4.377
"BOD1L1",41.8822,51.4006,47.3606,43.7482,45.5092,45.2086,40.9638,47.8559,39.2657
"MAT2B",59.0536,45.0793,55.8613,35.9528,57.2947,40.2741,17.8271,53.4008,59.6377
"TLL1",1.2984,4.7179,3.2009,5.7003,5.8695,4.0066,4.4816,8.4582,4.3499
