"","C3N-03446","C3N-03450","C3N-03452","C3N-03026","C3N-01197","C3N-02684","C3N-01191","C3N-01365"
"TSPAN6",18.8348,10.7137,12.2707,9.8875,6.0214,7.073,9.4765,6.6433
"TNMD",0.7128,0.9533,0.8115,0.4404,0.3328,0.4335,0.4745,0.4199
"DPM1",60.0605,42.8634,30.8207,42.3637,38.5829,46.6492,44.4625,40.9468
"SCYL3",13.0391,11.8723,9.8063,9.6848,7.6651,10.2919,13.2026,8.9924
"C1orf112",8.4771,6.9981,4.7679,5.3955,3.7851,3.3224,10.0012,3.2439
"FGR",6.1287,5.1525,10.2913,11.5316,15.048,5.3513,6.368,5.7263
"CFH",52.7129,9.0738,18.9295,49.1886,7.5348,5.1773,7.9429,6.7855
"FUCA2",31.132,24.815,20.0981,22.8028,11.9067,15.9684,28.9445,12.8194
"GCLC",20.6938,41.8722,17.7325,17.9423,14.1706,20.1944,48.6496,18.5978
"NFYA",29.7616,37.9148,31.6875,24.3139,21.5522,27.6302,42.3147,27.4411
"STPG1",4.4628,7.2996,6.0679,4.7435,5.1831,6.4223,6.8301,4.9423
"NIPAL3",53.9288,128.0593,69.7809,54.0279,45.1087,80.1498,179.0724,58.3462
"LAS1L",12.7213,16.2417,12.5479,11.6314,12.865,12.93,17.5931,13.5618
"ENPP4",29.6341,53.1385,33.3314,39.159,27.545,39.8373,90.8083,33.5115
"SEMA3F",7.3254,3.7454,2.949,1.7809,2.5448,1.6478,1.0703,1.3965
"CFTR",2.1907,8.6984,3.1819,2.4699,2.4903,3.7327,11.2802,3.6855
"ANKIB1",60.019,101.5698,74.1649,63.464,59.2094,73.4062,151.6698,66.4571
"CYP51A1",10.7033,8.0049,5.1509,4.9321,5.1226,7.6667,8.137,5.5536
"KRIT1",5.1386,4.5359,3.6909,4.4353,4.5133,4.8325,6.5618,3.646
"RAD52",19.9074,19.2289,14.8641,16.7443,16.4074,15.7518,28.3269,14.6398
"BAD",20.5132,16.0958,15.2214,18.3514,12.6549,16.2153,10.7127,14.6948
"LAP3",53.3719,70.2596,51.562,62.166,34.6528,41.9232,57.2004,33.3602
"HS3ST1",4.6982,3.29,3.98,5.3814,3.7793,3.3808,4.4038,2.5318
"AOC1",0.9449,0.2859,0.2791,0.3434,0,0.2173,0.2544,0.0614
"WNT16",0.6125,1.3927,0.5828,1.6595,1.2341,2.3803,0.9924,2.5395
"HECW1",23.225,22.2528,22.0544,16.1547,38.0936,37.4673,4.3601,35.2721
"MAD1L1",2.5321,1.5569,1.2279,1.0189,1.3317,0.9861,1.4531,0.7179
"LASP1",115.6603,45.0045,51.2478,47.8069,28.0649,37.1653,23.4831,33.9328
"SNX11",16.369,17.834,15.6152,17.2997,12.908,14.7292,20.5046,14.7133
"TMEM176A",6.5967,12.2959,7.5988,9.1601,3.9277,5.3892,5.9926,4.0994
"M6PR",51.6536,56.6383,54.0455,62.431,33.7907,49.8203,48.5965,44.5128
"KLHL13",2.0642,4.5879,4.5,7.3845,1.9416,4.1363,2.9086,4.16
"CYP26B1",12.4831,14.9349,12.7424,14.5307,12.7928,23.2386,2.8106,24.1741
"ICA1",59.621,23.6064,28.5401,24.3894,46.0959,35.1544,10.3988,41.8499
"DBNDD1",12.191,14.7482,14.7638,14.2113,15.8535,18.2114,5.6115,18.7847
"ALS2",27.3671,32.2692,30.4422,29.4547,35.4476,37.042,23.0903,35.8902
"CASP10",17.2097,6.082,6.7379,7.4594,3.7713,3.0143,5.3353,2.3502
"CFLAR",38.4463,21.4216,19.2007,17.6546,12.3384,13.7805,20.0027,9.2942
"TFPI",48.9877,2.5594,3.1818,3.5759,0.9058,0.7959,1.1659,0.7605
"NDUFAF7",22.8527,19.9809,19.8187,21.2649,23.6538,24.56,18.8714,25.0367
"RBM5",35.7793,46.2012,34.1632,38.5898,34.5296,35.4519,63.9886,39.7535
"MTMR7",15.354,30.4332,22.0479,23.8307,18.2797,29.303,31.3642,30.626
"SLC7A2",30.28,17.2929,35.874,31.9676,13.4974,13.9565,11.9166,13.8761
"ARF5",64.1666,66.5421,65.0509,71.0345,62.2865,73.625,41.3509,79.63
"SARM1",5.8742,5.8576,4.6949,4.3379,3.7247,4.8069,3.248,4.1366
"POLDIP2",82.2015,74.1428,65.0462,61.8348,57.8817,72.2683,51.6101,68.0069
"PLXND1",97.024,56.2521,39.0135,31.8525,11.5652,21.4334,35.5428,18.7888
"AK2",32.7724,28.1466,21.6455,21.6327,18.4757,19.1737,35.1552,17.6178
"CD38",5.5546,11.3017,8.4563,6.625,2.4071,3.1193,13.0484,3.8637
"FKBP4",42.4283,45.8053,44.4186,39.3631,45.2706,46.579,40.6111,46.2871
"KDM1A",45.548,54.5948,50.3292,51.5907,49.0156,58.3717,38.0121,60.2064
"RBM6",59.7933,49.4241,52.5787,60.0116,48.9557,48.3137,57.9208,48.3109
"CAMKK1",55.219,45.2713,53.792,57.7638,50.3202,60.7114,5.9833,68.3357
"RECQL",24.8907,18.3876,16.183,21.462,11.5693,12.6985,24.4177,11.6024
"VPS50",20.3077,22.0115,19.1415,20.4977,21.1111,24.594,19.3796,26.7672
"HSPB6",2.6853,2.4485,1.5938,0.8378,0.9688,0.9543,1.0664,0.4943
"ARHGAP33",12.2217,18.7044,10.93,9.0483,8.2745,12.894,16.4109,11.4872
"NDUFAB1",59.4722,58.8718,63.6741,71.8951,65.689,79.3005,44.6783,79.3167
"PDK4",65.4814,182.5746,38.515,24.4289,32.4754,48.5792,242.6229,61.713
"SLC22A16",0.1346,0.3324,0.2344,0.1479,0.0754,0.1404,0.7843,0.1388
"ZMYND10",2.5129,1.0865,2.0973,1.7249,1.0882,0.8859,1.1818,1.4479
"ABCB5",0.1364,0.1052,0.1979,0.2887,0.1061,0.0494,0.0757,0.0921
"ARX",3.2774,4.2404,6.5161,4.6849,4.5748,5.1955,1.0121,4.9007
"SLC25A13",41.2068,53.0379,27.4606,26.8057,14.1943,20.8187,76.0313,16.0568
"ST7",18.1538,9.4867,11.0553,9.451,12.3751,11.9194,5.8624,11.6328
"CDC27",40.7199,46.8848,45.1086,42.9795,37.894,50.9131,37.2434,53.2176
"SLC4A1",0.0821,0.0845,0.4124,0.2396,0.6518,0.0535,0.3075,0.1965
"CALCR",0.0249,0.1538,0.2003,0.7013,0.0233,0.2814,0.1037,0.3486
"HCCS",13.2922,15.6601,14.5542,14.8882,12.3701,16.3461,8.8182,16.3659
"DVL2",16.2934,20.2597,14.393,13.8716,15.8607,13.0039,22.1788,11.7341
"PRSS22",48.4147,0.0454,0.0591,0.0909,0.0412,0,0.0367,0.0325
"UPF1",44.1208,45.6649,34.8211,31.2542,22.3702,31.8474,38.3458,23.6832
"SKAP2",20.6465,21.4208,17.1769,24.5454,11.7839,24.6203,17.1142,20.3886
"SLC25A5",178.5607,118.6753,137.6492,142.3998,139.3794,128.9666,108.378,122.0014
"MCUB",8.3166,7.5505,7.8879,9.6702,1.7687,5.1681,5.935,4.2056
"HOXA11",0.0394,0.1217,0,0,0,0,0,0.029
"POLR2J",34.7869,30.5933,27.6103,26.4369,20.5922,20.9119,25.4565,22.1247
"DHX33",17.2117,18.117,17.6352,15.108,12.525,19.4368,11.6144,15.7767
"MEOX1",0.6296,0.4048,0.3425,0.1891,0.4042,0.5127,0.3274,0.5794
"THSD7A",14.5669,16.9374,23.5541,19.7996,16.9039,14.8478,7.4953,22.0387
"LIG3",20.4297,18.1384,13.7897,10.6309,10.875,13.8727,15.2415,12.3574
"RPAP3",16.913,18.9562,19.6881,16.9687,13.516,18.1956,14.7602,18.0269
"ACSM3",2.6619,1.1241,0.7224,0.5578,0.4448,0.7059,1.0841,0.4642
"REXO5",7.6269,4.3441,3.7876,4.5501,3.3936,3.9799,1.874,4.7108
"CIAPIN1",36.7614,29.1143,26.8244,25.9597,28.6351,32.3687,21.3756,32.3554
"SPPL2B",13.6571,10.1101,8.5565,10.0754,10.5942,10.497,11.7414,10.4623
"FAM214B",17.8246,27.4534,16.8652,18.0469,12.5757,15.3848,22.6867,13.9984
"COPZ2",17.9305,8.9326,14.9898,17.1459,5.7917,8.9152,11.4946,5.7289
"PRKAR2B",23.403,35.8835,35.3601,32.942,32.4112,51.6004,8.2781,56.9629
"MSL3",8.2945,10.8345,10.5251,10.1243,8.78,9.8508,9.1665,9.7822
"CREBBP",42.5101,38.7866,31.2383,19.349,15.6014,24.4058,22.4311,17.5509
"TSPOAP1",31.2069,41.6441,46.2426,55.3917,54.8736,79.8161,10.1545,80.1451
"MPO",0.8949,1.4423,1.9577,1.802,2.0613,1.8141,0.9432,1.4935
"PON1",9.6622,3.1366,2.1214,1.6853,2.0707,2.0297,2.5371,1.7785
"GCFC2",11.7312,16.685,12.4994,12.3763,10.109,14.0572,16.7336,12.9203
"WDR54",12.248,21.6318,13.3648,12.1045,12.6772,16.6978,20.0449,17.7909
"CROT",7.8779,10.8343,11.9895,13.5334,7.3956,8.0151,8.5707,11.1041
"ABCB4",1.3206,3.3473,1.559,2.9905,1.1442,0.9462,1.4954,1.243
"KMT2E",68.3806,70.0713,54.8831,42.5969,45.1196,59.1484,70.4934,52.0198
"RHBDD2",107.504,162.6237,165.3204,172.1536,96.3159,193.8633,64.5063,192.8527
"SOX8",29.6343,115.523,32.8951,41.4911,26.1335,45.3959,193.3475,33.1523
"IBTK",52.1428,41.834,33.4622,36.5043,31.5737,38.0864,49.7026,36.4093
"ZNF195",15.8752,14.7227,9.8606,8.7941,9.7065,11.2393,14.1812,11.1458
"MYCBP2",99.7787,123.7655,117.9198,124.7425,115.0559,161.0784,66.7048,167.9454
"FBXL3",25.3818,21.1085,17.6936,19.5354,14.6761,20.0482,25.153,18.8737
"ITGAL",2.1973,3.632,3.4428,6.963,1.3446,0.8989,4.7128,0.6283
"PDK2",15.0582,24.8874,21.0813,21.6626,17.2396,21.2683,15.5539,24.1132
"ITGA3",42.4208,10.9758,13.9589,13.2478,10.8652,12.0761,2.4651,11.894
"ZFX",20.1185,37.5474,24.5897,23.1282,32.1804,22.1003,44.6502,20.6585
"LAMP2",79.3027,211.106,103.376,107.7873,73.4979,103.5647,348.8286,80.5213
"ITGA2B",1.829,1.5774,1.4475,1.3316,3.8471,2.1026,1.5526,1.6731
"ASB4",2.8554,2.3969,1.7285,1.9286,1.7704,1.7265,4.7328,2.4723
"GDE1",130.6198,74.4576,50.0733,59.077,36.7255,54.4475,70.576,52.814
"REX1BD",19.0704,19.6498,18.7478,23.5026,20.6055,20.8787,16.3615,17.9013
"CRLF1",38.9724,11.0898,22.7016,16.8931,18.1462,12.0457,3.2458,15.5087
"OSBPL7",24.8628,11.8413,8.2977,7.7584,8.9697,8.1642,10.2573,7.3316
"TMEM98",23.469,72.4903,26.4056,20.6765,14.3574,22.1861,115.0583,16.9954
"YBX2",0.3862,0.5843,0.7607,0.6238,1.0608,0.75,0.3403,0.8029
"KRT33A",0,0,0.0541,0,0,0.0701,0.1344,0
"MAP3K14",11.509,6.9318,6.5881,7.5178,2.9121,3.9187,4.1858,3.5671
"ABCC8",10.5566,10.3265,12.6102,7.3094,13.7132,15.8296,4.0686,16.8186
"CACNG3",14.1055,36.6993,36.3488,35.4139,23.7292,54.2138,3.1511,58.311
"TMEM132A",33.1237,47.0941,54.8516,58.8874,31.3626,38.917,10.7959,43.0563
"AP2B1",144.135,211.5217,223.2474,131.5232,95.7241,195.9355,96.6349,164.0637
"TAC1",8.5426,6.575,28.0671,8.6059,12.5105,16.1774,1.0227,19.7283
"ZNF263",20.8688,18.8815,15.647,17.2123,16.2494,18.4438,20.81,19.7565
"CX3CL1",21.908,29.8372,38.5142,29.7975,43.8984,31.6084,6.1694,33.8195
"SPATA20",43.7064,20.8479,31.4061,32.3151,28.6994,27.2828,14.0416,22.3672
"CACNA1G",12.182,6.4756,14.9356,6.2374,7.3134,9.6293,0.7657,8.1761
"TNFRSF12A",54.1555,4.6876,5.5551,8.7821,1.6911,1.9793,4.1805,1.9786
"DLX6",1.6187,0.7854,2.2906,1.0063,1.426,1.3266,0.1525,1.4616
"MAP3K9",37.4869,18.7877,24.1242,14.863,29.8409,37.9687,2.9687,30.5896
"RALA",25.1057,31.4513,29.6666,26.5156,15.6472,26.5609,28.1549,20.9517
"BAIAP2L1",49.8248,2.7614,2.3091,2.1872,1.4062,1.9908,2.5423,1.1891
"KDM7A",34.017,16.8157,21.2314,17.5664,16.647,17.359,17.6998,15.3972
"ETV1",12.4419,11.0767,8.1777,11.2821,12.0881,16.817,8.3222,16.6532
"AGK",15.7178,16.7052,14.3124,15.2721,12.9411,17.5769,16.6222,16.9892
"ALDH3B1",55.5133,5.5702,4.3915,7.4881,2.239,2.1244,5.5097,1.6835
"TTC22",2.1005,0.3542,0.2998,0.4846,0.1286,0.1795,0,0.2409
"PHTF2",19.276,16.8999,11.653,12.8639,9.4543,11.8089,17.5681,12.2389
"CCL26",3.7416,0.6158,0.2004,0.3082,0,0.3901,0.2491,0.4408
"FARP2",16.0996,18.7157,11.7663,9.3826,9.2567,12.1547,19.3114,11.3737
"USH1C",8.7751,19.2898,12.097,5.0219,1.3824,8.1638,47.326,6.8556
"GGCT",15.8416,11.5432,12.3762,16.2657,11.5876,18.1205,7.3597,19.585
"DBF4",9.2736,3.6981,2.944,3.6779,3.6562,3.9984,2.5531,5.0744
"TBXA2R",1.3398,1.072,0.9969,0.8686,0.2433,0.5173,0.3716,0.4384
"IFRD1",7.3232,6.9718,5.002,4.7069,3.7176,4.4881,6.725,4.2448
"LGALS14",0,0,0,0.0799,0.1087,0.2022,0,0
"COX10",8.7523,6.6645,7.5607,5.5481,6.8785,6.0612,4.8853,6.9255
"GTF2IRD1",15.5742,9.5095,9.8545,8.1345,7.7401,7.848,11.1,8.2364
"PAF1",82.6213,55.8643,44.8692,46.9568,38.9889,49.0381,80.6661,40.9886
"VPS41",60.7374,66.1108,63.7664,65.9796,60.7459,80.3333,57.6418,77.2353
"ARHGAP44",22.8218,13.747,18.8421,14.0229,20.9733,20.8559,4.0383,20.4175
"ELAC2",25.4247,32.7548,27.5906,24.6103,21.1594,26.5522,22.3556,29.2403
"SCIN",9.0409,14.1228,7.9631,19.3134,0.5239,2.3822,11.1975,1.306
"ARSD",16.5175,8.6884,9.7471,10.4745,5.8731,6.6349,6.9155,5.2261
"PNPLA4",9.0995,13.3271,11.092,10.9677,9.3035,10.1293,7.3662,11.2416
"MYH13",0.1375,0.0177,0.046,0.0472,0.1284,0.1792,0,0.1266
"ADIPOR2",66.4382,129.3396,59.7019,44.9481,37.2537,77.8457,249.1882,60.6596
"CDKL3",2.0381,2.6466,2.1479,1.6742,2.184,2.9317,2.6411,2.1156
"UPP2",3.3447,7.5768,7.8867,9.5009,5.1832,7.1406,2.5758,8.4617
"PRSS21",0.1605,0.1101,0.4656,0.3672,0.1998,0.1859,0.178,0.0394
"MARK4",23.3477,17.7247,16.9576,13.3246,11.7496,16.4656,9.4308,14.9204
"PROM1",26.6952,7.0976,5.4328,4.0484,4.5586,4.9766,5.2479,4.0099
"CCDC124",24.9576,31.2128,24.5598,32.1758,23.5417,25.9192,23.771,26.7234
"CEACAM21",37.3068,3.887,2.459,2.8129,1.0436,1.0172,3.5426,0.9404
"PAFAH1B1",68.0523,96.0366,97.6588,86.2087,71.9862,113.86,78.1699,108.4209
"NOS2",2.7266,3.297,4.3084,1.7239,4.4892,4.5297,1.8309,5.5471
"DNAH9",3.9127,3.565,4.8118,3.8581,2.5865,3.7822,1.3746,3.7496
"KIAA0100",85.601,69.7921,69.1507,63.8277,49.9434,70.9698,55.5608,59.433
"SLC13A2",0.2935,0.0336,0.0218,0.0448,0.0305,0,0,0.048
"GAS7",154.6838,336.5739,228.1314,156.6652,154.9838,266.9001,279.0677,219.7897
"TRAPPC6A",88.2993,25.7536,18.8788,22.9902,20.5341,27.2354,43.9142,21.7534
"MATK",11.8742,10.6979,15.2217,15.6207,30.1772,20.9848,4.2102,23.9434
"CEACAM7",3.6486,0,0,0,0,0,0,0
"CD79B",0.4592,0.5774,0.41,0.4904,0.2382,0.266,0.1274,0.1503
"SCN4A",0.4723,0.2101,0.4188,0.2628,0.1788,0.1552,0.1062,0.1598
"ST7L",8.1493,9.3978,8.2552,9.4597,9.0759,9.7741,11.1971,8.9809
"TKTL1",0.1492,0.2456,0.1399,0.3687,0.0279,0.1037,0.1738,0.1538
"PAX6",1.9576,4.0223,5.4585,3.2263,2.9466,3.0116,2.3712,2.9576
"RPUSD1",16.6809,12.3518,12.3151,12.7803,11.425,12.6099,10.3703,13.6522
"RHBDF1",29.055,8.2597,7.4556,7.9218,4.8584,5.1711,5.2735,5.5805
"LUC7L",49.8305,34.1213,27.8583,31.8893,33.55,34.5286,35.3108,31.8214
"CACNA2D2",7.3075,4.1079,6.723,4.0505,6.9746,6.2781,1.3721,5.5825
"BAIAP3",13.5028,45.5511,53.4559,55.2332,33.2425,57.5454,10.9344,85.8216
"TSR3",57.216,58.3215,43.9038,43.4524,34.9146,45.476,49.5617,36.2998
"PIGQ",13.8483,12.4134,12.7172,11.0594,9.9924,11.9958,7.121,10.7382
"CRAMP1",10.2693,7.5044,7.4095,4.9739,3.7603,6.2312,4.909,4.7672
"TEAD3",9.9728,3.3724,4.7833,3.3399,2.3845,1.7687,1.7228,1.9563
"SELE",1.5142,0.6608,0.7835,0.5354,6.6841,0.578,0.8209,0.6081
"DNAJC11",24.3424,27.9796,22.8291,19.7072,20.1405,25.1396,19.3764,22.9972
"FMO3",1.8663,1.5736,1.7824,1.8271,1.857,1.7542,1.7311,1.2164
"MYLIP",51.4429,42.9486,36.2829,32.6079,21.044,30.6767,78.0285,22.4931
"NOX1",3.4754,0.4256,0.5818,0.568,0.3863,0.3235,0.2066,0.4874
"E2F2",2.9087,0.6936,0.0516,0.3173,0.2698,0.0335,0.0641,0.0425
"PSMB1",110.6202,98.0892,87.0615,101.514,90.7654,99.8496,125.1065,103.9967
"SYN1",32.9765,37.6922,39.9557,29.2137,19.1074,35.6512,2.6735,29.7576
"JARID2",27.8203,28.8961,28.3673,20.9818,22.5322,21.2703,25.0555,19.9122
"CDKL5",30.8699,42.1784,48.2091,33.4844,37.6731,57.4257,20.4258,59.7697
"CAMK1G",16.6611,38.6041,41.4944,21.7229,44.2824,57.4579,3.4987,53.6065
"CDK11A",1.2208,0.894,0.9006,0.6959,0.8888,0.9887,1.188,0.9597
"NADK",35.0779,18.4796,17.304,21.4331,13.0527,15.2123,15.7962,14.8394
"TFAP2D",0,0,0.1919,0.1967,0,0.0415,0.0795,0.1758
"DLEC1",5.2494,2.2717,5.0024,1.8276,1.5082,1.6444,1.974,1.31
"CYTH3",32.1912,26.9282,41.5601,31.0499,22.955,28.8474,21.6606,25.7817
"ADAM22",46.5571,59.392,54.3247,44.4733,47.928,65.48,27.4073,64.3458
"SYPL1",43.515,37.3746,28.7595,25.5358,15.039,21.907,75.8761,14.5299
"CYB561",23.6614,17.6167,18.6915,18.8464,20.7219,32.7927,3.9509,26.9724
"SPAG9",152.6696,159.0596,110.5235,112.304,103.6505,121.7769,214.7995,114.288
"CELSR3",15.3834,15.3482,17.3316,13.6152,16.0247,20.7889,3.7294,18.821
"AASS",31.956,58.3727,32.0667,32.1985,25.1812,33.7283,87.3367,28.8983
"PLEKHG6",6.6191,0.7114,1.4223,1.1189,0.4151,0.7724,0.596,0.1455
"SS18L2",7.4238,9.6849,8.1347,10.5623,7.3733,10.0845,10.6696,9.2422
"MPND",7.343,7.8707,7.2553,8.2831,8.7747,10.3941,7.5199,8.1662
"MGST1",26.4274,14.4003,11.4286,7.8424,6.6414,5.4787,5.0121,7.8288
"CRY1",13.6634,11.3169,10.4166,11.1459,9.2043,10.7232,17.2458,9.7358
"PGLYRP1",10.254,11.0069,8.3592,6.6305,18.1786,12.523,5.5644,14.4427
"NFIX",58.0766,116.0222,88.6636,33.3106,36.948,47.2438,78.7174,31.0824
"ST3GAL1",42.9084,21.1163,22.5965,23.9379,11.8204,14.7971,9.3956,15.9183
"MMP25",1.1399,1.0196,1.0122,1.0376,7.659,0.8396,0.6598,1.1676
"IL32",1.7049,1.0456,4.2594,2.4982,3.3984,0.5982,0.6002,0.4828
"PKD1",50.1209,29.853,31.0919,30.6671,51.3451,39.6859,16.3767,32.158
"MAPK8IP2",57.484,73.5204,71.9638,70.7506,73.6902,98.6949,16.8051,85.3949
"MED24",29.7267,29.4451,26.3121,23.0089,18.1763,24.3809,17.6678,21.9978
"RHOBTB2",26.069,26.3588,29.9791,27.7591,28.608,32.9756,10.7133,28.216
"HEATR5B",39.4268,48.9014,42.6686,41.6252,37.5198,48.3877,42.0837,50.468
"SEC62",53.6028,73.5854,66.421,67.931,62.9416,72.1857,85.4819,67.8993
"RPS20",78.1529,102.9709,96.6592,119.8037,77.0154,92.2835,115.1375,93.3247
"CSDE1",197.082,292.185,271.4581,289.6868,214.3839,263.2686,324.5055,256.166
"UBE3C",49.2791,40.5689,38.6417,37.5882,29.6183,40.4306,33.8692,39.5186
"REV3L",44.313,45.0535,38.1397,32.4169,32.3724,33.6268,34.6594,36.273
"TENM1",5.1808,12.4634,10.151,10.047,10.2316,15.0476,3.6523,17.6784
"PAX7",0.3739,1.3711,1.6109,0.9037,1.791,1.4686,0.1488,2.1302
"MASP2",8.4281,9.2039,8.2422,5.6155,6.9699,8.2452,8.2879,6.2416
"IYD",0.8123,0,0.034,0.0209,0.0095,0.0265,0.0084,0.0449
"FAM76A",11.5981,16.6124,11.7542,14.3872,11.0729,12.5383,16.791,13.8426
"TRAF3IP3",2.5116,4.3853,3.2546,4.5197,1.965,2.0876,4.383,2.3789
"POMT2",10.3249,20.5502,14.1094,9.3173,10.0634,12.0936,23.9186,9.6299
"VTA1",16.5839,17.6564,16.6189,16.2494,14.8089,18.878,16.5975,19.0621
"MLXIPL",6.8395,6.4514,6.5115,7.4247,11.4878,8.8463,5.6365,8.3337
"BAZ1B",87.6442,84.5794,76.5732,70.2065,57.1118,72.0755,88.6258,63.4205
"RANBP9",56.5333,59.0833,55.0715,50.144,50.4546,62.3516,40.5552,62.456
"ETV7",3.4569,1.0942,1.4245,1.6124,1.614,1.1551,0.6269,0.7179
"SPRTN",10.1545,9.548,7.6587,7.3738,6.022,8.1872,11.9477,6.2827
"EEF1AKNMT",32.847,26.6419,26.1151,23.9796,20.7729,25.1478,25.206,22.4247
"DYRK4",4.7432,8.1475,7.0915,12.9004,5.4737,6.6474,10.5121,6.2816
"ZNF207",42.7897,32.8508,25.4154,27.4039,24.6148,27.4713,37.6688,26.4551
"UQCRC1",83.4757,102.8635,100.296,97.6481,105.6074,115.2836,80.0601,113.3932
"STARD3NL",18.9795,23.2039,20.9216,23.5339,18.2,24.5424,24.944,22.6806
"CD9",53.6092,68.4985,35.7536,47.3796,21.1868,28.6964,100.1631,21.6488
"HHATL",35.9581,119.5154,105.6104,58.6176,41.5717,62.9202,201.8612,34.4945
"NCAPD2",53.2091,34.9964,19.6775,16.2303,12.2241,18.0833,36.6019,12.871
"IFFO1",19.6174,30.0737,28.9802,27.8955,25.0935,24.0297,23.0508,20.8036
"GIPR",10.2952,1.4093,2.1266,1.838,0.7753,1.659,4.3005,0.4432
"PHF7",8.2258,9.2662,5.9272,5.9684,6.5421,6.7114,8.1457,6.9774
"SEMA3G",5.9831,3.9031,10.2745,9.2155,7.8645,7.3892,5.6202,7.1065
"NISCH",68.0378,98.393,86.2387,76.3181,78.5702,96.2166,46.1694,90.1424
"STAB1",61.6801,110.3405,20.4753,36.7861,6.4026,4.9121,22.8459,5.6262
"FUZ",10.4752,16.2004,11.6432,12.4976,11.8776,14.3314,23.0059,12.2769
"SLC6A13",5.1578,6.8109,13.2343,20.0342,5.5804,8.4232,4.106,4.2357
"IDS",25.7207,34.4944,39.1244,35.7689,26.5124,45.7321,10.8609,46.4508
"PRSS3",7.2358,11.621,12.8056,13.9882,12.8929,18.6018,1.6588,19.7876
"ZNF200",6.048,4.4316,4.5292,5.1725,4.5992,4.9372,5.1141,4.8248
"CD4",21.2415,36.8858,18.6305,41.4122,6.1014,11.8143,22.343,7.4796
"LRRC23",12.2038,11.9512,13.4124,9.9861,13.4882,12.6386,18.6453,13.5031
"BTK",4.6915,8.2093,8.6395,18.3593,1.5677,2.9769,11.6538,2.3875
"HFE",10.6049,5.1876,3.8487,5.4723,1.6447,1.9006,4.011,1.4606
"SCMH1",24.1566,22.9515,24.9851,21.7298,26.8873,24.8502,14.8635,27.4882
"FYN",49.0794,104.6127,84.8492,82.1716,48.7462,65.4674,92.3431,65.3505
"HIVEP2",64.5706,69.8777,74.1851,55.3847,76.6436,84.7654,31.0913,79.7044
"FMO1",0.6718,0.03,0.176,0.3409,0.0818,0.0254,0.0486,0.086
"ELOA",41.2194,31.8822,25.9684,25.8825,21.2679,23.2286,30.9199,22.8473
"LYPLA2",39.2538,26.8311,25.5188,29.1245,22.8484,23.5636,17.2408,24.7613
"CLCN6",31.9133,44.5096,35.4218,24.3272,26.831,38.6065,27.5291,30.7188
"MRC2",22.2211,17.8503,14.1852,28.0844,2.9515,5.783,12.8312,4.2311
"SLC6A7",16.6297,24.3952,25.0392,20.601,44.1967,40.7124,2.3744,38.3975
"TSPAN9",11.1234,7.5553,10.4281,8.0851,10.6287,7.2145,3.1317,5.8225
"BTBD7",19.0135,16.4171,17.5253,16.3268,14.5209,14.4451,18.4395,15.6735
"APBA3",5.5653,5.0288,3.9911,5.0591,5.0037,4.2632,8.5263,3.5161
"MKS1",7.1138,4.6708,3.2652,3.7375,3.9264,3.9041,4.9805,3.6244
"ABHD5",12.4628,14.371,10.6352,12.5399,10.9078,10.1359,26.2792,9.8848
"ANOS1",8.2157,23.1997,21.1606,26.4024,7.9353,11.5386,13.9319,16.5497
"AKAP8L",26.4953,26.2968,23.8875,24.5574,24.4121,27.157,28.4756,26.8284
"MBTD1",23.5064,21.8157,15.3484,14.8183,14.6743,16.9731,25.1892,14.5463
"UTP18",43.6741,38.4407,32.895,38.9832,40.1279,36.7244,35.239,39.0049
"RNF216",53.899,50.0885,39.7569,36.4254,30.7349,35.2301,41.4507,32.1476
"TTC19",32.6733,40.1723,43.1416,41.4195,35.849,49.0544,26.9553,48.7132
"PTBP1",40.2057,18.7371,15.738,16.603,9.4316,9.3824,16.9716,7.6837
"DPF1",15.7822,14.8823,17.5846,14.1434,18.7899,21.7659,5.3258,19.3179
"SYT7",59.4898,55.3499,94.5349,49.289,42.7493,68.9533,3.7676,60.335
"LARS2",10.0915,13.4432,11.4937,13.9414,12.3849,15.0881,9.8717,14.8287
"PIK3C2A",85.8271,64.4657,93.497,67.2468,56.8737,61.5823,57.071,58.7049
"PLAUR",14.282,4.1526,5.5486,9.3498,2.7995,1.2715,3.4767,1.9119
"ANLN",64.336,188.567,63.3244,75.5696,43.0378,107.0891,503.6175,70.1023
"WIZ",11.4471,12.3795,10.5154,7.6992,7.4393,9.1797,5.2422,7.5945
"RABGAP1",67.2985,83.5087,72.1582,58.1377,68.54,75.6099,69.7883,79.0133
"DCN",48.343,10.7139,29.0294,52.1586,7.8957,9.3658,8.7202,10.8347
"QPCTL",14.7115,4.3677,4.5142,5.6755,6.6078,7.183,3.8118,6.3617
"PPP5C",20.6304,23.2379,21.259,17.7269,19.4583,25.9168,16.882,23.1445
"CEP68",28.8203,33.5762,33.2383,27.5134,23.095,33.1785,24.7016,31.685
"MAP4K3",43.6947,33.8323,31.2258,31.7103,29.1694,34.775,33.9143,39.7047
"ZBTB32",5.9541,2.6081,3.5241,4.8517,4.9859,3.1369,2.2374,5.4019
"TYROBP",49.0693,81.7428,62.2216,170.3222,22.8559,20.7602,91.3114,16.5692
"TMEM159",8.8844,5.9237,4.765,12.1405,1.4595,5.1456,2.1904,6.8744
