"","C3N-03446","C3N-03450","C3N-03452","C3N-03026","C3N-01197","C3N-02684","C3N-01191","C3N-01365"
"OR2A42",1.0424,0.6565,0.7122,0.5257,0.139,0.2402,0.3009,0.2193
"RNF208",13.3577,15.247,15.6841,11.6183,14.011,14.8633,3.4257,11.8555
"KRTAP3-3",0.1431,0,0,0.1965,0,0,0.2382,0.1054
"KRTAP3-2",0.7368,0,0.1974,0.2023,0,0,0,0.3255
"KRTAP3-1",0.2847,0.2929,0,0,0,0.2474,0,0
"MT-ND4L",791.0596,652.688,1570.9015,366.2151,478.0077,699.2347,461.0216,430.623
"MAP10",5.0273,8.0961,7.6547,7.3126,7.6285,8.137,5.4779,7.8435
"KRTAP12-4",0.7061,0.2421,0,0,0,0,0,0
"KRTAP10-3",0,0,0,0,0.0977,0,0,0.077
"KRTAP6-3",0,0.1702,0,0.2271,0,0.2874,0,0
"POU5F1B",0.3815,0.3489,0.3548,0.1455,0.0396,0.1473,0.0705,0.1248
"ZNF580",8.8083,11.0562,10.011,10.5393,5.9613,10.7412,10.5231,7.6156
"ZNF611",14.8372,15.9445,12.6067,10.3564,7.6971,15.4345,12.4315,12.788
"SYT3",7.3902,7.9402,10.594,6.9516,11.0414,12.1985,1.5031,9.3305
"NUP62",14.1568,15.7857,13.7868,13.3406,7.6868,10.7044,13.9464,8.776
"DENND1B",11.0052,4.5743,5.8006,5.4154,6.7121,5.4969,2.8579,6.1254
"SFT2D2",51.4115,43.8844,36.0224,34.3048,7.7779,20.5269,43.7383,18.2113
"CEP43",4.1924,2.9637,3.0292,3.2824,3.989,3.9586,2.4965,4.0376
"SCAF8",67.8818,62.5121,58.1117,51.3455,58.3732,59.6626,57.7087,55.4016
"CFAP45",6.5284,0.3296,0.5364,0.4124,0.4862,0.3479,0.2333,0.2359
"ACKR1",10.6414,11.9233,12.6459,9.9451,4.7118,7.8124,0.582,8.4969
"ZNF254",21.4191,20.6114,17.232,16.5059,14.9393,17.6948,17.5232,19.5775
"TCTEX1D2",2.2799,2.9534,4.7498,3.8835,3.8637,4.915,3.1618,4.725
"CRYGS",9.2569,8.4298,8.2989,7.3611,6.4711,5.6249,9.0914,6.8527
"CRIP1",0.8045,0.4356,0.2552,0.4359,0.8303,0.5885,0.2818,0.3117
"KLHL23",18.3405,17.8657,22.0709,19.2312,16.4846,22.5819,8.734,24.3932
"LINGO4",3.7804,0.5322,0.4264,0.7102,0.1486,0.6914,0.2318,0.6446
"FAM24B",5.0954,5.0577,4.1304,6.1974,4.591,3.65,11.306,4.7387
"TRIM59",4.3985,9.8244,3.3868,4.4227,2.4619,3.3538,22.6198,3.0503
"MLLT11",33.1789,51.3494,68.6113,51.9775,47.0466,81.6131,10.9301,75.8429
"ASIC3",8.3084,6.4594,4.8714,5.0986,6.6857,5.2887,8.9522,5.2997
"GIMAP1",2.5662,3.4521,2.8494,3.7187,1.3722,2.1913,3.2121,1.2919
"AL049697.1",4.5007,3.1888,2.7544,2.2096,3.6182,3.159,1.6121,4.4109
"CCDC183",2.7223,3.2005,1.7519,1.3833,2.443,2.4878,2.9123,3.0715
"ARHGEF35",0.121,0.1245,0.054,0.083,0.0377,0.035,0,0
"OR2F1",0.3913,0,0.2206,0.0707,0.0769,0.0537,0.3256,0.1668
"CSH2",0.1199,0,0,0,0.112,0,0,0
"DNLZ",1.358,0.5239,0.773,0.9089,0.2853,0.7374,0.5933,0.3
"TCL1B",0,0,0,0,0,0,0,0.0417
"SUPT4H1",0.0506,0.1562,0.0678,0.139,0.0473,0.1319,0.1684,0.0745
"TSGA13",0.1394,0.239,0.2178,0.1595,0.1736,0.1615,0.116,0.0684
"NRAS",29.8911,29.0227,25.5373,27.7968,18.1915,25.3974,32.7643,24.5862
"LTC4S",13.2401,11.9857,6.9155,11.4513,3.3793,5.2911,11.5309,4.0942
"ANKRD39",3.4497,4.4565,2.9815,2.7672,3.0152,2.8575,4.3056,2.7761
"QTRT1",24.9387,29.3464,25.1011,27.1621,35.2891,29.74,30.7818,28.163
"CHUK",17.9854,17.5139,15.5548,16.2062,12.3397,14.923,19.0744,14.712
"MXD3",6.7163,3.297,1.9138,1.9478,2.1541,1.738,2.7178,1.3226
"GSTM2",3.4394,6.5777,5.6729,3.5018,2.5435,5.1338,5.2916,3.0252
"COG8",4.4091,5.0044,3.4999,3.468,2.5904,3.7256,4.9176,2.6345
"ARHGAP19",5.9372,9.1614,5.2211,7.4833,5.2732,5.6026,14.2812,5.4641
"HAUS7",1.5114,1.6093,1.6868,1.6927,1.3618,1.7968,1.5444,0.9176
"LCAT",10.7019,10.0607,17.2315,10.455,6.1007,5.8848,10.4723,6.9055
"MAGEA12",0.5354,0.3856,0.4661,0.1838,0.25,0.2791,0.1337,0.1183
"PVRIG",2.4925,5.5099,3.0185,0.8736,1.8818,1.3821,5.1187,2.4989
"KRTAP2-4",0,0,0,0,0,0,0.1146,0
"GPC2",2.1663,3.3004,1.3037,1.5623,1.7156,1.7867,2.6011,0.9893
"KRT222",1.4609,1.6052,1.6675,1.9827,1.8912,2.9132,0.221,2.2978
"SIPA1",23.5444,25.779,15.8722,23.2097,9.3137,11.9267,26.027,8.2094
"ERV3-1",21.9764,16.9231,12.9082,16.0908,8.5603,11.4916,12.4868,8.7836
"SYNJ2BP",31.7717,29.4935,30.181,29.6788,21.5653,29.2336,33.8675,25.7303
"ARL2",21.1256,37.8848,28.0509,34.1786,28.6979,36.2121,43.795,35.367
"TTLL13P",0.2157,0.4716,0.3611,0.3887,0.3273,0.3045,0.2468,0.2779
"GBP7",1.0383,0.445,0.8691,0.5048,1.1715,0.7517,0.324,0.86
"RBMXL1",18.7182,24.8087,23.4622,23.6953,19.1204,22.9995,35.1427,22.1264
"SRA1",20.0453,25.0827,24.4603,20.735,20.9746,21.371,21.2422,19.0241
"STIMATE",1.1434,1.0245,1.1732,1.076,0.8438,0.9613,1.1816,0.6925
"DNAJC9",9.8741,7.4331,7.6192,8.3937,7.419,7.8112,8.5153,7.0773
"C8orf82",12.9371,9.0887,6.6676,9.506,9.5269,8.6806,7.4974,7.9246
"VDAC1",98.0027,129.7822,151.541,153.1602,113.3283,175.1359,73.3051,180.769
"ZBTB9",8.8087,7.803,7.2562,7.2702,6.0711,7.2578,7.4168,6.1252
"TMX2",75.0934,81.4763,78.4301,76.8698,72.127,95.3,114.5143,81.9694
"HEXA",9.9393,11.757,10.1642,11.2711,7.0748,9.0364,9.6095,7.9167
"NDUFS3",24.7454,26.7045,29.1859,32.4493,27.0089,31.2932,21.9304,24.8707
"LEPROT",32.4263,37.6352,35.3691,34.1181,20.4488,25.9014,34.1528,20.0282
"LBH",18.4103,7.8812,14.2404,8.207,9.4519,6.6961,4.018,8.6319
"ADAT3",2.2315,1.4164,0.4769,0.7822,0.6207,0.66,2.0544,0.5593
"PPP1CB",46.9813,52.3698,47.9857,43.0697,36.9965,50.4474,47.4517,46.6943
"GPSM3",19.8605,15.1162,10.8393,23.0101,8.2007,8.4274,21.7793,5.2827
"LAT",0.3087,0.0489,0.1431,0.1304,0.1552,0.2269,0.2173,0.1923
"NCKIPSD",50.5681,64.4802,53.8839,34.1637,69.7844,67.0554,36.1058,58.5448
"ATF6B",37.7776,38.6531,27.2193,26.7274,23.9055,25.8675,35.8728,21.6663
"S1PR3",10.5123,4.6842,7.0343,4.5277,1.9647,3.0019,2.888,2.2614
"SLC35F6",42.1722,56.7247,41.3851,37.6841,20.4452,29.9609,44.3568,24.1607
"FAM209B",95.0572,1.2477,0.5076,0.7285,0.5663,1.0537,0.3784,1.3395
"CLIC1",297.1696,47.2064,46.6923,79.4736,21.3495,15.0616,43.9538,12.5253
"DDAH2",35.4427,28.7191,33.3345,45.2646,15.7163,17.3295,30.1209,15.7684
"RPS29",22.9997,15.6742,17.8932,32.8154,24.1526,22.1546,29.6005,22.8144
"UGT2B11",0,0,0,0,0.0417,0,0,0
"ATP6V1G2",37.6635,74.1395,72.7988,77.5257,66.3004,100.8202,22.6854,98.0391
"ZNF134",21.0061,25.9477,24.9385,22.7529,18.5254,27.0178,23.799,25.1283
"GTF2H4",0.4967,0.1394,0.2117,0.062,0.2108,0.2746,0.3006,0.2992
"DDX47",3.194,2.2764,1.6915,1.7912,1.423,1.6866,2.4319,1.6139
"ZNF888",8.4522,3.5315,4.1538,5.0705,2.056,3.3321,3.152,2.8239
"ZNF845",7.9931,7.2492,7.0128,8.8346,4.1279,6.8023,10.207,7.11
"KLRK1",0.5185,0.4978,0.6944,0.4271,0.3228,0.6006,1.0641,0.2545
"CEACAM18",0.1426,0.1467,0,0,0,0,0,0
"EMP2",63.4548,6.3675,8.7052,6.2939,4.3946,5.1555,5.2314,4.1813
"KCTD11",6.4038,8.0751,5.9482,7.5861,3.5686,4.9352,8.6516,3.0418
"PPM1N",1.3914,0.7999,0.9591,0.9832,1.1464,0.8533,0.5108,1.2655
"CEACAM16",0.682,0,0.083,0.2128,0.0579,0,0,0
"SLC23A3",0.9058,0.1803,0.2544,0.1805,0.3274,0.33,0.1945,0.1291
"LTB4R",9.7556,2.6907,2.6825,3.4938,2.3544,1.781,2.745,1.3706
"LTB4R2",3.4822,1.473,1.5037,1.4074,0.9725,0.9895,1.2998,0.6709
"DNASE1",9.0036,5.2545,5.0439,5.0133,4.8337,4.5236,5.7536,4.7262
"MDP1",0,0,0,0.1355,0.3687,0.5145,0.1643,0.1453
"LEUTX",0.1168,0,0,0.0802,0,0,0,0
"CSNK1E",24.5472,25.6024,19.1475,17.3483,19.2952,19.0975,23.3483,17.7565
"IRF9",5.7571,5.1972,3.0291,4.7583,2.6605,6.6602,9.2386,2.4005
"GALT",12.3909,10.3888,10.3917,12.2254,11.9494,11.4075,9.0189,11.0037
"HBE1",0.1095,0,0,0.0752,0,0,0,0
"HBG1",0,0,0,0.0985,0.2009,0.1246,0,0.0528
"CLDN9",5.3172,1.094,0.267,0.365,0.6827,1.2126,1.0508,0.9787
"ITGA1",32.6566,6.1106,7.5642,5.0433,3.0198,3.5044,4.6075,3.5631
"NUDT19",16.0287,9.1564,5.6991,7.2538,4.8346,6.6852,6.3735,4.8302
"ZNF726",2.6768,1.4284,0.885,0.9761,1.0467,1.279,0.8352,1.2933
"ZNF99",0.7698,0.9012,0.9066,0.656,0.3842,0.761,0.4307,1.2704
"TAX1BP3",0.8381,0.7837,0.3571,0.3138,0.2134,0.5957,0.7607,0.5609
"AP1G2",15.2246,7.36,7.7637,6.9112,7.9772,5.8975,4.3666,6.2898
"ZNF90",9.1596,1.6889,0.9721,1.1744,0.468,0.4955,1.2798,0.5853
"NAXD",75.9084,62.8803,64.4916,60.578,50.4871,65.0785,64.0842,66.7447
"TM6SF2",0.577,0.4452,0.1932,0.2311,0.2694,0.376,0.08,0.2478
"MEF2B",0.5546,0.1556,0.0338,0.1384,0.0471,0.0438,0.0839,0.0742
"GANC",17.5486,16.7678,12.7031,11.6831,8.5924,11.1649,21.4512,10.5512
"TTLL3",6.5431,9.727,7.9571,6.4558,5.5338,5.4471,8.6083,4.7578
"REPIN1",52.5735,36.1558,29.5371,31.8465,30.6642,29.6492,34.1224,23.6611
"MRPL23",5.1281,8.6224,8.8099,9.1764,6.6379,8.8486,8.4751,8.098
"ZNF891",5.4378,7.1069,5.9635,6.2427,5.2605,6.7228,8.5891,6.5767
"IFNA7",0.4283,0,0.1912,0.098,0.2666,0.124,0,0.1051
"SMIM7",18.6558,19.2549,19.2152,15.1547,15.6689,19.7173,17.5128,16.8013
"FBXO16",3.3181,2.8352,4.3721,3.4531,5.622,5.4629,0.9351,5.4178
"TSPAN4",20.6212,4.3761,7.6286,10.0593,4.6456,3.5861,3.8996,4.0212
"CPNE1",67.3631,38.9681,26.5185,33.2884,25.1338,28.8048,28.5838,27.3318
"ARL16",19.2441,16.2123,17.2545,15.1006,15.3595,21.1179,17.5633,21.417
"SMCO1",0.228,0.0586,0.3053,0.0391,0.1597,0.1485,0,0.1679
"WEE2",0.6187,0.5657,0.7366,0.6134,0.1926,0.4479,0.429,0.6833
"MAGEB1",0,0,0,0.0366,0.0498,0,0,0
"LYRM4",13.8777,14.4404,14.8225,15.0294,14.0781,16.3604,10.3948,16.3559
"MYCBP",14.3044,15.5736,14.7365,11.9024,10.5228,9.8888,12.8179,10.2244
"TMEM213",0.5465,0.3373,0.1903,0.2401,0.5512,0.3039,0.0728,0.3541
"PRCD",3.2196,7.4419,3.3804,5.4432,3.4519,5.9222,13.7423,3.5704
"ALG3",14.0388,7.0799,6.4236,6.8146,4.8911,5.4235,6.2841,5.0448
"SH3D21",20.9732,4.9451,6.9054,6.1382,7.8796,7.5666,2.0967,7.1357
"SMIM30",32.6548,17.9706,19.3438,23.669,10.9283,16.9618,20.8536,17.4433
"C19orf38",3.6608,4.3238,3.2232,6.3287,4.4313,3.357,10.7741,2.7452
"IQCJ",2.1531,6.6447,3.5805,9.508,8.5112,8.4796,2.2693,12.7611
"C17orf67",5.7924,2.0455,1.9973,2.9079,2.7448,2.8165,2.266,2.4506
"MINDY4B",0,0.1379,0,0.0307,0.1669,0.0776,0,0.0658
"FIS1",101.8075,161.9592,113.689,129.8458,120.3003,141.5735,262.2986,122.7938
"ANG",3.2171,1.1282,1.5668,1.5057,0.1366,0.6352,1.6426,0.5922
"SCART1",5.9466,5.3071,3.5953,2.532,4.1064,3.6608,5.4287,2.7159
"NPS",0.0855,0,0.4579,0.1173,0,0,0,0
"COLCA2",7.4095,2.4706,4.4826,2.4203,3.2447,4.4837,1.9134,2.6712
"SPDYE3",1.6301,1.048,0.9892,0.8042,1.1892,0.9514,0.6994,1.1814
"MBLAC1",5.5564,3.7373,5.2949,5.8188,8.7139,8.5402,2.9637,6.8706
"C3orf56",0,0,0.243,0,0.1129,0.3152,0,0.1336
"FOXI3",0.037,0.0381,0.124,0.1525,0.0692,0.193,0,0.3272
"SOGA3",0.3406,0.4254,0.4561,0.3507,0.3635,0.4015,0.1215,0.5015
"NEURL1B",18.368,16.0996,8.9892,8.4953,8.0255,11.7474,8.3229,15.5846
"EFCAB9",0.4484,0.3075,0.2002,0.2052,0.6978,0.2597,0.1244,0
"HAUS3",7.2016,8.3645,7.1755,6.6823,5.9616,7.6053,7.7177,7.0772
"VSTM5",4.3572,4.3723,4.493,3.7799,5.142,6.7811,0.8897,6.357
"LCNL1",5.8683,8.8949,8.6939,11.2289,7.9772,8.933,13.5469,7.4942
"BBIP1",13.0116,14.1672,13.7373,12.6101,11.9522,12.6248,18.4178,12.3144
"TRIM77",0.0778,0,0.8332,0.2669,0.5809,0.4729,0.0647,0.7443
"GNAT3",0.1698,0.1747,0,0.2332,0.2379,0.3689,0.1413,0.2501
"AS3MT",0.1718,0.1325,0.0288,0.1769,0.2005,0.1492,0.3931,0.1265
"PLIN5",3.3433,1.4611,2.0193,1.9799,3.3259,3.2272,1.6182,1.9789
"SEC14L6",6.5759,3.7014,6.9583,6.2172,3.8523,4.7966,3.5359,3.0374
"SPINK13",2.4177,3.9609,2.6983,2.5201,3.1774,3.1117,7.4508,4.6809
"HIGD1C",3.6868,3.5009,3.4183,2.5307,1.3241,4.4348,2.3598,1.044
"NOTO",0.1297,0.089,0.1448,0.3265,0.2827,0.1127,0.036,0.0955
"PPME1",31.8129,30.2119,31.741,24.2789,26.4606,37.6402,18.2799,36.3284
"STARD10",52.0969,12.6614,10.8817,9.1688,13.9825,10.6188,10.5717,9.5213
"ZNF705E",1.6201,0.6918,0.5322,0.3357,0.5994,0.4249,0.7885,0.7877
"NUTM2D",2.2916,2.6383,2.0731,1.6042,1.7005,1.9908,4.0029,2.3464
"CPEB1",6.2886,13.5837,9.2111,7.6837,6.9366,9.3464,13.9393,8.1379
"EML6",16.2816,15.8269,18.1785,11.5965,27.1797,21.5279,6.4009,23.2153
"ZNF727",5.9942,9.8941,8.0943,10.5377,4.7166,21.9942,19.3103,16.7211
"B3GNT10",7.5273,6.84,5.6566,5.2817,3.2801,6.067,7.6899,4.1565
"ZSWIM8",38.6411,39.641,28.6923,23.6731,23.6048,24.7505,34.703,21.0443
"IQCF6",0,0.2081,0.271,0.2778,0.1889,0.1758,0,0.149
"C10orf105",1.7425,3.076,3.6013,0.7235,0.5223,1.1213,1.253,0.8078
"ARHGEF33",3.9025,3.9161,4.3811,4.1101,5.1089,4.9193,2.5468,5.5493
"C12orf71",2.3088,1.4703,1.3252,0.5283,1.9506,2.9609,1.1892,1.6999
"IFRD2",15.6745,10.3511,7.3455,8.9304,7.6227,6.8702,12.7594,6.7198
"CAPN14",1.5053,1.6029,1.4678,1.4502,2.7127,1.6748,0.5713,1.7305
"HNRNPUL2",28.0716,21.7832,17.3889,13.5056,13.8613,19.5808,12.3191,15.5332
"CSKMT",4.0632,3.4662,3.0527,3.2426,3.0847,2.956,3.9582,2.7241
"MS4A18",0.0734,0,0.0983,0.1008,0.2057,0.0638,0.0611,0.0541
"MS4A4E",5.0033,5.9734,3.9128,6.7684,0.2387,0.3173,0.6381,0.484
"FER1L6",0.3999,0.7334,1.1993,1.5277,0.6819,0.8459,0.1157,1.0242
"MTCP1",1.9658,0.8792,0.5437,1.0854,0.9577,1.1138,1.2446,0.9439
"RAD51AP2",0.7063,1.2788,0.6054,0.9697,1.2136,1.2027,0.094,1.6641
"EVPLL",0.3095,0.0531,0,0.0354,0,0,0,0
"DCDC2C",0.8105,0.1137,0.3207,0.5058,0.172,0.128,0.0307,0.6781
"SMTNL1",5.1044,5.9073,5.0417,3.0658,4.4089,3.9356,3.504,2.8656
"PNMA6E",0,0,0.0411,0.021,0,0.0533,0,0
"SPATA31D1",0,0,0,0.014,0,0.0177,0,0
"ZSWIM7",14.5549,14.7189,16.8499,16.6231,13.2456,15.1449,21.7584,15.8321
"GPR33",0,0,0.0568,0.1165,0,0,0,0.1249
"ARHGEF28",3.7055,6.4801,9.3478,9.8596,5.9136,8.4575,1.6033,10.4117
"TBC1D26",0.24,0.3798,0.1854,0.3041,0.1207,0.1925,0.3533,0.367
"LRRC69",3.374,4.073,1.7522,1.8906,1.3824,1.6451,4.0393,1.597
"CRPPA",5.8948,6.9217,7.4442,6.9079,9.9573,8.0184,5.5622,8.2818
"NPIPA7",0,0,0.1006,0,0,0.1305,0,0.0553
"GSG1L2",0,0.1227,0.8787,0.3275,0,0.1036,0,0.3513
"ACSM4",1.0194,0.9613,1.8489,0.6998,1.8642,1.6606,0.2474,1.1884
"RTL10",27.7459,22.9261,22.5359,22.7504,14.8462,26.8183,9.3428,24.3111
"COL28A1",7.0524,4.5811,4.8817,2.7631,6.837,3.9789,4.2461,5.029
"PHB2",43.0718,40.8761,34.2942,40.9644,31.8271,37.4402,38.7394,37.1745
"TCP11X2",0,0,0,0.0329,0,0,0,0.0353
"NEURL4",19.8152,23.3836,19.8578,18.5178,21.5923,25.3475,16.1614,20.9671
"GRID2IP",4.0976,2.5134,2.4031,1.5898,2.6618,2.4985,1.8212,1.7239
"CXorf49B",0,0,0,0,0,0,0,0.0441
"UBXN2B",24.719,34.1772,34.5958,30.6618,25.4573,34.3525,27.6447,38.0084
"CBWD6",1.9437,1.2914,2.1219,2.2029,3.8948,1.9788,0.7834,2.1019
"C16orf90",0.866,0.3341,0.5074,0.4458,0.4043,0.2821,0.7206,0.5579
"PRSS41",2.648,0.1816,0,0.1212,0.1648,0,0,0
"NLRP2B",1.4165,1.2877,1.0809,0.5879,2.0302,1.345,1.0416,1.1399
"MUC5AC",0.8503,0.0558,0.0363,0.0166,0.0676,0.0891,0.005,0.0666
"GOLGA6B",0.1884,0.1453,0.1892,0.0323,0.3958,0.2455,0.2743,0.2427
"FAM166B",4.5245,4.1022,2.2082,2.6846,2.2199,3.8641,7.5934,1.8632
"PEX26",15.0067,14.2009,12.6184,11.4611,10.9154,13.2833,7.071,12.3859
"GRXCR1",0,0,0,0,0,0.2366,0,0
"C5orf49",5.2967,6.8242,9.8831,8.3306,5.2821,8.1755,2.2678,9.4654
"UBE2QL1",21.4713,22.4915,31.1583,22.9958,28.0827,34.0037,3.1187,33.7456
"FASTKD5",26.7665,21.2889,19.1386,18.678,20.5692,24.2182,17.5895,20.9608
"GOLGA8B",25.1308,16.4822,20.8152,9.6798,22.7495,21.737,8.9944,25.209
"KCNU1",0,0,0.0355,0.0364,0,0.023,0,0.0195
"HOMEZ",9.6132,9.187,7.6055,6.6638,4.8867,7.1161,13.3316,5.4584
"GAGE10",0.3911,1.0059,0.9167,0.6712,1.0957,0.6796,0.9764,1.0079
"RNF212B",2.555,3.154,2.3953,1.6837,0.7157,2.5748,1.1905,2.0316
"DDX3X",61.588,94.7088,68.0876,64.5469,70.6631,59.5566,98.7586,55.1477
"VPS16",30.9014,36.0997,26.934,30.443,28.7384,31.4104,29.3298,30.4656
"ZNF705G",0.1732,0.4158,0.2127,0.1189,0.2157,0.2508,0.0721,0.1275
"MYL5",7.8697,8.3973,6.9228,9.7805,6.6412,9.4909,8.8055,7.3776
"SCRT2",1.5782,0.2029,0.4403,0.2031,1.0132,0.2856,0.1642,0.4115
"ZNF407",15.4327,20.5903,18.6976,15.2679,16.3854,17.8986,18.5077,16.4907
"NPEPL1",11.3204,3.4413,2.8829,3.4299,1.9507,2.71,2.9597,2.0681
"KRTAP10-4",0,0.1004,0.0653,0.0335,0,0,0,0
"KRTAP10-1",0.0866,0,0.174,0,0,0,0.0721,0.0638
"SKOR2",0.2788,0,0.0509,0.0348,0,0,0,0
"SIAH3",1.383,3.8398,4.6008,4.5732,4.1382,5.8654,0.2722,5.2118
"EFCAB8",3.5489,0.5011,0.3883,0.5573,0.2816,0.2217,0.1544,0.4953
"GAB4",0.1806,0.2124,0.0173,0.0886,0,0.0673,0.1074,0
"C20orf202",0.9809,1.6144,1.445,0.7182,1.1602,1.0794,1.7411,0.9148
"HMX1",0.5343,1.699,0.3253,0.8002,0.5897,0.5908,0.8084,0.3934
"GCGR",0.0975,0,0,0.0446,0.0607,0.0565,0.0541,0.0479
"CELA2B",2.5414,3.7348,3.0147,2.4423,4.8141,3.9741,1.873,4.4373
"TMEM242",15.283,17.4949,18.3987,17.6622,14.5262,21.5866,12.6816,20.8483
"TMEM167B",32.0915,39.4534,35.5106,42.0177,28.8517,39.8459,39.5694,38.3574
"FAM72D",0.4777,0.2233,0.2326,0.5067,0.1216,0.3018,0.0361,0.0639
"TNFRSF25",7.7005,5.3318,6.7597,8.8435,16.5245,6.8398,1.6224,7.7047
"ZC3H11B",0.445,0.5014,0.4683,0.4509,0.277,0.3498,0.4056,0.234
"TSTD1",21.4473,8.7709,5.7683,13.2738,14.5279,17.4105,3.4375,16.3085
"RPTN",0.2358,0,0.0395,0.0202,0.0826,0.0512,0,0.0217
"CYB5RL",4.0431,3.9288,3.6309,2.8885,2.2564,2.8366,3.0111,2.5602
"LACTBL1",0,0,0,0,0,0,0,0.0472
"C1orf167",0.0648,0.0167,0.0434,0.0889,0,0.0141,0.0808,0.0119
"TTC34",1.2773,1.228,1.1831,1.2373,1.0701,0.9126,0.8542,0.9668
"ATAD3C",3.2244,4.2957,2.4777,1.5602,1.0859,1.3776,2.7269,1.4789
"IFI30",1.2119,0.8312,0.8717,1.4173,0.0838,0.039,0.5602,0
"IGSF23",5.5063,0.2296,0.299,0.2043,0.0695,0.0646,0.0619,0.0548
"FAM240C",1.8378,2.9934,3.5894,2.3128,1.1441,7.1847,1.9115,5.4124
"CCDC7",10.771,16.8576,15.0361,13.0517,23.0405,18.6286,25.826,17.5274
"FNIP1",33.5304,57.061,43.9661,39.7756,34.2668,43.044,60.7934,41.6197
"SP9",0.2472,0.5509,0.4966,0.7352,0.6155,1.0021,0.1371,1.1526
"SYCE3",1.5061,0.4427,0.8645,0.7385,0.4018,0.5608,1.0742,1.2673
"CKLF",4.4406,3.2629,2.8522,4.7899,2.2848,2.5194,2.6392,1.4679
"PAM16",6.4095,4.5504,2.4785,1.4872,2.6554,1.6862,3.2675,1.994
"CDC14C",0.0676,0.2085,0.1583,0.1623,0.1892,0.1761,0.0843,0.0497
"TENM3",10.9683,22.6833,24.5568,21.0952,15.8129,38.2745,5.8753,35.514
"CEBPZOS",15.245,14.2778,13.8063,13.8297,12.8768,16.1418,12.5546,14.3228
"TDRD15",0.0586,0.0754,0.0883,0.3018,0.0684,0,0.0244,0.0324
"PAPOLB",0.8823,0.9833,0.9355,0.5215,0.6179,0.4897,0.5098,0.7037
"ZNF579",4.0882,3.3905,2.7376,2.8715,2.4562,2.5604,3.428,2.6133
"CELA3B",0,0,0,0,0.2552,0,0,0
"RNASEK",1.5291,1.936,1.5753,2.7452,1.5926,2.4014,2.1532,1.3856
"CATSPERZ",0.2846,0,0.1906,0.0651,0.2658,0.1648,0.0789,0.1397
"TAFA5",31.1887,57.8774,58.0573,50.4848,49.2516,56.8018,36.6105,60.8152
"NBPF1",12.3807,15.9977,12.8715,11.6033,9.6703,8.9295,21.134,11.3102
"UMAD1",12.5349,9.635,8.4502,8.4887,8.5103,8.0394,9.9167,7.9901
"PPP1R3G",4.4654,3.3929,5.5046,5.3639,4.1697,3.3282,2.3644,3.0448
"FAM228B",10.4638,16.1023,13.0272,9.5866,11.446,14.3406,13.7353,13.1441
"LINGO3",3.2865,4.4917,3.9614,2.9972,1.9729,3.0999,3.9847,2.7308
"ZGLP1",1.8178,0.6678,0.8695,1.2478,2.2632,1.2408,1.0084,1.3384
"VAMP2",88.8207,146.9734,140.8027,73.8484,61.8104,202.1294,54.2407,108.2744
"TRIM51GP",0,0,0,0,0,0,0.0539,0.0477
"OR6B1",0.3645,0,0.2305,0,0.0945,0.0176,0.2696,0.2684
"EBF2",0.9783,0.2135,0.2978,0.2849,0.1246,0,0.2097,0.0437
"C6orf226",8.6892,10.6874,8.3484,9.4653,6.1736,9.6821,9.7449,7.6492
"PPP3R1",48.948,65.3462,64.8218,54.4024,43.2828,87.6556,17.3845,85.5249
"PSG3",1.5792,1.1785,1.5551,1.8916,2.2553,1.8023,0.4895,3.146
"FANCG",1.4266,1.0395,0.8757,0.6529,0.8604,0.9554,1.0387,0.6346
"OR2A5",0.3878,0.0249,0.2435,0.0083,0.0905,0,0.3328,0.3837
"KRTAP10-9",0,0,0,0,0,0,0.0681,0
"AP4M1",7.0633,7.1056,6.5651,7.3262,7.74,6.3105,6.2481,5.8402
"C2orf16",4.1439,4.0781,4.1409,2.3337,5.3131,4.3747,2.7595,5.181
"KRTAP1-5",0.3558,0,0.0596,0,0,0,0,0
"TAS2R41",0.6832,0.4685,1.1438,0.5471,0.1063,0.0989,0,0.3353
"OR2A12",0.6809,0.0259,0.2871,0,0.0471,0,0.4407,0.26
"KRTAP10-10",0,0,0.1281,0,0,0,0,0
"KRTAP12-2",0.5695,0,0.0953,0,0,0,0,0
"PLXNA4",24.7164,27.4686,42.1263,25.0032,25.3781,38.5508,2.433,31.9381
"MAGEA3",22.1349,0,0,0,0.4987,0,0,0
"CEBPD",69.4149,46.5962,25.9988,24.2277,15.1453,11.9002,28.1101,15.5302
"PSG7",1.4177,2.2212,1.7088,1.8115,1.5886,1.9137,3.8656,2.8905
"KRTAP1-3",0.1062,0,0,0,0.0991,0,0.1767,0.0782
"OR3A2",1.5345,1.6595,1.8971,2.0527,5.842,2.1193,3.6669,3.9399
"ZBED8",20.0792,16.5244,11.1233,12.1288,12.5793,11.2591,24.6662,12.66
"HMSD",1.4408,2.1491,1.1578,1.3104,0.5045,1.1578,3.2969,1.0343
"OR1C1",0.0264,0.0816,0.0708,0.2359,0.1481,0.1837,0,0.2141
"NPTXR",105.8645,158.4348,259.1514,98.7443,63.5157,233.8594,13.8153,239.9029
"FAM200A",11.2411,7.0022,6.7981,7.9564,8.3901,9.4277,9.3858,8.5341
"OR2F2",0.0944,0,0.3795,0,0,0,0.3144,0.2782
