"","symbol","correlation","pvalue","t-test","group"
"194","ARMC10",0.504194189656756,1.42133206125669e-53,16.616233504827,"Proteome-Phosphoproteome"
"195","ARMCX3",0.732674516101148,4.65977562706295e-234,40.0931927530401,"Proteome-Phosphoproteome"
"196","ARNT",0.171943313396064,7.80048568375218e-08,5.41364147250182,"Proteome-Phosphoproteome"
"197","ARPP19",0.131479677633669,7.73787928985971e-07,4.96437210652741,"Proteome-Phosphoproteome"
"198","ARRB1",0.501991298643203,3.75668671317784e-61,17.776466332204,"Proteome-Phosphoproteome"
"199","ARVCF",0.576757929650793,2.80386418530794e-128,26.7543169184199,"Proteome-Phosphoproteome"
"200","ASAP1",0.451701090959208,3.83132761349212e-77,19.7065302093779,"Proteome-Phosphoproteome"
"201","ASAP2",0.693205966786268,2.74589571578798e-219,37.5717314536611,"Proteome-Phosphoproteome"
"202","ASAP3",0.46607779726864,4.755340833079e-43,14.6463923146169,"Proteome-Phosphoproteome"
"203","ASCC2",0.282355412809407,5.62391591087035e-23,10.080596056339,"Proteome-Phosphoproteome"
"204","ASCC3",0.298751489641319,1.74949606071481e-24,10.4578683785716,"Proteome-Phosphoproteome"
"205","ASH1L",-0.0311242374240894,0.436946339112628,-0.777860056528605,"Proteome-Phosphoproteome"
"206","ASH2L",0.258017958604484,1.21519737833731e-19,9.22809338660463,"Proteome-Phosphoproteome"
"207","ASPM",0.10671184523105,0.00375097125244193,2.90768658583292,"Proteome-Phosphoproteome"
"208","ASS1",0.641145875053853,1.12435478214326e-117,26.4854477470194,"Proteome-Phosphoproteome"
"209","ASXL2",0.151431353660698,9.75620754519704e-07,4.92621721812215,"Proteome-Phosphoproteome"
"210","ATAD2",0.49221755902882,1.41854715623535e-80,20.4114753908493,"Proteome-Phosphoproteome"
"211","ATAD2B",0.339826776121505,1.01354218336663e-32,12.2905408798304,"Proteome-Phosphoproteome"
"212","ATAT1",0.470594110265003,7.20087762621728e-68,18.5599910978765,"Proteome-Phosphoproteome"
"213","ATF2",0.33871917910853,2.08885618368786e-37,13.1830673520557,"Proteome-Phosphoproteome"
"214","ATF7",0.259095803423726,2.47596502881858e-20,9.40428765406836,"Proteome-Phosphoproteome"
"215","ATF7IP",0.510065677388426,4.84550508894141e-98,22.7052472148616,"Proteome-Phosphoproteome"
"216","ATG13",0.137366079135403,3.92635510072194e-05,4.1325925029381,"Proteome-Phosphoproteome"
"217","ATG16L1",0.243525103069318,6.75296879239066e-19,9.0180793460071,"Proteome-Phosphoproteome"
"218","ATG2A",0.22933705853174,1.24569285501475e-15,8.11083727556486,"Proteome-Phosphoproteome"
"219","ATG2B",0.39502565495375,1.3024933573939e-51,15.7815451954562,"Proteome-Phosphoproteome"
"220","ATG9A",0.376851536873847,3.84046429954412e-49,15.3203640452396,"Proteome-Phosphoproteome"
"221","ATL1",0.725408501546847,5.76501057854198e-244,40.6804983884324,"Proteome-Phosphoproteome"
"222","ATL3",0.627015798986508,2.57821820404145e-127,27.342629970797,"Proteome-Phosphoproteome"
"223","ATN1",0.419621757326098,1.00625132566869e-56,16.674574541005,"Proteome-Phosphoproteome"
"224","ATP13A1",0.368064457341721,7.03406402507827e-39,13.5344765991372,"Proteome-Phosphoproteome"
"225","ATP13A3",0.427054093516347,3.25508721506938e-60,17.2303813128038,"Proteome-Phosphoproteome"
"226","ATP1A1",0.658426490695972,2.10132144124238e-182,33.4267012266452,"Proteome-Phosphoproteome"
"227","ATP2B1",0.682142990883063,2.07330033420319e-178,33.5838568731582,"Proteome-Phosphoproteome"
"228","ATP2B4",0.536841846437912,3.76398867664003e-100,23.1881527890056,"Proteome-Phosphoproteome"
"229","ATP7A",0.480848525886277,2.07097230184985e-78,20.0526432818188,"Proteome-Phosphoproteome"
"230","ATRX",0.665757273129162,1.13116297048618e-196,34.8885419829867,"Proteome-Phosphoproteome"
"231","ATXN1",0.42704594868182,4.3712395882756e-56,16.6104187105393,"Proteome-Phosphoproteome"
"232","ATXN1L",0.365942519387135,1.82467123901993e-41,13.9910142578074,"Proteome-Phosphoproteome"
"233","ATXN2",0.543631343661479,9.12188015217822e-111,24.4759125839102,"Proteome-Phosphoproteome"
"234","ATXN2L",0.470133876418805,3.23206166296987e-86,20.9780890899039,"Proteome-Phosphoproteome"
"235","ATXN3",0.164617651383051,1.65066181826259e-07,5.27238772906077,"Proteome-Phosphoproteome"
"236","AUTS2",0.319356738318832,3.50630066003473e-26,10.8785008273998,"Proteome-Phosphoproteome"
"237","AZI2",0.119669324712803,0.000129581305038399,3.84204004075944,"Proteome-Phosphoproteome"
"238","BABAM1",0.0500397950808429,0.068832086641634,1.82100587030264,"Proteome-Phosphoproteome"
