"","GTEX-Y8DK-0011-R10A-SM-HAKY1","GTEX-UTHO-0011-R10A-SM-HAKY2","GTEX-P44H-0011-R10A-SM-HAKXX","GTEX-RU72-0011-R10A-SM-HAKXS","GTEX-QVJO-0011-R10A-SM-HAKXV","GTEX-R55F-0011-R10A-SM-HAKXY","GTEX-RN5K-0011-R10A-SM-HAKXU","GTEX-NPJ7-0011-R10A-SM-HAKXW","GTEX-WVLH-0011-R10A-SM-HAKXZ"
"HIGD1B",230,97,66,156,81,92,386,78,141
"ATP6V1E1",19030,5333,11381,5184,6171,5945,2052,7952,20558
"ZNF227",1087,715,820,752,680,829,867,820,951
"ZNF428",1064,339,816,468,245,594,623,422,1203
"TEX101",1,6,2,1,8,4,6,9,2
"ZNF141",1906,1605,1623,1865,1426,2033,1872,1757,1628
"CCL25",6,0,10,1,2,2,1,7,5
"COX4I1",15982,4931,9851,6644,5915,7001,4725,7158,15642
"EMC8",709,246,613,394,290,339,394,387,708
"GSE1",3955,1662,2060,2615,1998,1992,3524,1515,2620
"AC010531",0,0,0,0,0,0,0,0,0
"GINS2",147,68,153,65,74,145,121,104,102
"CHMP1A",3146,1284,2013,1673,1346,1741,1990,1723,2778
"SH3BGRL",7178,1738,3937,2397,2698,2879,2379,3020,5724
"COX7B",6315,1502,3383,2553,1902,2394,1810,2613,6450
"SLC34A1",1,1,2,3,0,1,4,0,2
"F12",164,100,113,116,78,120,181,84,215
"PRR7",270,76,233,120,74,158,296,80,310
"NFATC1",175,68,116,103,95,132,345,98,150
"IDO1",2,0,2,0,1,3,112,1,1
"GJA9",3,20,6,10,6,19,31,10,6
"CAP1",9849,3033,6329,3685,3659,4218,3218,4847,10593
"PPT1",9190,2448,5021,2951,3667,3293,2091,4303,9322
"RAB11FIP4",23670,8909,12073,12009,8924,13937,11800,10751,22744
"RLIM",18015,5710,12090,7619,8059,7245,4388,10431,20025
"CDX4",0,0,0,4,0,0,0,0,2
"ABCB7",1439,706,805,1008,935,997,968,1106,1325
"TRAF3",5563,1897,2719,3459,1907,3200,3836,1961,4368
"HAUS8",100,85,60,69,47,82,107,53,68
"ADGRE3",4,3,15,0,2,1,14,1,3
"MRPS25",2720,1536,1836,2348,1518,2020,2077,1960,2608
"SH3BP5",1159,614,1192,715,553,810,606,701,1388
"HACL1",1396,752,964,810,755,824,618,820,1318
"TBC1D5",9127,3859,4403,5179,4308,5482,4791,5129,8661
"CAPN7",2702,1734,1770,2064,1785,1894,2018,2200,2414
"RFTN1",4584,1332,1745,1661,1508,2021,1845,1851,3213
"C3orf20",18,65,75,113,110,86,119,60,72
"RBSN",9354,3619,7320,4584,4263,4607,4056,4953,8713
"GALNT15",1853,2221,2518,1375,1395,1250,2878,2806,1956
"SLC6A6",1731,1614,1361,1295,1688,1780,999,925,1699
"KCNC3",3647,1187,1865,1737,1125,1900,2955,1029,1877
"NAPSA",35,58,34,39,38,49,75,36,27
"NR1H2",3407,968,1511,1427,889,1578,2077,997,2849
"LRRC4B",6670,2554,4234,3531,1998,3609,5983,2104,6333
"PDLIM4",159,82,72,290,126,342,540,111,184
"KIF3A",20951,6284,11125,8745,8074,8471,4748,9698,21018
"MGAT1",2791,1214,2126,1666,1228,1706,2778,1386,2542
"GFPT2",1423,740,824,966,701,823,1426,826,1161
"TUBG1",1583,509,744,493,509,576,547,473,1389
"PSME3",4217,1346,2889,1920,1608,1914,1790,1831,3866
"RPL27",5723,1604,3604,2624,2108,2726,2405,3105,5981
"PSMC3IP",102,78,181,97,66,96,142,93,95
"AOC3",67,40,42,48,90,49,62,43,125
"ACLY",9574,3092,4827,3775,3387,4268,2815,3676,9473
"VPS25",1123,337,655,439,461,473,365,514,1054
"RAMP2",159,49,160,79,89,35,119,79,210
"AOC2",154,156,136,155,137,180,210,132,112
"G6PC",1,0,0,2,1,2,2,0,2
"NDUFA2",881,157,493,314,242,342,252,350,854
"ANKHD1",167,247,232,250,249,212,180,225,105
"DIAPH1",4811,2098,2175,2666,2044,3330,2489,1860,2886
"NDFIP1",31900,8459,19759,11098,10912,11768,5650,13891,32753
"UBE2D2",5156,1381,3205,1925,1901,2026,1589,2368,5589
"EXOC4",6427,2884,4368,3713,3477,3808,3619,4182,6223
"ACAP3",8168,4716,4594,6203,4387,7094,9583,3175,6373
"C1orf159",662,286,473,523,337,608,761,221,472
"ANO1",174,92,117,122,102,147,193,91,124
"PPFIA1",4046,2450,2500,2723,2143,3425,4295,2647,3191
"TMEM204",279,144,203,201,161,224,513,155,275
"KREMEN2",154,52,124,122,62,107,296,54,177
"THOC6",195,125,206,156,127,157,181,109,232
"TRAF7",2448,874,1155,1253,1019,1346,1949,928,1857
"BARX1",2,0,4,2,0,4,3,0,3
"NINJ1",893,357,617,402,430,352,735,407,792
"CA6",0,1,2,2,1,1,2,0,0
"NPHP4",1906,1492,1220,1818,1372,1975,1927,1097,1517
"MAP1B",289228,107381,212936,137418,123136,114949,54174,150657,277679
"RHOXF2",13,1,6,13,11,15,29,10,1
"IL13RA1",1122,499,1006,465,1045,739,1072,1001,1138
"WDR44",2861,1267,2108,1403,1247,1477,1120,1512,2833
"CKMT2",430,276,266,584,429,513,702,399,408
"ZCCHC9",502,278,282,427,406,414,395,485,404
"KRT34",0,0,0,0,0,0,0,0,1
"KRT33B",4,1,5,3,5,3,2,6,10
"TNS4",3,1,1,4,2,1,2,2,3
"TOP2A",26,7,32,6,10,13,46,95,17
"STARD3",1612,906,1314,1191,1048,1285,1962,1017,1346
"RARA",833,264,538,422,368,435,693,291,551
"PPP1R1B",6972,1727,7185,3985,3086,4030,5120,3320,6180
"KHDRBS3",7425,4529,4997,5309,4243,4961,4788,6303,7286
"CHD1L",56,108,65,87,86,91,72,82,46
"PEX11B",2020,601,1103,712,788,748,383,957,2048
"FMO5",512,550,374,513,443,430,507,497,401
"PIAS3",1090,627,916,617,620,677,938,601,954
"PRKAB2",2379,1508,2161,2135,2856,1800,1811,2918,2933
"FSHB",11,0,0,5,16,2,8,3,2
"PDHA1",5342,1738,2062,2617,2151,2649,2125,2630,5416
"RAI2",609,165,406,311,216,262,348,303,479
"MCCC2",1729,727,1163,1134,1031,1277,1121,1173,1558
"ZNF304",1582,689,1069,885,719,689,665,974,1567
"ZSCAN5A",263,191,211,235,201,229,318,148,296
"ZNF132",1211,578,647,847,568,858,912,624,1055
"USP29",0,1,0,1,0,0,0,1,0
"SELENOS",750,317,727,394,314,417,469,476,817
"CHSY1",1795,1190,1823,1282,1033,1730,2176,1391,1727
"SNRPA1",900,576,986,499,623,627,412,584,758
"LLGL1",2999,2237,2443,1690,1613,1689,3204,1421,2712
"NR0B2",0,1,5,0,0,3,1,4,1
"LIN28A",4,8,6,5,8,11,16,5,11
"THAP1",394,162,166,221,170,232,201,225,346
"RHPN2",730,187,427,481,322,771,1078,342,559
"C19orf12",3879,1354,2050,1857,1622,1853,1959,1882,4174
"FAAP24",41,17,41,19,19,32,20,17,46
"LRRC9",301,144,198,232,200,235,122,247,232
"ACTR10",4282,1470,2454,1683,2123,1808,1020,2500,6072
"ABHD12B",590,313,275,213,265,299,119,280,465
"GCH1",113,60,114,124,120,111,200,73,218
"LGALS3",840,171,1006,734,481,1076,1001,910,648
"PODNL1",39,27,33,23,32,45,110,37,26
"DNAJB1",4796,2344,2483,3088,1796,2827,5906,2692,4206
"ZSWIM4",296,127,159,172,118,150,264,111,203
"FBXW9",280,100,155,140,113,155,166,97,224
"RFX1",474,255,319,356,239,389,723,226,360
"ZNF20",13,14,16,30,25,21,55,25,26
"C19orf57",212,181,187,194,110,189,187,143,155
"DCAF15",563,238,588,343,282,366,420,309,592
"CC2D1A",2432,1625,1726,1981,1501,2109,2249,1412,1802
"RTBDN",126,63,89,107,66,86,114,68,194
"MATN3",75,66,220,42,78,24,102,68,56
"TRIM21",208,83,101,107,98,148,358,122,158
"SPATA6",976,753,965,799,689,859,1114,811,874
"LRRC41",3878,1738,2833,2162,1954,1965,2511,2157,3536
"CCT6B",275,109,358,164,174,162,135,191,261
"DHX30",8149,3034,4896,3430,3346,3517,3530,3624,7975
"RAF1",2572,1707,1741,1730,1617,1807,2027,1721,2372
"SLC6A11",3102,691,1928,1412,1222,2536,2354,1419,2443
"PPARG",522,197,284,277,214,375,197,227,392
"NUP210",1861,1122,1053,1450,1067,1412,1902,1103,1440
"FCRLA",12,4,15,1,2,5,5,2,15
"HSD17B7",354,609,137,369,250,379,607,301,441
"ENOSF1",558,1188,1085,568,692,745,582,576,908
"EMILIN2",284,126,256,192,159,205,378,215,256
"SLX1A",4,0,1,4,1,2,3,0,0
"ARFIP2",3274,1116,2444,1291,1352,1404,1128,1370,3126
"TRIM5",130,116,77,149,87,120,356,98,98
"CNGA4",59,31,22,45,22,55,145,35,58
"TRIM22",642,759,813,611,789,604,2110,989,722
"RRP8",1638,1018,1491,1287,927,1049,1168,998,1305
"TIMM10B",2459,933,1158,1357,1098,1417,1333,1306,2532
"EFR3A",19214,5888,7850,8857,9159,8294,5249,9814,19025
"HHLA1",8,4,8,16,23,22,36,13,4
"PTCD3",5479,3124,3239,4051,3487,3866,3927,4248,4966
"IMMT",6239,1997,3636,2732,2520,2282,2095,2714,6289
"MRPL35",5820,1613,3051,2445,2388,2457,1650,2822,5162
"IQCA1",1256,499,870,745,667,1035,1644,1129,1012
"ILKAP",1586,1077,1330,1042,1009,1056,990,1007,1373
"PER2",3191,577,2047,1419,629,1026,1200,1132,3067
"RAMP1",1948,511,1505,890,794,1151,1486,878,1453
"SCLY",198,211,139,192,150,171,327,122,122
"PTPRE",3752,1602,1956,1956,1331,2111,1942,1565,2879
"RAN",14897,3843,8047,5046,5095,5633,2608,7135,16376
"PRKAA1",3125,1270,2294,1656,1473,1456,1313,1821,3192
"CARD6",203,93,125,100,121,126,207,96,185
"RAP1GAP2",11305,4917,5828,8698,5220,5774,8837,7127,12437
"CLUH",5773,2024,3842,2920,1985,3157,4028,2205,5264
"INPP5K",1952,782,1568,1136,897,957,1111,1002,2000
"MYBBP1A",4499,1646,3067,2258,1820,2205,2530,1924,3586
"RPA1",2736,1370,2002,1220,1310,1418,1447,1718,2321
"SERPINF1",3739,1135,2089,1306,1399,1187,846,1633,3514
"UBE2G1",2376,950,1652,1153,1037,1090,958,1149,2323
"EEFSEC",428,155,317,214,189,211,293,215,327
"TBC1D14",4060,1550,2156,1973,1745,2436,2617,2121,3522
"TMEM128",791,291,691,378,358,331,294,399,870
"COQ3",770,231,394,222,315,315,161,347,704
"PNISR",8215,7141,5094,9951,6618,9612,11774,8204,5788
"POPDC3",719,279,427,280,348,284,195,334,784
"SEC61G",822,235,579,336,312,500,240,419,835
"LANCL2",5569,1763,4021,2609,2300,2527,1731,2463,6304
"FIGNL1",937,509,724,608,556,529,424,711,922
"DDC",12,8,12,2,7,13,2,8,8
"FTHL17",0,0,0,0,0,0,0,0,0
"GRSF1",11530,3281,6140,4008,4235,4470,2771,5359,11173
"ENAM",5,1,3,2,1,1,1,2,5
"JCHAIN",0,2,1,2,2,4,3,1,5
"ANKRD17",19723,8570,11208,11285,9563,11647,10608,11563,16502
"UTP3",1551,498,881,669,550,802,565,790,1352
"ITGB4",1948,986,1918,2039,1414,3928,5527,5001,1627
"WBP2",15096,4396,10622,6424,5114,6047,7426,7761,14756
"H3-3B",10787,3687,11575,5221,4194,6171,5994,7532,10872
"UNK",1017,590,752,728,645,760,1096,667,918
"TRIM47",733,421,290,316,219,565,1206,566,531
"ZRANB2",4639,2249,2769,2868,2714,3065,2076,3698,4032
"EIF5A",3120,907,2091,1337,1062,1355,1402,1225,3080
"KDM6B",998,619,743,834,482,906,1823,433,612
"CLEC10A",7,1,7,1,4,7,8,1,6
"SLC52A1",33,39,41,72,27,89,216,34,22
"GUCY2D",16,4,39,33,17,13,10,20,18
"GPS2",43,32,19,49,18,44,59,28,39
"XAF1",539,441,155,392,426,454,1601,301,335
"DLG4",28422,7376,14497,13938,9504,14343,12861,10320,22801
"RIDA",1644,339,1545,1199,754,929,998,1230,1280
"VPS13B",8872,5327,5844,6131,5589,6823,7325,6287,7482
"RGS22",409,113,371,154,174,295,147,271,299
"MATN2",1036,663,692,645,563,837,930,667,851
"REEP2",9710,3102,5809,4237,3433,4758,5466,3632,9038
"PCBD2",607,254,724,537,417,529,640,530,551
"SDF2",1364,566,637,590,585,553,558,736,1236
"FLOT2",5139,1718,3354,1951,1824,2685,2664,2377,5018
"ERAL1",1460,617,822,779,677,878,820,823,1264
"PRMT7",2103,1370,1255,1469,1350,1547,1578,1234,1644
"NIP7",795,257,516,320,269,359,342,354,788
"TERF2",3118,1261,2262,1469,1098,1511,1522,1514,2336
"VPS4A",2801,1199,2203,1486,1261,1477,2012,1552,2859
"MTSS2",5349,1728,2269,2465,1874,2570,5491,1721,3738
"HSPA12B",423,141,317,226,237,295,287,192,450
"ANKEF1",244,132,215,133,194,202,191,231,281
"SCP2D1",1,1,3,3,3,1,0,2,0
"PCED1A",1368,657,726,807,664,861,1234,703,1201
"SNAP25",177912,47346,92723,61335,54082,66141,18069,70300,185165
"BTBD3",19036,4990,9369,5577,7074,7108,2279,6342,13784
"PCNA",1033,448,609,405,468,434,418,628,951
"NXT1",178,63,112,68,54,88,117,77,200
"POLR3F",1308,478,956,633,666,693,435,792,1443
"RIN2",2468,1388,1648,1568,1175,1664,2864,1335,2006
"PTPRA",13233,4545,8767,7015,5671,7662,7261,7185,13440
"SSTR4",166,60,80,56,60,92,40,46,189
"DAP3",2669,1157,1891,1340,1146,1595,1358,1257,2598
"RHBG",16,4,21,14,10,11,10,12,4
"KHDC4",2275,1390,1626,1492,1413,1496,1635,1640,1711
"ATP1A4",74,87,64,78,125,75,257,93,43
"NES",1701,801,1347,1093,1264,865,2067,692,1695
"BCAN",6408,2308,4346,2743,2724,2394,5098,1786,4975
"CRP",0,1,0,1,0,2,2,0,1
"ARHGEF11",14679,5202,8196,7328,5687,7736,8819,5969,10813
"RAB25",12,10,13,1,12,13,4,22,8
"HAPLN2",769,1080,1862,426,519,377,487,492,742
"APCS",0,0,0,0,0,0,0,0,0
"FCRL2",0,0,0,0,0,1,3,0,0
"DCAF8",2335,1648,2027,1746,1705,1547,1336,1674,2295
"SYT11",62720,20072,43519,25984,24270,24166,19615,28506,69083
"IGHMBP2",1722,963,1145,1100,813,1106,1121,830,1406
"ACY3",205,32,111,19,21,14,14,8,145
"ALDH3B2",1,1,1,0,0,2,2,1,0
"TESMIN",6,17,54,52,41,47,22,39,60
"MMACHC",852,379,471,462,386,444,460,364,738
"DPH2",874,324,636,419,373,452,431,388,831
"TOE1",336,220,269,213,190,199,208,195,372
"NASP",2933,2876,2119,2972,2128,2964,3558,2072,2287
"MUTYH",71,55,51,70,52,56,84,36,52
"CTNNBL1",1612,667,1010,732,744,803,692,840,1376
"LPIN3",230,151,224,339,334,305,998,339,145
"ZSWIM3",494,228,204,264,227,247,293,269,446
"RBM38",394,177,247,255,185,227,515,178,325
"VSTM2L",5927,1235,3373,1538,1474,1999,1866,1466,5922
"OSER1",1633,601,1112,760,709,796,643,927,1551
"SERINC3",25947,6244,14513,8339,9696,8228,5748,11213,27577
"PPP1R3D",606,214,473,409,284,414,688,384,532
"DMGDH",329,106,311,262,241,229,244,279,334
"BHMT2",209,72,153,256,227,224,346,280,206
"AP3B1",2148,1400,2298,1442,1182,1412,1887,2031,2087
"ZBED3",367,389,384,318,210,339,409,278,352
"PATJ",2119,1380,1581,1971,1599,2197,1918,1671,1559
"KANK4",77,58,48,87,52,67,61,60,160
"ANGPTL3",62,74,69,145,88,102,160,117,49
"SYT4",19478,6112,11796,6120,7412,5502,1991,9517,23987
"SLC14A2",28,30,27,38,33,45,54,36,32
"FBXO44",7612,2652,3855,4010,2983,4269,3598,3132,7244
"CPLANE2",646,139,310,266,177,346,322,205,481
"CASP9",760,487,547,646,357,711,834,379,516
"NMUR2",34,27,48,64,49,29,44,70,46
"DCTN4",7630,2627,5088,3551,3459,3619,2800,4653,7273
"PDE6A",66,85,45,75,45,101,359,49,27
"ATP8A2",17225,6333,9245,7817,8431,8306,4999,9584,16764
"MTUS2",4445,2422,2677,3132,2443,3446,3503,2752,2689
"ZMYM5",1129,777,908,895,757,928,1183,848,927
"USPL1",2140,949,1146,1037,888,1147,946,1188,2134
"XPO4",3672,1856,2867,2320,2187,2413,2048,2720,3194
"TPTE2",42,20,28,40,21,40,13,32,59
"POMP",3207,833,1931,1245,1188,1331,968,1509,3348
"CDK8",1405,554,779,919,620,781,726,781,1413
"ALOX5AP",104,50,114,11,121,155,76,117,85
"WASF3",7306,1683,4909,4646,2584,4179,4297,3212,6980
"RNF17",6,11,10,15,39,79,10,16,1
"GPR12",2071,807,1615,1061,1013,1169,812,1378,2467
"CHRM3",12763,3875,7849,5839,4971,5351,2848,6316,11730
"MYH8",5,3,3,8,10,3,0,5,4
"MYH10",27036,8764,13749,12707,10135,13007,9835,12461,25219
"PEMT",230,64,177,90,69,121,171,95,223
"SCO1",3241,1303,1875,1948,1261,1484,1451,1538,2928
"MPRIP",45693,20834,25946,28814,22289,28981,36305,21623,36903
"CHI3L1",771,808,412,1002,494,5585,22775,1461,751
"MYBPH",131,194,96,220,185,156,519,141,103
"PIK3C2B",2569,3002,2103,1609,1706,1525,2650,1370,2407
"DSTYK",9965,4347,6391,4588,5302,4626,3224,6286,9404
"CHIT1",84,78,86,101,114,94,126,70,86
"SLC41A1",3298,1427,2109,1965,1515,2075,3550,1453,2633
"LGR6",19,9,9,29,19,19,29,21,27
"TMCC2",6656,3109,3072,2962,2433,3403,4194,2396,5330
"DCLK1",47701,12519,25794,19075,18205,18550,7873,21986,54372
"CCNA1",730,180,306,236,197,289,123,182,619
"COG6",3859,1390,2135,1894,1588,1878,1524,2118,3324
"SPART",5369,2900,3045,3317,2849,3211,3636,3685,4533
"RXFP2",2,9,6,5,9,1,5,14,17
"EPSTI1",240,78,171,149,183,89,375,139,204
