"","C3N-03446","C3N-03450","C3N-03452","C3N-03026","C3N-01197","C3N-02684","C3N-01191","C3N-01365"
"TIMP1",2915,710,1267,2643,258,243,239,254
"KLHL4",392,1640,1128,1464,585,1155,4004,1316
"GABRE",2149,149,235,351,58,140,94,264
"PCDH11X",974,1062,1386,1719,1312,1727,211,2610
"FGD1",240,299,446,425,236,289,103,377
"PIN4",307,355,460,499,339,401,486,468
"PORCN",360,460,737,611,492,632,361,782
"ITIH6",7,1,0,1,3,1,0,1
"MAGED2",3921,4532,7514,6446,4652,5290,4314,6158
"RBM3",2609,2539,3471,2845,1270,2100,3040,2619
"KLF8",445,372,664,614,296,590,213,839
"SRPX2",975,833,1022,583,117,168,691,220
"SYTL4",695,1032,1550,460,525,503,1313,373
"ZDHHC15",272,390,748,576,341,481,293,623
"CENPI",167,100,120,131,84,83,132,105
"DRP2",1203,1669,2462,1959,2694,3027,392,3834
"TAF7L",26,49,67,88,45,74,6,135
"PBDC1",307,171,381,401,179,212,195,257
"GLA",290,314,410,638,212,228,364,285
"ARMCX3",1882,2524,3787,3668,2429,3284,3141,3662
"BEX4",1828,2688,4106,4365,2630,4033,2630,5205
"RUBCNL",329,629,1053,1374,414,514,535,614
"NALCN",2552,6810,6933,6741,5191,6858,8757,8668
"FGF14",907,1313,2065,2050,1901,2165,372,2818
"HTR2A",1052,1245,1770,2209,1456,2077,176,2927
"NDFIP2",2021,2329,3267,3234,1989,3182,2013,3871
"TNFSF13B",205,170,194,381,105,96,143,143
"FNDC3A",4142,4424,6539,6258,2816,4120,5831,4944
"MLNR",6,7,14,3,12,6,7,10
"CDADC1",341,373,521,544,362,457,428,469
"CAB39L",909,1776,3215,1975,1837,2731,2158,2880
"KLF5",2892,65,100,192,76,92,16,121
"STK24",3303,1095,2260,1839,1043,1486,701,1670
"ACP5",348,90,555,1654,27,38,81,33
"DNAJC3",4372,2234,3296,3797,1544,1955,2927,2293
"UGGT2",3084,1702,2080,2203,1992,1761,2597,2652
"ARHGEF7",6827,7606,11462,8390,5656,7644,7982,9664
"FGF9",407,266,621,361,560,470,39,590
"SGCG",56,53,93,57,85,78,12,77
"PARP4",4723,2602,2762,3121,961,1372,4179,1149
"SUPT20H",1694,1284,1478,1590,991,1025,1887,1310
"MRPS31",500,469,724,747,562,538,840,691
"SLC25A15",487,259,488,434,344,382,421,394
"KPNA3",1825,1914,2842,2334,1151,2016,1932,2249
"FLT1",2957,1816,3985,2814,2591,2577,1948,3230
"RGCC",1430,2385,2189,2207,1596,1919,5123,2320
"VWA8",2031,1996,3107,2219,2467,2383,2173,2441
"DGKH",3021,1712,2953,2757,2662,3368,754,4302
"KATNAL1",1514,2277,3476,2602,2105,3106,3207,3632
"INTS6",2501,2021,2777,3284,1855,2387,3183,2959
"ACOD1",3,5,6,1,2,5,1,3
"DHRS12",314,281,341,312,138,242,370,239
"MEDAG",47,7,41,27,7,18,5,29
"TSC22D1",7876,10529,12521,11552,11747,13778,8992,16565
"CLN5",1940,989,1239,1309,896,1050,1555,951
"OLFM4",15,26,37,36,82,62,21,44
"MSLN",157,69,47,78,32,35,73,32
"MGRN1",3279,2797,3467,2728,1290,1990,2312,1810
"ZNF629",1972,1604,1892,1533,1080,1304,1569,1305
"TRADD",455,272,266,307,141,167,398,174
"HSF4",820,463,547,494,883,550,464,735
"CORO1A",825,1598,1945,2965,940,1436,1446,2049
"MAPK3",1204,2255,3372,5313,1869,2971,2141,4447
"GDPD3",69,36,61,81,18,33,71,32
"ELMO3",934,142,165,211,148,157,241,146
"MT4",0,0,0,1,0,2,0,1
"PHKB",5557,3455,4746,4054,3116,3473,4003,4407
"LYRM1",470,389,567,548,493,634,539,637
"NUTF2",1169,1298,1813,1876,957,1445,1332,1953
"NUP93",2745,2865,4387,3601,2955,3749,2530,4323
"CENPT",678,602,852,1092,812,834,807,873
"TSNAXIP1",124,129,266,251,252,244,98,237
"NFAT5",6444,6593,11171,7628,3620,6701,5066,7133
"LONP2",5774,6546,7997,7760,5184,6555,6530,7189
"N4BP1",3018,1970,3035,2171,1320,1952,1863,2037
"CBLN1",63,48,245,112,103,158,12,103
"ARL2BP",24,33,29,36,19,15,20,16
"PLLP",2166,5387,3071,2972,2109,3175,13060,3010
"ZNF423",474,647,1720,857,526,668,428,446
"CCL22",14,8,6,12,3,10,14,12
"DHODH",634,542,627,606,394,536,962,491
"CCL17",6,4,4,8,5,12,6,6
"CTCF",1922,1939,2516,2293,1364,1865,2517,2032
"ACD",333,325,459,445,416,385,399,420
"POLR2C",3896,1509,2115,1851,1371,1754,1914,2041
"PARD6A",241,304,429,394,450,458,129,591
"ZNF821",208,196,313,326,237,295,158,309
"MMP15",1574,333,464,296,202,230,139,210
"USB1",1039,631,721,537,446,504,383,536
"CYB5B",2111,1970,2417,2860,1806,2267,1933,3120
"CCDC113",570,783,1049,1086,934,1274,539,1496
"PRSS54",28,13,26,17,28,26,9,26
"NME3",567,503,490,633,439,472,690,462
"NDRG4",10684,14151,32149,23013,18235,24709,3839,29103
"PSMD7",1056,931,1322,1374,916,1239,1231,1285
"SETD6",814,504,834,761,691,731,526,808
"SLC38A7",681,844,1230,1189,638,778,720,941
"VAC14",1332,1223,1475,1220,624,985,1136,946
"HAS3",377,165,175,125,93,130,139,115
"TANGO6",1064,1196,1681,1450,1134,1328,1332,1654
"COG4",2405,2003,2496,2879,1562,1755,2710,1900
"SMPD3",1050,503,883,773,654,746,317,1046
"SLC7A6OS",358,335,385,377,273,288,400,305
"SLC7A6",929,544,750,635,466,523,455,580
"PLA2G15",546,662,978,1506,276,446,531,549
"ESRP2",2368,111,143,151,81,116,118,88
"FA2H",1539,2877,1230,729,397,945,4191,661
"WDR59",1964,2284,2631,1846,1289,1978,2561,2031
"MON1B",1970,2011,2416,1878,1201,1688,2920,1553
"CMC2",914,979,1135,1247,917,1136,1246,1232
"AXIN1",1983,805,943,1086,709,900,835,905
"HCFC1R1",540,501,968,914,518,745,421,818
"NPRL3",1237,988,1166,897,515,749,762,749
"MLYCD",1943,1557,1892,1468,963,1324,1775,1243
"MPG",385,259,261,285,180,282,237,324
"NECAB2",240,738,1162,1758,363,1299,107,2351
"HSDL1",1052,1286,2431,2022,1205,1866,923,2288
"TAF1C",1424,902,1184,1117,918,786,604,743
"NAGPA",756,907,922,1218,1283,1309,468,1588
"WFDC1",139,109,285,418,244,329,55,278
"SEC14L5",2457,7012,4459,3779,2948,4009,9649,3447
"COTL1",2141,2171,3175,2798,760,1071,2030,896
"USP10",2783,2286,3404,2846,1938,2622,2331,2931
"CRISPLD2",992,306,303,360,477,334,526,377
"TSC2",4843,3897,4690,3605,2561,3180,3046,3510
"ZNF500",704,624,691,694,563,589,802,715
"NME4",532,465,605,893,564,586,317,573
"ABCC1",1710,872,1465,1038,659,777,675,873
"NOMO3",395,645,558,404,424,673,434,179
"LMF1",807,757,816,609,445,519,1048,668
"FOXF1",62,78,96,53,50,34,55,101
"CIAO3",809,654,879,939,728,788,751,919
"MTHFSD",706,615,644,677,424,512,720,560
"CLCN7",1916,1749,2388,2079,1051,1603,1614,1313
"HAGHL",352,248,327,371,481,360,351,354
"ANTKMT",410,317,454,574,255,325,278,425
"SLC7A5",2293,3239,4930,2646,1407,3277,1894,2116
"METRN",1255,1591,2430,2379,1369,1221,2163,1304
"FBXO31",1799,1879,2801,2391,1789,2502,1000,2602
"STUB1",528,399,546,719,563,579,436,648
"RHBDL1",288,245,307,369,453,434,94,565
"NUBP1",226,212,277,277,140,192,196,203
"UBE2I",1396,1035,1271,1484,845,1130,1044,1246
"ZP2",0,0,2,0,0,0,1,2
"MEFV",47,51,140,79,152,71,60,70
"CRYM",1030,2076,3548,3392,1695,2784,166,4463
"EEF2K",1390,1503,1707,1881,1313,1511,669,1553
"CAPN15",1410,449,618,618,440,426,472,492
"PIEZO1",1909,1599,1837,1628,642,931,1698,868
"GSPT1",4829,4173,5814,5615,3088,4506,5060,4860
"ZNF174",226,301,382,398,195,305,391,370
"CLUAP1",770,946,1364,1292,1119,1205,964,1588
"UBFD1",2126,2215,3024,2993,1997,2743,1439,3219
"PRSS33",53,0,4,3,1,5,5,3
"EARS2",1460,1446,1831,1745,1091,1716,1087,2206
"ELOB",2404,1980,3085,3303,1856,2409,2264,2747
"GGA2",3490,2133,3952,3638,2268,2528,1330,2703
"AQP8",14,14,11,12,3,13,6,12
"CPPED1",832,1528,1381,1169,496,836,2205,745
"USP31",2832,4846,5156,3846,2700,4350,6000,4281
"HMOX2",2662,1946,2649,2451,1572,2345,2686,2985
"DNAJA3",1652,1505,1953,2040,1421,1785,1780,2266
"CORO7-PAM16",0,0,0,0,0,0,0,0
"BFAR",2059,882,1198,1235,730,900,1159,1017
"SALL1",817,2726,2667,1886,605,1323,4824,1000
"TOX3",1014,155,177,308,124,196,310,318
"RBL2",5973,3724,4195,4410,2939,3137,5389,3439
"QPRT",1787,525,768,954,370,559,404,496
"XYLT1",1154,3512,3787,3337,1398,3356,2124,3556
"PYCARD",106,95,154,246,37,48,134,50
"RPGRIP1L",931,860,1690,1419,1224,1329,569,1909
"MAZ",267,205,213,326,174,268,166,278
"STX4",1067,1179,1299,1426,695,954,2050,884
"CDIPT",1522,1416,1884,1693,1138,1510,1436,1935
"BCKDK",972,740,1258,1116,577,925,601,1023
"KAT8",1852,1235,1628,1775,1558,1464,1578,1671
"NOMO1",943,2723,3282,2812,1661,2886,1986,3098
"IL21R",54,132,55,97,13,16,28,29
"SYT17",907,698,1183,1279,405,1040,436,1296
"TMC5",3596,24,39,53,15,79,15,77
"CCP110",3958,6953,6385,5080,3095,5550,10882,5430
"VPS35L",2942,4184,4486,4100,2464,3515,5575,3737
"SLC6A2",0,2,13,9,3,2,0,6
"RNF40",3244,2276,2935,2882,1763,2244,2495,2439
"KNOP1",606,845,822,644,643,571,751,613
"AQP9",84,63,220,320,514,119,71,145
"AAGAB",1442,1315,2378,2225,1465,1946,1303,2507
"IQCH",291,189,330,202,188,199,162,270
"LACTB",353,403,485,609,289,398,368,394
"CORO2B",1900,4409,4501,3022,1883,3234,3400,3122
"CSK",747,1064,1192,1186,370,574,994,499
"HERC1",16213,18893,27411,26014,22339,27721,18323,31552
"TRIP4",668,534,649,564,301,388,597,489
"MTFMT",438,314,421,522,376,416,292,514
"RASL12",931,800,1013,608,97,314,888,267
"AP3B2",3240,3277,4709,3832,2838,4305,1100,4933
"ACSBG1",1132,2035,3760,4288,2468,2151,4330,2802
"IGDCC4",471,795,1048,789,315,713,454,467
"RAB11A",3160,3032,4847,4602,2642,4055,2874,5058
"CTSH",9089,1689,3314,3681,1704,1597,2304,1965
"TTC23",745,742,1134,784,351,608,921,615
"CD276",862,754,985,1427,539,554,613,626
"FAH",755,606,784,842,239,327,435,400
"CEMIP",2702,1756,4658,7322,861,1141,1092,1314
"RPAP1",1020,1352,1482,1067,800,1103,1009,957
"HOMER2",968,1331,2594,2166,1576,2142,1041,2583
"EHD4",1005,715,843,894,251,289,543,240
"TMEM87A",2233,2351,2015,2277,1181,1558,3901,1745
"ZNF106",8338,9893,16963,16050,11246,12467,8713,14710
"CEP152",671,255,293,400,352,223,326,237
"ATP8B4",747,1279,1329,2318,489,826,1892,931
"OCA2",118,138,249,163,285,315,55,478
"DTWD1",1149,1722,2145,2577,1513,1826,2026,2755
"TGM5",8,3,14,7,2,6,16,4
"FAM189A1",586,544,1119,874,854,1309,102,1125
"GABPB1",512,250,404,453,282,323,453,384
"TJP1",8822,15075,17164,12678,7370,10673,21683,10790
"BMF",882,274,419,862,56,75,198,72
"DMXL2",6289,7200,13160,11571,7400,11703,4380,15285
"SCG3",2627,3803,8892,5174,4688,6180,1506,6790
"DNAJC17",400,513,565,604,423,433,598,482
"EIF3J",1280,1322,1776,1749,1091,1524,1801,1574
"SPG11",5539,5922,7108,6844,3864,4652,7900,5157
"RHOV",72,31,78,34,63,59,7,69
"VPS18",1302,1667,2077,2121,1269,1643,1762,1802
"OIP5",24,11,12,17,11,6,10,8
"SLC30A4",763,1159,1368,1309,631,1082,1737,1281
"BLOC1S6",1533,2010,2681,3525,1641,2687,1720,3368
"MYEF2",2386,2278,3490,2892,2678,3434,2372,3648
"SGK3",291,513,462,612,282,429,1306,393
"PDGFRL",193,86,85,130,40,74,182,85
"CSPP1",1909,2091,3151,2781,2244,2468,2488,2995
"ZDHHC2",1713,1917,3093,2800,1546,1837,2540,2079
"BRF2",183,211,285,345,218,293,254,341
"TRIM35",851,1277,1184,1055,771,1025,1665,1194
"ZFAND1",767,802,1019,1226,1056,1263,969,1446
"RP1",256,36,49,52,33,30,9,28
"CA2",3329,4857,5071,5569,1615,3075,6498,2132
"FZD3",2099,2573,5763,4341,2907,4216,1033,5965
"INTS9",414,491,753,601,389,459,647,499
"RIPK2",249,378,460,443,184,256,339,282
"EYA1",110,175,409,361,257,254,125,297
"NBN",1500,1934,2659,2880,1872,2177,2266,2802
"TRPA1",43,90,81,164,127,160,9,116
"CPQ",762,1288,2055,2213,641,877,2139,864
"DECR1",1005,1319,1773,1660,1388,1397,1527,1543
"CALB1",159,340,383,738,455,593,91,1137
"BPNT2",2793,4589,5660,5187,3030,5169,6101,5530
"SFRP1",130,1364,708,881,614,635,1069,927
"LAPTM4B",865,1143,1973,1898,1369,1344,1705,1594
"UBE2W",835,960,1432,1647,853,1183,861,1516
"POP1",300,322,472,427,387,461,289,462
"NIPAL2",1548,1191,1989,1391,2522,2128,363,2401
"IKBKB",4129,2235,2818,2638,1178,1458,2459,1297
"PLAT",5315,1283,2025,1374,669,681,1043,765
"JPH1",466,370,532,622,422,561,461,775
"DKK4",3,4,12,12,8,4,4,4
"STK3",800,772,988,843,552,599,1272,615
"GDAP1",2957,4922,6858,6994,5047,6358,3419,9216
"RAB2A",1845,2668,3474,3669,1989,3235,2614,3803
"EIF3E",2531,3067,4281,5659,2830,3098,4845,3731
"EMC2",1253,2052,2325,2551,1824,2098,3935,2329
"ESRP1",1346,13,22,13,19,17,2,13
"CCN4",224,73,188,204,25,126,32,68
"NDRG1",12024,15387,11439,9551,6692,8926,32110,8956
"ZC2HC1A",273,406,581,454,352,518,297,648
"IL7",57,70,135,86,61,92,71,114
"STMN2",3542,5128,10184,6119,8991,13815,749,15042
"ARMC1",884,1516,1754,1586,1099,1658,2126,1742
"TRPS1",2229,3578,6709,5855,3128,3348,4476,4111
"SPAG1",314,257,562,396,315,305,219,357
"CHRAC1",310,368,304,263,143,228,642,209
"NCALD",2604,3199,5449,2963,5546,7234,804,7571
"SNX16",166,243,390,292,251,320,260,250
"GML",2,0,1,2,5,1,0,1
"UBR5",7075,8571,13194,11997,8567,9477,10381,11514
"GSDMD",657,340,632,762,241,235,387,215
"GFUS",506,391,589,645,312,415,314,488
"PYCR3",341,345,435,586,295,556,335,710
"EEF1D",1097,1054,1385,1762,1127,1237,1561,1314
"ANXA13",18,20,13,17,7,9,58,8
"SQLE",1138,1073,1231,1178,739,1505,2057,1570
"SH2D4A",1518,217,242,220,120,192,179,152
"INTS10",1659,2620,3227,3604,2371,3000,3012,3477
"ERI1",579,358,518,520,270,300,459,333
"SLC39A14",1504,1290,1959,1383,921,1148,605,1548
"MTMR9",1538,2069,3139,2893,2019,3178,2258,3644
"LEPROTL1",674,842,1468,1318,694,1005,990,1070
"DCTN6",350,485,702,727,513,657,777,640
"R3HCC1",658,1173,1217,1224,768,1046,2294,1115
"GSR",1589,1485,2102,2378,1465,1871,1134,2257
"TNFRSF10A",170,81,108,126,89,46,86,51
"UBXN8",180,278,368,447,218,361,458,362
"PPP2CB",1810,2931,4784,4586,2972,4119,3975,4559
"ERICH1",972,918,1258,708,495,683,663,674
"NEFM",1922,2043,3691,3086,3653,4972,321,4015
"TUSC3",712,1039,2024,2209,1316,1975,341,2734
"ARHGEF10",273,360,384,215,166,230,530,220
"KLHDC4",1381,956,1251,994,667,992,850,1153
"MCM4",1749,1542,1798,1868,1294,1673,1070,1912
"ADAM2",0,0,0,1,1,0,0,0
"KCTD9",627,473,941,745,583,598,656,605
"FGL1",78,46,149,112,52,67,68,119
"ASAH1",7178,4596,8142,12286,2626,3427,6359,4870
"BNIP3L",3323,5303,5979,6193,3859,5383,7479,6150
"MAN2B1",1089,976,1008,1759,245,338,942,298
"KCNN4",3540,42,102,104,70,49,16,43
"TULP2",20,6,35,32,29,35,9,26
"NUCB1",2419,2778,3832,4209,2051,2587,2514,2708
"DHDH",25,26,36,71,30,42,24,66
"GYS1",1136,1048,1542,1172,885,861,946,951
"MAP4K1",143,96,105,128,48,62,97,60
"CGB2",0,0,0,0,0,0,0,0
"ECH1",1897,650,725,783,346,467,629,666
"HNRNPL",4911,2430,2936,3143,2160,2509,3269,2815
"NFKBIB",733,421,442,546,280,398,739,333
"LHB",12,8,17,15,17,5,9,6
"CGB3",0,0,0,0,1,0,0,0
"TUBB4A",5111,16940,9924,6116,2132,5683,13330,5460
"SARS2",260,68,77,88,77,82,67,93
"KCNA7",4,3,3,8,1,0,2,2
"SNRNP70",4987,5446,6460,8976,5967,6452,11277,7009
"CLPTM1",5045,3573,4482,3666,2243,3396,2752,3249
"RELB",239,182,305,237,120,100,115,93
"CLASRP",1977,1005,852,828,735,808,1726,723
"LIN7B",140,195,306,374,244,330,126,416
"PPP1R37",1980,1141,1865,1745,1087,1363,947,1561
"FCGRT",2640,1935,2491,3952,676,846,2356,785
"PIH1D1",870,934,1452,1556,970,1211,1399,1455
"CKM",50,15,11,13,112,11,9,5
"ARHGEF18",995,925,923,844,498,588,1093,592
"PPP1R13L",720,98,120,97,25,70,148,58
"PEX11G",98,150,122,136,72,125,231,85
"ERCC2",1121,542,736,800,532,726,469,736
"DOT1L",1069,618,741,565,350,401,672,403
"PLEKHJ1",766,455,749,917,568,644,498,772
"SLC17A7",4699,8606,16066,9674,3258,9940,390,9814
"RNASEH2A",3,1,3,5,1,3,4,1
"KLC3",135,2,9,17,6,11,7,4
"CD37",234,336,501,640,107,192,488,93
"SF3A2",524,389,436,362,261,266,489,256
"AMH",67,15,73,64,45,59,62,55
"DKKL1",12,2,4,4,2,4,5,2
"LYL1",112,208,236,392,67,113,380,90
"OAZ1",5118,5105,7482,9365,4829,6993,4367,8245
"TRMT1",631,797,996,1120,815,801,973,956
"STX10",552,555,690,833,507,540,788,626
"RETN",1,1,2,5,6,3,2,4
"FCER2",66,13,242,13,2,8,4,20
"DMPK",980,512,765,741,526,488,655,495
"CLEC4M",11,2,3,2,22,0,0,4
"RSPH6A",7,3,5,7,0,2,12,7
"TBC1D17",1115,1217,1413,1188,802,957,1698,1045
"IL4I1",37,36,52,83,4,10,31,6
"TLE6",157,16,21,36,17,30,35,50
"CCDC130",872,803,946,996,762,814,1363,870
"PTOV1",807,831,858,928,740,768,1134,790
"TLE5",2371,2509,4238,4311,4178,4226,1927,4872
"NOVA2",1339,2212,3159,1619,880,2017,725,1659
"SGTA",1492,2432,2403,2368,1400,1881,3730,2035
"LILRB1",134,348,340,720,49,131,424,79
"MED25",690,597,691,633,357,515,569,515
"LILRA1",37,143,174,238,35,87,229,59
"SNAPC2",199,242,340,318,179,254,248,278
"C19orf53",686,695,1090,1058,611,798,812,895
"TIMM44",700,643,849,866,655,751,831,871
"CCDC61",332,263,408,372,388,393,321,464
"IL27RA",117,142,260,282,176,213,116,203
"ASF1B",319,30,31,53,20,32,36,23
"TNNT1",35,57,226,443,166,206,24,331
"VRK3",828,951,1150,1096,810,932,1291,1124
"FAM32A",1073,1096,1589,1843,1159,1487,1076,2014
"PPP6R1",2088,2453,3489,3539,1682,2361,1793,2902
"C19orf44",182,149,308,218,163,189,170,247
"MED26",236,197,216,176,101,150,153,141
"OLFM2",1123,1730,3758,2726,1736,1833,642,1897
"RASAL3",156,246,268,386,51,117,390,98
"AKAP8",1023,983,1333,1198,784,1301,1105,1103
"EPHX3",74,7,17,9,6,4,12,6
"ILVBL",792,1161,1361,1296,776,924,1785,1053
"ZNF419",447,488,990,860,591,826,764,886
"SYDE1",238,213,444,277,119,140,182,135
"CASP14",0,1,0,0,0,1,0,0
"SLC1A6",113,189,384,416,240,330,37,511
"AURKC",45,53,49,90,33,34,43,45
"POP4",643,709,880,973,557,692,878,816
"CCNE1",163,85,159,165,112,155,76,160
"URI1",1924,2045,2672,2715,1928,2312,3403,2788
"PDCD5",1091,943,1132,1402,1003,1180,959,1323
"ANKRD27",2395,1402,2083,1933,1282,1467,1353,1892
"RPS16",6003,2036,2329,2484,1314,1550,3073,1315
"TIMM50",2541,1157,1464,1500,1066,1391,1198,1541
"LGALS13",0,4,2,6,0,4,0,14
"FBL",1330,512,632,717,314,518,555,421
"DYRK1B",781,550,622,617,307,512,422,544
"CLC",1,0,1,1,9,2,0,1
"CCNP",300,18,20,28,29,18,15,18
"GPI",13699,8978,15589,11613,8249,13267,4499,13709
"AKT2",5757,3443,3879,3837,2963,3103,4049,3464
"PLD3",14313,9635,17313,18650,6555,11538,4424,14690
"PRX",270,270,358,422,398,419,382,458
"PIAS4",576,798,771,698,469,518,1164,563
"NUMBL",1119,1051,1647,1648,713,1410,309,1697
"EBI3",37,123,70,110,48,62,197,60
"YJU2",341,367,502,512,307,347,634,318
"SHD",164,141,234,92,300,214,132,207
"TBCB",2114,3716,3588,3788,2067,3303,6700,3565
"FSD1",455,641,996,890,988,1184,461,1363
"POLR2I",137,180,153,186,142,181,300,171
"OVOL3",31,20,10,18,8,17,44,17
"CLIP3",2192,4143,5032,2493,1357,3225,1255,3089
"ZFR2",354,259,497,516,563,641,105,800
"SLC1A5",1193,264,294,328,62,169,431,128
"PRKD2",660,390,539,369,186,250,300,213
"TJP3",1084,18,20,68,29,34,91,89
"APLP1",6961,25671,14574,14169,5806,13027,32352,11583
"CACTIN",460,413,513,595,380,411,567,471
"CCDC9",341,277,356,443,279,369,321,282
"HNRNPUL1",10267,4052,4311,3503,1833,2829,4174,2469
"FZR1",1301,1694,2061,1777,1039,1461,1635,1453
"BBC3",186,122,208,281,110,203,48,166
"TGFB1",669,594,670,600,85,223,538,162
"DENND3",4087,4953,5978,4735,3979,4402,4238,4331
"DMAC2",1736,570,757,744,539,637,660,761
"CEACAM4",215,14,29,20,54,11,25,13
"PLIN3",638,1261,833,1022,364,550,4376,464
"MYH14",2782,2218,2172,1426,1002,1121,2217,863
"MRPL4",310,235,377,330,263,291,251,304
"SIGLEC8",736,1478,990,1241,198,529,2145,603
"CD79A",54,6,7,6,7,4,5,2
"LIM2",0,0,0,1,0,0,0,0
"ICAM4",0,0,0,0,0,0,0,0
"RPS19",17292,4448,5326,7755,3379,3442,6689,3971
"NOP53",1587,1535,2121,2363,990,1142,2124,951
"NKG7",41,11,69,48,6,4,16,3
"ICAM5",1272,1505,2008,2759,838,1743,84,2399
"ETFB",378,406,415,440,269,378,546,338
"CD33",125,144,186,511,43,76,290,87
"CEACAM5",135727,2,1,2,0,1,3,1
"CRX",3,2,7,1,4,2,6,2
"BABAM1",368,467,554,677,458,671,443,679
"TYK2",2287,2171,2803,2696,1561,1689,2810,1709
"SULT2A1",2,1,1,0,1,0,0,2
"CDC37",2211,2026,2952,3412,2390,2687,2225,3114
"NAPA",1027,1204,1728,1314,921,1281,1080,1502
"RABAC1",601,242,237,377,196,261,291,218
"ATP1A3",354,370,982,613,642,841,55,650
"MEIS3",527,1129,2331,3011,1446,2296,288,3541
"PTPRS",6431,10323,14860,9866,4506,8343,7203,8927
"CNFN",34,3,6,4,2,2,3,10
"ZNRF4",0,1,2,1,2,2,0,2
"MEGF8",7611,7649,11085,6916,4081,7453,2732,5817
"KDELR1",1407,1006,1208,1231,540,762,910,682
"CYTH2",1163,1164,1373,1295,804,1170,1510,1156
"GRWD1",670,603,805,785,469,586,757,573
"GRIN2D",91,142,307,155,100,125,33,145
"SYNGR4",2,8,26,5,6,6,0,3
"CLEC11A",104,62,137,236,99,74,80,66
"CCDC114",34,18,42,23,21,18,17,26
"CARD8",1376,1238,1751,1926,614,833,1805,678
"LIG1",709,616,652,683,480,510,885,580
"SIGLEC6",4,0,5,9,2,0,3,5
"ZNF175",762,1063,1280,1070,799,952,1279,1110
"PLA2G4C",877,2438,2898,2319,1111,1551,2769,1615
"SIGLEC5",5,2,5,2,8,3,4,6
"CABP5",0,0,0,1,4,0,2,0
"HAS1",17,68,41,38,93,73,13,106
"RAB3D",916,515,701,635,401,596,300,601
"DBP",530,429,432,874,643,583,345,632
"TMEM205",314,400,466,606,391,474,440,483
"CAPS",489,396,1604,483,106,149,428,191
"PLPPR2",997,1663,2414,2310,738,1609,748,2087
"FAM83E",1229,5,7,9,5,2,11,2
"RASIP1",239,182,412,321,222,248,136,234
"THEG",13,7,35,9,13,15,2,6
"FGF21",1,0,0,0,0,1,0,0
"BCAT2",741,379,462,527,415,320,533,338
"MIER2",483,429,520,433,234,308,403,359
"PLEKHA4",270,205,438,542,38,67,396,38
"PPP2R1A",5064,7219,10958,9683,5790,8432,4400,10483
"TNPO2",4119,5927,8163,5895,4383,6633,3544,6263
"WDR83OS",0,0,0,0,0,0,0,0
"CACNG7",500,786,1087,889,806,841,530,889
"GCDH",528,703,739,763,552,738,928,716
"LILRB5",287,61,142,114,22,26,36,13
"KLF1",4,5,5,7,5,9,8,3
"DNASE2",770,523,927,1442,344,472,552,427
"MAST1",1328,1427,2648,2023,1613,2089,231,2259
"LENG1",164,198,201,291,163,211,332,163
"PRPF31",582,585,670,762,455,553,659,608
"TFPT",185,337,462,619,380,408,389,562
"JAK3",658,672,612,557,458,422,191,472
"RPL18A",2730,2198,2716,3749,1946,2076,3157,2224
"SLC5A5",19,3,59,424,7,5,2,8
"KCNN1",621,566,1217,1146,1023,1194,182,1349
"ARRDC2",1243,2474,1903,1835,942,2032,4429,2011
"PIK3R2",16,11,10,19,19,13,26,19
"RAB3A",1403,2004,3309,2165,1891,3039,328,3610
"PDE4C",51,8,15,16,19,13,2,19
"ISYNA1",444,204,604,490,252,220,172,262
"ELL",466,395,489,509,271,312,342,328
"CRTC1",1712,2440,2725,2306,1508,2451,780,2329
"COMP",8,3,3,8,2,4,4,1
"UPK1A",5,7,6,0,4,1,1,3
"COPE",1195,1382,1859,1845,927,1152,1540,1399
"DDX49",803,928,1023,1152,635,904,1132,1074
"ETV2",16,10,12,12,6,10,5,9
"ATP4A",32,16,50,20,49,22,13,26
"ARMC6",670,689,932,961,599,710,646,819
"TMEM147",1021,649,845,1092,590,675,845,701
"GAPDHS",33,6,6,17,4,10,18,8
"MAG",4319,21263,8757,8212,3756,8379,40628,5884
"TMEM59L",1791,3276,5532,4832,2263,4293,637,4797
"HAMP",27,103,47,194,24,32,51,24
"USF2",2687,2300,3174,3324,1972,2037,2496,1887
"LSR",6446,459,715,758,464,493,597,402
"KXD1",510,633,703,802,472,603,894,667
"FKBP8",6514,7972,12923,11887,8770,9697,7682,11523
"SUGP1",853,967,1267,1249,918,1054,984,1145
"HPN",3214,373,241,247,159,228,741,143
"ZNF14",503,657,906,860,661,799,785,1130
"SCN1B",3440,1627,3071,1813,4236,2194,992,1474
"PBX4",62,45,82,86,49,76,20,106
"ERF",1402,1111,846,1110,438,747,1706,758
"GSK3A",1182,604,775,692,503,713,540,619
"ATP13A1",1421,1453,1612,1446,842,1177,1255,1281
"ZNF574",782,507,586,530,337,405,420,458
"GRIK5",994,1445,2524,1327,805,1414,331,1361
"SIPA1L3",6864,1521,1761,1023,767,1019,964,820
"ZNF85",377,238,311,326,152,237,256,335
"ETHE1",109,110,150,165,105,82,98,117
"CADM4",2623,5826,4716,4472,3066,3851,8840,3461
"SMG9",1971,1044,1303,1236,870,910,1334,1076
"AVL9",4442,3554,5253,4939,3181,4709,2930,5847
"RUNDC3B",611,605,1304,1047,1051,1064,388,1423
"CFAP69",229,253,494,411,535,421,194,504
