"","01OV007","17OV005","01OV010","14OV029","01OV023","02OV001","01OV039","01OV019","17OV001","17OV004","01OV013","15OV001","11OV010","01OV008","17OV002","11OV002","14OV011","17OV003","01OV017","01OV029"
"ABCB6",1.67571715448048,0.422196110266133,1.58395326830475,-0.0388162225598281,-0.0153517657584726,-1.14475460195403,-0.43123401299055,-1.19436030750146,1.51239131315713,0.448386068109114,-0.55605836543361,0.0153517657584726,-0.120127609275012,0.574917069795411,-0.395528081776238,-0.0345180152889511,1.07870558378647,0.055101416930146,-1.63632435555819,2.04299719537088
"ABCB7",-0.0182300405993637,0.482348417265158,-0.0375079836963735,-2.02125241717727,0.0956130573951596,0.927079933555976,1.7528577360115,0.843613297191177,1.27022644966027,-0.043021292049945,-0.901290352208066,1.08217592525157,-1.03572510080512,-0.923385098422335,-1.27804541638298,1.62544914500563,0.0197667258124017,-0.530725625711293,-0.130549154175401,0.0182300405993637
"ABCB8",-0.134055208939772,0.000153841955203598,0.139050416228362,0.015802861165571,0.0112800245876689,-2.6275668129817,-0.000153841955203598,-0.0569242853652438,0.313215546188029,-0.0212870333683671,0.118764764136008,-0.0757981656224647,-0.0863125019536433,0.00270739691022469,0.551596295505987,-2.61760073495941,0.206000044817286,0.40813224747709,-2.58334599071985,-0.0660112224448717
"ABCC1",1.54532084495463,-0.743303023567835,1.3395128343079,1.24873290223805,-0.289415601282764,-0.919347776086355,0.956312335445132,-1.1597215988632,1.36137519145418,-0.794214071353397,-1.19051952587401,0.581281010692932,-0.501351442719815,0.196702036937344,1.33127420257388,-0.196702036937344,0.272142512756551,1.88190840611623,-0.361654873083292,-0.502913544447342
"ABCC10",-1.50401412473917,-1.47331671976891,-1.91821357327986,-2.07210478336801,-1.50430852440042,-0.0184152800047944,0.101327897011934,0.235645035366849,0.310254571969763,0.314572909182974,-0.107692679462205,-2.21007839936287,0.0138627965513206,0.509095595384723,0.530010850844819,0.0192395552479735,0.562981051285326,-1.50892191312142,-0.0138627965513206,0.526898650767726
"ABCC3",0.0475724791443638,0.215210384834322,0.196144830154408,0.192634277833615,0.226584348365161,0.140609747732539,0.164380897802654,-0.393886978959021,-0.0670925859176584,-4.3510719287546,0.119821160402872,-0.350807657738463,-0.238602408028898,-0.113993476298095,-0.67377738369428,-0.0475724791443638,0.0664668066505821,0.2708851189688,-0.609162178245685,-0.268779740248021
"ABCC4",-0.740761014675272,-2.0490009262046,-2.18462915511105,-1.55504075783939,0.0343524766748547,0.556809296952591,-1.79800530882601,-0.500825770351951,0.0784883228517194,-1.45316491258712,-0.0343524766748547,-0.0884522052852499,0.689871207460308,0.780129928456337,0.0729943838031482,0.248851415955884,0.0343524766748547,0.213539374854353,-2.07899797501814,0.311094918730246
"ABCD1",0.402829797368907,0.183180674341859,0.135793722936058,0.865633118805954,-0.640780711390958,0.450151296116916,-1.41045793818846,-0.632309424409134,-1.06420821041048,-0.458838655739251,-0.135793722936058,-0.319072947765825,-0.160287282287296,3.06548088206354,0.923327689620961,0.445554974127661,0.515040613333467,0.33066894560801,-1.33906585606659,-0.964815672768722
"ABCD2",0.000130283247987776,0.0272998635895593,-0.366468300751655,-0.502673937690759,-0.000130283247988008,1.72236849409729,-0.162426108996074,-0.331412536281868,1.62065997873692,1.85465041185957,1.69314515458226,1.8347209348861,1.70873741718253,-0.320036893780714,-0.4954635998019,1.86570348128271,-0.28032723894863,-0.00421348948719798,1.60822826654174,-0.269185062121382
"ABCD3",-0.0111223758012527,0.741727527077096,-1.8095002688885,-1.56199329896793,0.540889608852534,0.0111223758012527,1.09874243044483,-0.199399818466895,2.75382270803878,0.552523967374652,0.570544594395247,-0.430759918362315,-0.157531940297626,0.584835695568103,-1.48815944539611,-0.393617055590739,0.299925466873308,-0.011380336498654,0.199812664756432,-0.0668784768973124
"ABCD4",0.192828970959581,0.0222815802560667,0.00960850195116827,0.134316948961186,-0.068366814717138,-2.37718451237801,-2.53194430578695,-0.146729467302996,0.0902144378439096,-0.184404004773365,0.122141454907006,-0.101712673949555,0.0443886712553303,0.190020433325706,-0.32832641470158,-2.36790998874393,0.129100645386781,0.088004712934524,-2.33603220950936,-0.00960850195116827
"ABCE1",-0.613617194229033,-0.955114728444975,1.2202163874459,-0.984117147234847,0.779671057848192,0.431065848147075,-0.15933173204725,1.865586030583,1.16353750666276,-1.07936585599931,-1.04364833082407,-0.443667299384326,0.563432083097786,0.624355494246067,-2.32143342056975,0.225560570195661,-0.12942234798056,-0.0566485954229476,0.98991831529526,0.0566485954229476
"ABCF1",0.152778736665402,-1.01669875729719,2.22007088560525,0.125449880689557,-0.494321157739011,0.987909056326844,1.40057415421535,-0.505366870929762,-0.76821957236804,-0.862960887655925,0.312681719063773,0.952257929443702,0.78521653485931,0.228917450075313,1.71539240553472,-0.44874929970142,-0.125449880689557,-1.79132973910421,-0.505606045102535,-0.359497400543578
"ABCF2",-0.293333919757963,1.15051815375652,2.5089474953497,0.0313976737336009,0.193800036937042,-0.0522818506801425,-1.51300579753429,-0.486748814867687,2.35532564822611,0.160008529175189,-0.373934166578126,-0.488755416580729,-0.469586907235363,0.1280943907656,-1.47652447688146,0.0313976737336009,-0.0949230464111674,0.736228247497772,0.250695143722923,-0.0313976737336009
"ABCF3",0.691181128614809,0.542439513455192,3.08638654249854,0.0314362930176212,0.166460555469936,-0.117642799240422,-0.412127045232543,-1.35678535823661,-0.271349460820553,0.705278920785466,-0.0314362930176211,-1.44161592680757,-0.554467161008332,0.705499486390508,1.15053117016004,0.19257268703372,-0.0397399395185015,0.8039195498711,-0.522437845202806,-1.07925419927565
"ABHD10",0.943200545576572,-0.359975730339001,-1.49220325480093,-0.16809405311564,1.57828423694207,-0.471979152004973,-0.471718489068123,1.56037949944852,0.472242577142974,0.549546733426463,0.0104725133508779,-1.02447209868312,-0.115565766956818,-0.301789758251173,-1.56975027815477,1.7339484497998,0.0921263212780704,-0.010472513350878,0.99781768985296,1.69261512496307
"ABHD11",1.61113705871839,0.0419054433457186,-0.433141592776257,-1.53022269834483,-0.555927816049521,0.522879528651135,-1.99439327554224,-0.418090186462367,1.73573775299418,-0.187820746664515,0.533324248215053,0.177932111158889,-0.332188162660917,-1.04185410319897,1.05932433160776,1.07678985584702,-0.0419054433457186,1.40204519939537,0.130574783782555,-0.614374724466048
"ABHD12",-0.0420332129787902,0.0420332129787902,1.49628276334138,0.626713990671735,1.30360359095208,-0.301655890885906,-0.781890854587084,1.37360345120888,1.28894709017221,-1.05665832007827,-0.314112874696104,-0.525058418834734,-0.269139646341348,2.24223464764658,-0.167284347942961,-1.09614628546736,0.773504463422208,1.18270236434624,-1.28382557727225,0.344475739482817
"ABHD14B",0.286338983208117,-0.871614048796773,0.0469635172952712,-0.666670788601149,1.17802710599102,-1.05863861955087,-0.675147610638466,2.14459725857265,1.5968424302793,0.523902192458778,0.311679467140853,-0.11687802976899,-0.716510630065269,-0.94351489622077,-1.52445801674453,-0.0469635172952712,0.747539740006948,-0.673885833685561,1.52229831245767,0.528761114979221
"ABHD16A",0.297087575242493,-0.706289337931614,2.58259135628015,0.454183160262507,0.366910071496009,-0.225846896927506,-1.9475325909963,0.733752343929483,-0.432261721919481,-1.01271959340525,1.26047540705988,-0.800171900019102,0.419575885690131,-0.0182439066711166,0.361530164890863,-1.04980008304106,0.0182439066711166,1.03133365628799,-0.896694018270455,-0.549401788521433
"ABHD17A",0.348646783122078,-1.68576258646582,-0.48331656920483,0.312345786465543,-1.7166645425831,-1.77521825520112,0.223327015031391,0.0428844460759491,-0.00989360955450484,0.268266854864644,0.042072970086825,0.239834750533976,0.165153382426003,0.00989360955450484,0.503583327611974,-1.76777011531766,-2.03232577766638,-1.72126455660304,-1.74216986151693,-2.01977334543167
"ABHD4",0.0673423042925881,0.278185488376392,0.0812689996485838,0.0112447766053858,0.0088138675358014,0.156316972425888,-0.127047186664163,-0.0348363159440702,-0.144335832152545,-0.0469464861616156,-2.36000869433426,0.0590986226752264,-2.36981969826688,-0.0349167914280929,0.115677805650539,0.213819064626567,-2.38960278866651,0.188872439865863,-0.00881386753580141,-2.37607506553805
"ABHD5",0.303910819206478,0.474759235301969,0.198785587175185,-0.038492304022141,0.0964604322199688,-2.4424251279955,-0.233073777176568,-0.382650408146977,0.0430155025291322,0.155252747629757,1.03781181193038,-0.118667705782499,-0.0759895100116166,0.462796423295664,-0.325149436235614,-2.43336177892316,0.741195578683771,-0.0219522716331687,-2.40220983492544,0.0219522716331688
"ABI1",0.0582311128530577,0.412392693952024,-1.98667206547204,0.100635047735519,0.63946954145259,-0.642099271271443,0.287824870378218,1.358681482875,-0.850373323930806,1.40037549773847,0.934356281753036,-0.414725169124342,-0.90314366987673,-1.55162108145191,0.906428424477853,-0.677866455762645,-0.0582311128530577,-1.57268386919964,0.32397497950329,-1.40203112966119
"ABI2",-0.0669774858215383,0.163736971238861,0.41576282565354,0.236667284791562,-0.0483305634940521,-2.64737522872022,-0.22443945937728,0.172845484559033,0.171844972248115,-0.0813962931175331,0.0248018729479898,0.106358832937703,-0.0248018729479898,-0.0913168153258119,-0.0266637357222886,-2.63676342318223,0.195375098151428,0.202668730915399,-2.60028922703295,0.104913240150472
"ABI3",-1.35200757181274,-1.13926899947697,0.179485174434304,0.287403451116732,0.257442553435138,1.70542618602987,-1.36588457322716,0.337376798038118,0.889462667720875,-1.54787895110736,-1.42456755702618,-0.30243339267231,-1.56480475229767,-0.271855143065866,0.128987948350911,1.66731746107622,0.307220017179282,-0.128987948350911,0.664373490818924,-0.183734825608735
"ABI3BP",0.75852517081923,0.893208351019987,-1.51206406930324,-0.768502065385989,-0.745119827162747,-0.409164100808112,1.59298347559539,0.188082455147796,-0.993420992839593,1.77412193683848,0.792779303222579,-0.0362786819626657,0.0362786819626657,-0.592152106060793,1.96467082017996,-1.13524181397293,-0.699092863908405,-0.633476386356133,0.410363728164151,0.472607124932083
"ABL1",0.955030646543912,2.94113649258836,-1.31929875033537,-0.00287655532009562,0.212743151182262,0.193959830717927,0.409984515419588,-0.135236540935664,-0.802543355404358,-0.230606587278963,-0.175455474411492,0.00287655532009562,0.503896267256201,0.281792309116411,1.81850962511735,-0.0810229949519164,-0.0893738943316183,-1.74094010600971,0.759939407465662,-0.10982125570356
"ABLIM1",0.431624043695558,1.01840562300759,3.88895052245181,-0.201192487303049,-0.834197616183719,-0.344164859686419,-0.510501419004286,-0.470462916032331,0.180102360234207,-0.0164133892489519,0.824858822107426,0.142621547140092,-0.0120542965046634,-0.19746091244725,0.716895169484262,-0.463451750157557,0.441475918165575,-0.642329111428409,0.0187909485743859,0.0120542965046634
"ABLIM2",0.00214923230211145,0.0275138880206636,2.69785922890533,1.93367893747037,0.00190597571223683,-0.0466164651444064,1.43752213715283,-0.307368594900605,1.59312637312563,-0.29404609060059,1.66317124347078,-0.581257647150731,1.64394578703185,-0.296748657014497,1.65666968727173,-0.0404443214693364,-0.259676986754753,-0.00190597571223683,-0.0192298374439685,-0.249275004993337
"ABR",-0.143905121710112,1.40681795919911,-1.97471081227988,-0.43179563139936,0.00198891286102229,-0.00198891286102254,1.97124919006367,1.47780950363079,0.580972794605699,0.415894121925041,-1.66490417373278,0.565886227824911,0.69419809697484,-0.064095214586163,-1.04026155638213,-0.30656424219863,-0.439630231017519,-0.345316918123334,0.113856794656659,1.20785479660286
"ABRACL",-0.451847164270487,-0.435142164662668,0.190345590282223,0.0107001267215557,0.425157567461891,-0.00243865969742783,-0.751816618348248,0.781498477093448,0.39330065735856,0.00243865969742766,-1.49682479960902,-0.973494345027903,-1.35440035811228,0.294831711772257,-3.24929532274747,0.971975243884556,-0.810022285125267,-0.445064108538865,1.11105001411961,0.0533093034280597
"ABRAXAS1",-0.0218519147054327,-0.21732119341616,1.32464459359472,1.83007570550346,-1.37887633075093,0.20479569855294,0.551111984068213,-0.751805896907486,0.617219227807341,-1.12118091257357,-1.15949477166694,0.400267678285733,-1.66427505078356,-0.022734486328605,1.1094306345718,0.0218519147054327,0.342179135174199,-0.592954111020687,-1.89237729579266,0.270920361768332
"ABRAXAS2",-0.234863026500887,-1.10962047031228,1.58855977151193,0.962203052451577,0.235501617422597,-0.799500878834996,1.63214161612379,-0.0421299225564777,1.82773025002733,1.32225709436027,-0.441591818838194,-0.189249406704216,-0.623722478610529,0.205774123928345,1.16130326426981,-0.851631615243136,-0.931650348099995,-1.49064493506894,0.638832585021601,0.0421299225564777
"ABT1",0.328158219061814,0.228237939431515,0.0885994265531481,0.324959747813102,0.292882304430674,0.0527404927785446,-0.0749293502588162,-3.13659520512377,-0.0527404927785446,0.0693354772992352,-0.230110420162632,-0.194994661745327,-0.0776758741288517,-3.11801535554526,0.362895948682984,-0.292839048974221,0.161614233314059,0.27141650546667,-0.386079076394135,-0.115909660102343
"ACAA1",0.27401354838449,0.802754671970936,-0.409510559113959,-1.78029660621514,0.478187631683893,0.00954672375041934,0.437841651636103,-0.266576841845738,2.62746576649178,0.710541102276755,-1.66647266616739,-1.01995095001003,-1.18055982397125,-0.456678073609579,0.159145944094333,-0.00954672375041943,0.233059351928068,-0.646811181663495,0.930944310761437,-0.593523224343117
"ACAA2",0.807192638008648,1.45767455673326,2.75853321297276,-0.218053378479199,0.807282040315159,-0.20363830101871,0.228327632320257,0.0542580806362563,-0.825635675525086,0.726189756324771,1.80082134346121,-0.532009665693006,-0.379825600265113,-0.0542580806362562,-0.301540209238491,-0.0809718715314438,2.49512531426863,0.150711846588994,-0.102884943863835,-0.244495786864931
"ACACA",1.39910831888497,0.844626606566762,0.145640953245208,-0.752225891243515,0.45986219417896,-0.713978132898308,-0.309769021085817,-0.611037796735871,-0.711343305449294,0.0982695603566098,1.6157058102437,-0.818286165935415,-0.416672763798626,0.00907621192081407,0.0379354217106709,-0.243954470826123,3.21350148747556,-0.00907621192081413,0.12504647245206,-0.725545636797411
"ACACB",0.559678866829103,0.548154008059205,0.517345663752335,-0.180651425011947,0.237664708795096,-0.00265038519874361,-0.0782069043814471,-2.37826845154192,-0.16574366674836,-0.0635743610968133,0.757281232601995,0.00265038519874362,0.00876511714064514,-2.36492087012374,-2.57075735288101,0.0392881437503794,0.710795297806574,0.101281914021627,-0.0135020092090971,-0.0431009006212784
"ACAD10",-0.111002099687838,-0.497073870678981,0.269311009673907,0.088850422810182,0.244441406183203,-1.54552434212445,-2.06059246386179,-1.1110328555955,-0.0168946936361958,-0.678017624049575,0.633762758048222,-1.39129057003962,-1.01031611392522,0.907025250881081,1.41445896580904,0.240765579934102,0.896331390794803,1.84669805368174,-0.0723041177217864,0.0168946936361958
"ACAD11",0.448257641576794,0.196659941358414,0.318305517398406,-0.197344180887482,0.000182285906178286,-2.52167573276399,-0.0210515770893527,-0.000182285906178286,0.148578877600274,0.870606163512619,0.317703301580399,-0.0210952659695138,0.196512671420233,-0.110811000486661,-0.0433094086970455,-2.51166671748356,0.183093528808955,-0.0956342435987642,-2.47726439214011,0.307897045099299
"ACAD8",0.761270166467996,1.40404224266368,1.98978483519053,-0.762640519576316,-0.00934011713157701,-0.714522758826015,-1.38919187683741,0.00934011713157701,-0.775034425714069,1.77862076990171,1.1396136822217,-0.68010855529077,-0.177025366498351,-1.47268509804161,-0.0205303071974219,-0.585918444807573,0.753253250720292,0.563958412092058,0.0209077017162884,0.948455540915881
"ACAD9",-0.276272372421213,0.914547795386756,-1.88077088863703,-1.12815213157855,-0.789737316375589,0.219019106713828,-0.119366783480904,-0.185670797489933,0.216702651676195,0.890874911455771,2.00698467236712,0.560744897460562,0.0938980825393817,-0.689226761332995,-1.47718518518661,0.683488501346095,1.89407280649827,-0.427665698028809,-0.0938980825393817,0.72543431199249
"ACADM",0.598825468347924,1.48765935154085,2.87523613619795,-0.562238842981999,0.329727000344023,-0.100227116116713,0.207812812533558,-0.230504501425398,-0.109088030792284,1.02060974351056,2.38243865160202,-0.355056025849458,0.03370231616616,0.473256780297102,-1.02465532799973,-0.03370231616616,1.63320401626932,-0.183345910946111,-0.212907526216462,-0.144956666832298
"ACADS",0.712038025473934,0.198948254219051,1.02346135729198,-0.0192898213763317,0.733618289807416,-1.05896704428063,-1.75417809462448,0.23953685247499,-1.35006323996815,0.501251141730341,1.7783740262299,-0.684278920865958,0.203858178960024,-0.655107788725986,-0.034639708379289,0.0192898213763317,2.50622044874265,-0.389201511969699,-0.0418361121276759,-0.352530815183112
"ACADSB",0.232648534485885,0.669277528905282,0.495363159822,-0.991041404418923,0.0868291790568562,-0.483029920258651,-1.70694308742996,0.234217230874747,-0.347257693194375,0.832662462314396,1.70377237767256,-0.224644306105498,-0.0868291790568562,-1.16219827501232,-2.47231368868052,0.690828068995502,1.05636736962539,-0.399002916146368,-0.170918665085202,1.04470333882574
"ACADVL",0.466127448327193,0.791166447444881,3.92179528965263,0.00890983664147866,0.0799531213484086,-0.183620203300992,-0.168735016662619,-0.0593575950952151,-0.426141058328855,-0.225182267788247,1.23666152167727,0.145124268218216,0.384433227827805,-0.0230035865120173,-0.291904655798376,-0.00890983664147866,1.66922442892431,-0.260073707784903,-0.402084181565102,0.296263048597273
"ACAP1",0.165143234357976,-1.5474470970643,-0.0479523593337562,-0.0282585122854732,-1.57435270511224,0.185812026466792,0.046735664155559,-1.89929994313316,-2.36354609588804,0.229455557566558,0.340255259531225,0.142559363035642,0.0282585122854732,-1.88814183376385,0.308020738859782,0.145158242436108,-1.84919153521245,-1.57835782937577,0.130418996617662,-1.83826242702028
"ACAP2",0.263653718739643,0.339586408524997,-3.26663991373739,1.15025371927787,-0.398781689724812,1.07213654709758,0.127750450614165,-0.269771673188375,-0.292734102047563,-0.651372381500551,0.127177586786442,0.0520795738705697,0.0129528644960092,-0.483194324595262,1.68386545554615,-0.118095480135317,1.20596066188036,-0.0129528644960092,-0.490970627835265,-0.347152420483245
"ACAT1",-0.0107324328465746,0.952279044312872,3.62646978441423,-0.213858498221884,-0.010640468692174,-0.262226260634576,-0.320504488324846,-0.313443124964443,0.526041468731129,0.305457969826008,0.12781532675867,-0.710925114532637,0.382856822719269,-1.57646220881294,0.0106404686921741,0.184418346686561,1.15367950862302,-0.504137184475652,-0.120876895455934,0.301262092668861
"ACAT2",-1.21403643479749,0.377077729092894,-0.806770807446281,-0.691724580180458,0.147438983515406,-1.2806827216224,0.829976031626582,-0.243546100835815,0.201919548722446,2.88822546943638,-0.33231264671179,-0.984756682542492,0.248815200597976,-0.147438983515406,-1.34049754756023,0.290778874653391,-0.616710028174856,0.204661046960975,1.23049364331773,0.70327709969883
"ACBD3",-0.827978970214418,1.39766216588504,-1.51705163973308,-0.747842283436738,-0.23518866463736,1.71644198633683,1.16476631388837,-0.622515684234752,0.251083577584244,-1.1197660816094,-1.27539312334891,1.40960346386066,0.678462920379133,1.29822196976287,0.0237170933414731,0.362499275435059,1.12750509867959,-0.0237170933414731,-0.369272779191251,-0.59777290235502
"ACBD5",0.673174767949061,0.691571065003398,2.41136058324711,0.659682173927065,0.944572710574412,-0.0880999718889587,-0.915271368542158,-0.0354077333130297,-0.847013478988247,-0.327486191954903,-0.0703812552022471,-0.972011160166722,-1.66745005078574,0.855321768061082,1.4500971458285,-0.0169246605657048,1.84933723975512,0.0169246605657048,0.0581309815511241,-0.414733311517812
