"","NX035","NX026","NX030","NX020","NX023","NX034","NX031","NX022","NX032","NX025","NX036","NX019","NX029","NX021","NX033","NX027","NX037","NX038","NX028","NX024"
"ABCG1",-1.47452667226111,0.744618545318878,0.196735804500227,-1.02201620189259,0.0164829724076592,-0.794605859124065,-0.129415127645916,-1.10229206569728,0.283792887525622,0.867055384210138,0.815806344993028,-2.60512406857887,1.61716981558158,-0.83618799639085,1.03306543163042,-0.888371363577244,0.0757157117976809,-0.0164829724076592,0.369872742657208,-0.551922226687059
"ABHD10",0.0835908490331885,-1.11064625703604,1.37410639856944,2.01741737019859,-0.65072448962687,-0.277456403590612,-0.144075276466459,0.520867675695791,-0.0835908490331885,-0.858561358672333,-0.361619497700985,2.9175180088611,1.24328016297869,0.915219114255171,0.178168392001751,0.184719546561885,0.564241745955773,-0.566961317082922,-0.11281582379766,-0.265004318845645
"ABHD11",-0.573563262112656,1.01831107363411,1.21827461044852,1.16832191479655,-2.09463437507806,0.300086394022776,-0.176057717390232,-0.410345001349574,0.213265564745071,-0.526782818809161,0.557700654693959,-0.825056720763228,0.686270048678454,0.0805876330960758,-0.298220116260983,-0.0805876330960758,0.624058036729876,0.765166421479343,-0.54434565807287,-2.65899496907605
"ABHD12",0.0830539736720618,1.92227635891057,0.483826506964362,-0.816995371497758,1.72778353528812,-1.73881827479339,1.48077083805474,-0.429276433480628,-0.912966218836406,1.21249539763556,-0.749496507427678,-0.0456872475616754,-0.552351179563435,-0.264528377822784,-1.10471440248957,0.825053238603076,0.0456872475616754,-0.185617084719868,0.344271900938685,0.989877262308382
"ABHD13",0.127069788060453,-0.558446517330434,-2.27084489171182,-1.69294836092986,0.69342612162162,1.0066393524468,-0.472377411569246,0.545153131481903,-0.48298435314761,0.833595420813864,-0.600650885299608,1.07745480525397,0.254115561582354,0.259194253977617,-0.127069788060453,-0.158290362116896,1.76095980811493,-1.5208376332374,-0.207496002393611,0.764544694386807
"ABHD14A-ACY1",0.295173948028216,-0.559860207493789,2.56226163624637,1.83655289532413,-0.48477337484355,0.0143890628186197,-0.300405448343048,0.066095194741785,-0.261884024486881,-0.838494295887966,0.323737428155906,-1.89473523828848,0.669050787828901,1.15301690513493,-0.134977635901476,-0.991380579791178,0.131065672410425,-0.0143890628186197,0.351327717854266,-0.994511284573563
"ABHD14B",-0.00618122241210357,0.618964210050044,0.129086232437468,0.189121348293563,-1.00484647390226,0.48900883462698,-0.341292164863676,0.315179929045853,-0.382518539895258,-0.215137235984306,0.00618122241210368,2.89526794088708,-0.420837543733898,0.405870454483178,-1.76398821640472,-1.69634179448099,0.00694005498057626,0.642998594835731,-1.27513893122089,-0.595504357216899
"ABHD16A",0.917932015860228,-0.0448613323839145,0.817205657655511,-0.266814451121882,-0.950159898567712,-0.879268213775971,1.21144969329111,-0.869148550315819,0.85313228451033,-0.269234013513606,1.4221681359192,0.0448613323839145,-0.426034583194056,0.884913411918723,2.56553752809658,-1.36370426168263,-0.545228342961993,1.00674807436773,-0.753506982745798,0.198737878245773
"ABHD17A",0.0694574115003955,0.267396983602055,-0.0702078438341412,-2.66347181751664,0.0748748949966406,-0.035302058748122,0.037591727807849,-2.78062389335017,0.0515659234301078,0.0886802397892908,0.0615604840615123,-0.00865900611794864,0.03316985368508,-0.07164906536892,0.114759167222284,0.00865900611794864,-0.16213810992192,-2.66551857618304,-0.154880832599011,-0.0840848858094592
"ABHD17B",0.573237350402263,0.72071328446539,-0.342008774987278,3.96745055335613,0.0353646144248639,0.0738935736961481,-0.0779442531121558,-0.120361879341983,0.250519017354383,-0.0758517122631387,0.298260101541695,-0.900934737009552,-0.258705134866688,-0.418669186396636,0.533371535553373,0.226017980842547,-0.0353646144248639,1.38117712331779,-0.28029376205601,-0.318139004617206
"ABHD17C",-2.70436550122405,0.0849822206243786,-2.7392734079636,-0.136491749503039,-0.200537330748742,0.142249124436888,0.0304827208940689,-0.18062798510461,-0.0358043720251713,-0.00639978232907134,0.12443774018167,-0.35780488612406,0.0189456188251607,0.0964413336580354,-0.154856508433391,-2.7151458017699,0.0978997438203099,0.00639978232907134,0.060385744001712,0.167877466166551
"ABHD2",-1.04544375443295,0.9707544054295,0.867785772316818,-0.867785772316818,0.906341507208344,-0.987210064076218,0.974583308222575,-0.945661352245184,-1.03594583560937,0.892633705883402,0.87185494490641,0.920297120448427,-1.24742998715937,0.90662866764054,-1.3117317902345,-1.05324292929142,0.879553124669086,-0.869146333083543,-0.919026225024244,0.910783028659411
"ABHD3",-0.0362140845306772,-1.90589648371268,-0.013784041983978,0.020178919392718,0.111306957403691,0.0341818393980859,-1.91033570176751,0.0418060336031708,0.013784041983978,-1.83035779482831,-1.90430944770645,-2.05989928083599,-2.2667280243276,0.137739491388114,0.128658095904443,0.0930753526650478,0.143126259079062,-0.017628506940475,-1.91235667242726,0.166785639523051
"ABHD4",-1.19428678810257,-0.515920861150976,-0.901807101224982,-0.400484271971066,1.22971771950868,0.254522758609533,0.251323510984788,-0.201968605307002,1.09576796428527,0.300492622873697,0.430851199777378,2.67302988226514,-0.306354384481187,-1.65108519365494,0.676027847199038,0.648724444303863,0.201968605307002,-0.728571569717447,-0.576910225809346,-1.19556204464734
"ABHD5",-0.501677949296865,0.266471005480469,0.205437888288599,-1.54106482863012,0.197762399525073,0.0409168637684482,0.168483293021947,-1.19413901693119,0.958039682419462,1.02425175161482,0.265497572908602,0.951836209189257,-0.361850280759159,-1.26632431278985,2.63255855862501,-0.310651430923575,-0.181377548143031,-1.48295530331847,-0.942561206095738,-0.0409168637684483
"ABHD6",-0.330747527452884,1.80648105953556,0.108039780602233,1.45429531908582,0.0177566440793184,-0.738312323583262,0.629539739540968,0.393962213450966,-0.421572015249443,0.703058208787124,0.040856678500189,-0.0177566440793185,-2.0414804315807,-0.108332824585713,-1.43209798331877,-0.269526411355473,-0.859954624123863,0.995063488890552,1.75084614027287,-0.817776391430024
"ABI1",0.315772959962292,-0.0606415834820126,-0.62923968819057,-0.525637153638905,1.034850785941,1.7711617284418,-0.33041358232038,0.217118028286674,-1.19840132507508,0.0606415834820126,1.41931085317145,0.101454663955078,-0.741999744153927,-0.571926889838588,1.05369893120747,-1.42355503743573,-0.410399623140493,1.51072386273305,-1.41133830309872,1.4386442021397
"ABI2",-0.0715255720236221,0.0485458987690588,0.905317294369192,0.959530787494719,-0.770735628052496,-0.598878765177874,0.659287047549312,1.19240696968471,-0.575884120565694,0.169674110398953,-1.10075347114009,2.00163258720997,-0.0902079469056732,1.16791012814084,-2.36454772039774,-0.0485458987690588,-0.129706079863366,-0.185537781885323,0.455455121382348,1.45382926600132
"ABI3",-0.766714917354534,0.209971785045333,-1.73118680053877,-0.825310677777297,2.61597820241245,1.49321042800918,-0.697117097217158,-0.937671316168037,0.674421562820953,0.207093314754283,0.649705830935708,-0.618569494638048,-0.858140949464695,-1.13687458120935,0.575487439583852,-0.14242051924817,0.320154804393971,0.26189803583354,-0.673836493799084,0.14242051924817
"ABI3BP",-0.0735747195528405,-0.185578257842231,-0.828545274293598,0.551966720628248,3.20450048070547,-0.00984610584409968,0.462613846219167,1.77843493226734,-0.0567070023869766,-0.856057221243442,-0.472807616860647,1.36105645213729,0.133946399764205,0.515487455329073,-1.06111986256131,-0.612551832165546,0.656825432391201,0.00984610584409951,-0.396997697114127,0.0363997944410417
"ABL1",-0.368160289245881,0.976450178161571,-0.569172095744481,-0.0214001677034102,1.98573842018059,-1.20259796139855,-0.522232163364672,1.2413484655335,0.0809029297248131,0.464806409936586,-1.17685007313122,2.41816062520063,-0.902080696329679,0.0214001677034102,0.402740406676842,-0.266728883804672,-0.0565824298753054,-0.751712799414707,0.463627252263122,1.31167149769886
"ABL2",-1.28451231403484,-0.44434805990548,0.507664251159423,0.478814997397623,-0.731123885257606,-0.70504438236153,-0.638657866882466,0.848492794231935,0.776542082831734,-0.109644435535014,-0.475118048470596,2.89782968504881,1.48240391416981,0.192082780684346,-0.319019703284711,-0.0817060268512413,0.790273782327979,-1.42653419515841,0.775144949681741,0.0817060268512413
"ABLIM1",-1.00099373788616,0.933049055722192,-1.70221467800646,-0.811826554193855,1.42565823475504,0.138676486143459,-0.300561231733232,-0.271148708386036,0.0711537101882712,0.415792482227133,0,1.47691960578126,-0.592126310880814,-1.45126920087283,0.0813486010658166,-1.61355399145692,0.765893709007074,0,-1.83650167360323,0.764642101755266
"ABLIM2",-0.00709488034611676,0.338211830973884,0.0359832143369868,0.0809007651160104,0.286357634963275,0.0878762737622984,0.104018726098807,-0.00304989326890112,-0.0496032484926066,-2.52349358114137,0.0398772516734952,-2.83849623429017,0.084863242158875,-0.0820905333548409,-0.111365167027231,-0.0215005058064982,-0.217336200077659,0.00304989326890111,-2.63602166679656,0.101100559764106
"ABLIM3",-0.158430968391801,-0.022526678621006,1.80136016709756,0.0239232042938153,2.23991265355075,-0.0986579353935398,1.85393802799866,1.8357971558492,-0.148681982679594,0.0493271545500126,1.83902435222949,-0.169017059322576,-0.365756481853025,-0.295144653003183,1.806885982989,-0.16643630573723,1.90027684266585,0.022526678621006,-0.0286717326192429,-0.29694654850287
"ABO",-0.0077939738539055,2.2386675932718,-0.0300688960552228,1.6415967256909,-0.000583306575589733,1.9786936730821,1.80728563474404,1.77844873221916,0.000583306575589733,2.1433064117253,1.8321199286825,-0.0168905768234006,-0.185948298593447,-0.125271720600935,-0.242663274420042,-0.0146729413542261,-0.04336787390382,1.67250780014662,1.68963842277382,-0.126820085154041
"ABR",-0.958751949003523,0.81068396046807,0.550034045230815,0.171363448468449,3.48145489805055,0.00446492441115876,-1.13047455427784,-0.182150470658657,0.297027723440043,0.296537484616355,-0.136282748956785,0.351143223745746,-0.723908616480517,-1.01495790675342,1.1848351857638,-0.378937190956952,-0.580428824271084,-0.00446492441115876,-0.136282748956785,0.381076982107354
"ABRACL",0.396811929200581,0.961576965661362,0.8171634925878,-0.351777001196919,-0.831224137070115,1.09032524887664,0.02010956084284,-2.10421081165596,0.143817823335257,-1.58765571209859,1.3123443632877,-1.79420837496268,-0.02010956084284,0.0833142964774459,-0.237663346829938,-1.31159527825594,-1.52767633306586,0.307581721873276,0.167534317340089,-0.625357832018236
"ABRAXAS1",0.783200454778621,-0.0596620185608621,0.688573001626045,0.180132565315511,-0.914935364590271,0.791719024873478,0.523739357453682,1.29425175470232,-0.0695489442303103,-0.137848153597858,-1.58828790313079,2.163706731843,-0.370537030643123,1.8556900795888,-1.51852791834166,-0.632051663193556,0.00515705905379916,-0.23144606416564,-0.00515705905379916,1.31293126654841
"ABRAXAS2",-1.92787200849706,-0.827923128060843,0.899111328299617,-0.881977996701108,1.4443636432938,0.545223616047064,-0.00345430469316626,0.683766370311746,-0.878672202171433,-2.09240625343085,1.19314282323009,1.37962156886319,0.0102209857937728,-0.078565602780468,0.653277672112735,-0.078565602780468,0.00345430469316626,0.578675595342672,-0.454131541611826,-0.852361894001868
"ABT1",1.16650007401023,-1.21817659949623,-0.603202435917397,-0.618734313074391,0.441890444724775,-0.0707926143866763,0.677945644552781,-1.5641366479889,0.94115727311801,0.0707926143866762,0.3141139087352,-1.88790252330834,-0.330365277144109,-0.0960247631202541,-1.87588254487413,1.56009978708596,0.498098551627236,-0.69440221068295,0.157264874735557,1.06572950234975
"ABTB2",0.0418209932269965,1.42017455544333,-0.353240139326876,-0.0418209932269965,0.625499127138901,-0.22675148507571,-1.36706190571402,0.044937228387317,-0.287612619004936,-0.729105016623393,1.04685793925403,1.90873459472043,0.940625086069126,-0.841936936705777,1.92883946132161,-1.42900881742875,1.5866480550792,0.287566728573291,-0.0441466825946238,-0.325080657736991
"ACAA1",0.120778105555054,-1.15724329721563,-0.877409709480641,-1.17678489903352,1.13216334072527,0.870436059556588,-0.385731648823696,-0.570334485278339,1.40597868030757,0.109495250341078,1.6754125985618,-1.73727839151721,0.00298605943897948,-0.743209147147287,1.60307399281632,-0.00298605943897948,0.995428660694309,0.218614397856255,-0.0126248851633533,-1.00687831116369
