"","GTEX-R55F-0011-R10A-SM-HAKXY","GTEX-WVLH-0011-R10A-SM-HAKXZ","GTEX-NPJ7-0011-R10A-SM-HAKXW","GTEX-RN5K-0011-R10A-SM-HAKXU","GTEX-Q2AG-0011-R10A-SM-HAKXT","GTEX-P44H-0011-R10A-SM-HAKXX","GTEX-Y8DK-0011-R10A-SM-HAKY1","GTEX-QVJO-0011-R10A-SM-HAKXV","GTEX-UTHO-0011-R10A-SM-HAKY2","GTEX-RU72-0011-R10A-SM-HAKXS"
"ACP5",0.196434061040735,0.288076325787668,-1.55298548929886,-2.02179327670023,-1.41910778145046,-0.00693916383676365,0.264254619049779,0.202212947085998,-1.96595318147048,0.00693916383676365
"ACP6",0.346492490399977,-2.18292970126717,0.343550697049136,-0.339782079359517,-0.617615917199632,-0.787347615726687,-0.752892430525589,0.879519420007937,1.28280958250704,0.339782079359517
"ACPP",0.336083764908584,-2.37987098959991,-0.209800595661304,0.112089103726213,-2.13301810065361,0.175268478395142,0.334607816393952,0.0643037009941075,-0.0643037009941075,-0.205669074103221
"ACSBG1",-1.00840883682792,-0.679122650120638,2.09579401947254,1.06608271773756,-0.224188765106399,-0.543559596350177,0.917511818158653,0.2241887651064,0.528966460262622,-0.84307777524751
"ACSF2",-0.289098334885537,0.0245893705767029,-0.0245893705767029,1.17894623630595,-0.754590136752485,-0.197489097417353,1.60931102603457,2.17719054195183,-0.667659614236776,0.785813366911833
"ACSF3",-0.364405492205858,0.233124821402395,-0.271226725920997,-0.119758104790926,0.119758104790927,-0.483523522542344,2.100159111872,0.809060098126522,1.86268910935299,-0.909770551187523
"ACSL1",-0.549182139965061,0.733184568925201,0.76622432207292,0.994445182575554,-0.259959757494228,-0.273958797290714,0.13937564512291,2.41457766491487,-1.13809962733431,-0.139375645122911
"ACSL3",0.362146470702957,0.650181386990855,1.08421575615857,-2.09140854076618,-0.405659645087949,-0.845717112166235,1.33985915085761,-0.27031885868637,0.27031885868637,-0.280974323243302
"ACSL4",-0.201779109204741,1.03216494817905,-0.333536333173292,-2.709891202397,0.334910915187355,0.278894323185995,-0.0312792746359793,0.0312792746359801,-0.761615889415337,0.301886066827668
"ACSL5",-1.83564593208006,0.284103702749183,1.04197834049163,-1.3433490931066,0.153969099815174,-0.410095016743122,-0.153969099815174,1.31629082431589,0.209690328252549,-0.981000998781186
"ACSL6",1.36750198663743,-0.0442225884358987,0.0442225884358987,-1.35419374638909,-0.550912122900132,-0.495249731684041,0.553537644948398,1.55960851951552,1.57495617676164,-0.289506379165462
"ACSM5",-0.0459690171529316,0.14682959318163,0.0129380743921649,-2.28753742598024,-1.66520006293525,-1.9707896493559,0.205415246362691,-0.0129380743921649,0.0880690155994019,0.0794154894127936
"ACSS1",0.482745737731759,-0.589195331937441,-0.815555412863127,0.387797264181481,-0.579892848510113,-2.21910373475551,0.697983224497873,1.415782501636,-0.0183485545947545,0.0183485545947545
"ACSS2",-0.0410397095209336,-1.25342014054817,-0.486582719796706,0.715298235006792,-0.481087457394442,-1.9905827404377,0.0410397095209336,1.616579358129,0.0630604181639788,0.30663510250175
