"","GTEX-R55F-0011-R10A-SM-HAKXY","GTEX-WVLH-0011-R10A-SM-HAKXZ","GTEX-NPJ7-0011-R10A-SM-HAKXW","GTEX-RN5K-0011-R10A-SM-HAKXU","GTEX-Q2AG-0011-R10A-SM-HAKXT","GTEX-P44H-0011-R10A-SM-HAKXX","GTEX-Y8DK-0011-R10A-SM-HAKY1","GTEX-QVJO-0011-R10A-SM-HAKXV","GTEX-UTHO-0011-R10A-SM-HAKY2","GTEX-RU72-0011-R10A-SM-HAKXS"
"BDP1",-1.0730639916521,0.752481838192824,-0.670722268981252,-1.07493369777289,0.827081546764505,0.670722268981252,-1.33529228615403,-1.16070150673232,0.904854186941593,0.871714064697014
"BECN1",1.37042184318182,-0.858721927012172,-1.12822793155655,0.843761374447066,-0.889400964174706,-0.541977202297104,0.670143549663034,0.282952061576268,1.68467333505793,-0.282952061576269
"BEGAIN",-0.0971751911481336,2.39791475185137,0.39629631004326,-0.96440950678734,-0.194113488753269,0.503478073985099,0.0971751911481347,-0.504654407238965,-0.282755526190953,1.53311176776586
"BEND3",0.0985462567426788,-2.21298031076512,0.224105129489668,0.166536469996149,0.21944500481294,-2.37849459380809,-0.037166428680644,0.037166428680644,-0.21461702516973,-0.0806669154568134
"BEND5",0.116034336871245,-1.9720077870251,-1.93304104665649,0.0690120489709701,0.0717116697529125,0.0169407253448635,0.0590885729076603,-0.0942626120983578,-0.0169407253448635,-2.18746378025649
"BET1",-0.183659011646755,0.297742344372387,0.183659011646755,-0.552543011396905,0.313297893723474,2.36036105036461,-0.576988933919346,-1.31717510567354,-0.709641664200828,0.55821086759725
"BET1L",0.0631418275299019,0.191066157758684,-2.41239083406471,-0.126139265660502,-2.21583915187825,0.130183016590547,0.0448765202963669,0.188739576213056,-0.131326210351432,-0.0448765202963669
"BEX4",0.0013914350357912,0.129481514755842,-2.24692287324874,-0.0877441419256359,-0.102275876606197,-2.44068465514168,0.0698328854294817,0.0716727503001011,0.072538351055157,-0.0013914350357912
"BGN",-1.5670805176385,-0.715934464217,1.0269649850151,-0.299384752946515,0.356354208184985,-0.673139623976352,1.40689559158598,1.55976010856785,-0.0862410007264372,0.0862410007264374
"BHLHE41",-0.696698277279252,1.15556203361465,1.50564575282933,-0.410031524470446,1.02626755326021,-0.320864191678864,-1.72919796825651,0.320864191678864,0.441861091361549,-0.590811026535548
"BHMT",-0.448811999789851,-0.0862036083483203,-0.0563047070507465,1.37903196280283,0.0563047070507464,-0.192621055164947,1.93816372276085,1.90256330961161,1.72042332404128,-0.251521451582254
"BICC1",-2.26297527960429,0.386763116712471,-0.0111826804608941,-1.26068771815349,-0.829828214707243,0.574819441287708,0.0111826804608941,0.599637529460408,0.818769095995404,-0.981977067978106
"BICD1",0.0163022656002556,0.95186088339188,-0.558408980832717,0.655765523855232,2.2219296194681,-0.0591986958420388,-1.4045587636114,0.600328165552957,-0.628174244863115,-0.0163022656002556
"BICD2",-1.25699231286715,0.302951517398893,0.270578268972322,0.775090938097451,-0.422156606875539,0.400344911068549,-0.270578268972322,-1.16760386746254,-2.28574066522673,0.718566284839304
"BICRA",0.0346188861966135,-0.217136105116765,0.447749189143522,-0.207882176205412,-3.08854779376252,-0.0342747431845786,-0.0115936851812359,0.0125208537975137,0.13552759497121,0.0115936851812359
"BICRAL",1.42633696162193,-0.566460855154563,-0.688487605634275,0.730685076637601,0.216385153490199,-0.956764652463852,1.54815995312999,1.2495344644259,-0.988622751685688,-0.216385153490199
"BID",-1.0166277029608,-0.490948456079401,0.0761812578477801,-2.23350594380704,-0.07618125784778,0.67365856010912,-1.27755940076688,0.57102087656639,0.87861380182288,0.403039718553946
"BIN1",0.00945972047748749,-0.180872990708176,-0.027780804751562,2.27068731378049,-1.05321612680582,-0.310324783946992,1.35107510426035,-0.00945972047748667,1.14144572895727,1.17637189466742
"BIN2",-0.533981122640908,0.893458644765151,1.10604146534707,-0.294568889722603,1.01599445058866,1.07474761074266,-1.86593522378381,-0.288514718747084,-0.892364688171827,0.288514718747084
"BIN3",-1.43296353485602,-0.550744633966012,1.00305385978,2.28841146833788,0.123450337268674,-0.209324657190382,0.0232029426645215,-0.188295623265083,-0.0232029426645215,0.800783781619199
"BIRC2",-0.15334873688731,0.15334873688731,-1.14629195877707,0.63206204012843,-1.51720969651105,0.93909595382827,0.333483354031392,-0.618084436642527,-0.214815251059419,1.87734518902604
"BIRC3",1.64827066536444,-0.0900037846937185,-0.058786828390775,1.66629492608346,0.0587868283907748,1.52056573620369,-0.735693399270616,-0.557861654305114,-0.421462007713664,1.476670256494
"BIRC6",0.0920805101627858,1.54500168251718,-0.0920805101627858,0.430020438638242,1.73209191800626,-0.335308865597407,-0.781085258367448,-0.616881005408238,-0.153442669003803,1.91902800874625
"BLM",0.676472443789856,-1.87097338255447,0.309873815762498,0.222243818799109,-1.66712317997199,-2.02319760912773,-0.555753896358201,0.104858074217847,-0.0755012609644578,0.0755012609644579
"BLMH",1.52133183631295,-0.46744028040401,0.446843538709867,0.959745874297491,0.224291805665678,-0.682382643001934,-1.54657977784533,-1.28924575965188,-0.224291805665678,0.854445289686436
"BLNK",-0.632871783715398,0.170837697849878,-0.170837697849878,0.768733688646662,-0.966252733259437,0.501390777974275,-1.29571678582454,0.191955522808172,1.20847388048301,-2.02341056759574
"BLOC1S1",-0.0061819858407806,-0.285764581290148,0.436958478358642,1.88328555611163,0.744525332948015,-0.285764581290148,0.427799176634506,0.00618198584078055,-0.832086501675119,-1.91629501828601
"BLOC1S2",-0.183640289345808,-1.1208480839747,1.57944580288485,-0.0718893719339708,-1.26662159248078,0.0718893719339711,0.787066032534817,-1.48959111544465,0.316161057718334,0.831965363485837
"BLOC1S3",0.907698951696073,-0.799514313535621,0.157705135764195,0.729284742072632,-0.157705135764195,0.795287872245421,-0.647780601461477,-0.313737310041927,-1.60556705304202,1.81795545915583
"BLOC1S4",0.271824987471833,-0.175719178129606,-1.11851258697623,2.08160993057271,-0.12396418361213,0.12396418361213,1.38965092574935,-0.367517583836802,1.51541401244745,-0.228455597167513
"BLOC1S5",-1.54591863806783,0.623124041561256,1.13401341910191,1.5268597893098,-0.0414474480986489,0.979068501068172,-0.372896277776416,-0.466607291772333,-1.15661898374054,0.0414474480986489
"BLOC1S6",-0.170399917694991,0.816494068340222,1.35094698028689,0.71422482425742,-0.212394422932183,1.885832481667,0.153188972793177,-1.24526567964587,-1.09075286056306,-0.153188972793177
"BLVRA",-0.178164703027137,0.812348882247879,0.406970505154966,-0.607699762751874,-0.982289496141872,-1.66362089121302,0.518406185321783,0.178164703027137,1.32925548373179,-1.50298627710789
"BLVRB",-1.01714276981884,-1.30684657366181,1.12798564277637,1.32161992832677,1.47161689008897,-0.950049534729051,-0.0792479012771583,0.456389438378845,-0.184262715798637,0.0792479012771583
"BLZF1",0.0553092300683373,0.035531357008559,-1.88395162798174,-2.41043202915333,-1.73360431884966,0.0477433349249951,0.0906412325364353,-0.0134963285139907,-0.0152318433456186,0.0134963285139907
"BMP1",-2.10115006605173,0.0719948374950566,-0.591687112541008,-0.0347274126737634,1.38078020887879,1.20434749783627,-0.520319168781417,0.602455376407716,-0.508032026653526,0.034727412673763
"BMP2K",0.330713568214845,-0.0950916640750614,-0.757629714889205,0.0260674126752485,1.96363235538593,1.0000999778827,-0.0260674126752485,-0.16492217993111,-1.67214074739547,0.928412601210534
"BMP7",-0.837256380642703,-0.811346676864536,0.089245898677479,1.73735313247146,-0.149454241262798,1.29190525118453,1.94716946325506,0.264804677328362,-0.0892458986774788,-0.259227488143106
"BMPER",-3.14105476486249,0.0745781098808499,-0.100550970278093,-0.0243864431639083,0.063924442233184,-0.128812449697467,0.0243864431639083,0.119275490676777,-0.0399095035064134,0.102731614248625
"BMPR1A",-0.0308214218155927,0.073402177155019,-2.41198344832989,0.158220109300414,-2.23998045091885,-0.458297184958839,0.00180915531089297,0.0461892419312759,-0.00180915531089299,0.240810549616771
"BMPR1B",-2.24545079565007,-0.119764742515893,-0.024810274871412,0.0528871854007465,-1.63993378247149,0.0463039606574084,0.0626139422427559,0.0662626310795422,-2.19133232127654,0.024810274871412
"BMPR2",-0.194290774822901,-1.64011653378441,-0.903784061468999,-0.42599097103654,-0.670739479963852,0.403805202269873,1.4490412772595,1.53865582733833,0.397877046843755,0.194290774822901
"BMS1",-1.31206611641835,-0.616133439214841,1.21267463053713,1.22667340494449,0.906519722842775,0.338111085510729,0.182741449745326,-1.67692330454366,-0.339707654331064,-0.182741449745326
"BMT2",1.24788597776582,0.840796977182095,-0.812553139112739,-1.28899588755653,-0.676495111074833,-0.977254586693586,0.880617616587441,0.676495111074833,0.824742214620785,-1.04841978945334
"BNIP1",0.146936250509808,-0.237937466525636,-0.883028146847394,-1.67085026873443,0.116559677270131,-0.0877848999178207,0.0877848999178207,-2.55479821774761,0.487374730842836,0.49133298027916
"BNIP2",-0.926959967781066,-1.87354145696004,-0.0398352187949853,0.390195145667928,-1.10045813909333,1.58104963522538,-0.120339230362416,0.105591815661237,0.918706647514602,0.0398352187949853
"BNIP3",-0.00168643887064238,0.729982729577952,0.35193649368551,-0.884340307980727,-0.00964181925428664,-1.63660944340956,2.01969752094921,-0.821713406030281,0.359746276479733,0.00168643887064238
"BNIP3L",0.256028006198062,0.368413494949176,-0.912725801274533,-0.985714264425738,-1.11244927278481,-0.00215873689240709,1.02718406485784,0.00215873689240746,1.11347956199803,-1.99036701228452
"BOC",-0.305152596168396,0.0524783371296628,1.75749153836188,1.59891783727979,1.71241110528234,-0.0524783371296628,-0.557459674978074,1.74559838784146,-0.260627162914695,-0.110570218728448
"BOD1",1.56211826568541,0.326613472099146,-1.44013682152825,-0.791537393573921,1.09036591184926,0.0957445024932488,-0.0957445024932488,-1.44395231896889,-0.202122533671155,0.652355104085702
"BOD1L1",0.103331193608152,0.229109550828596,0.400743543680386,-2.31723083090311,1.19590640545942,1.03069781229457,-0.767213430256686,-0.629525678453349,-0.112078435844198,-0.103331193608152
"BOLA1",1.33880516992115,0.670000046978561,-0.299107118394592,-1.0044551991002,-0.684613110683498,-0.381952841428404,-0.344147297040271,1.55909710828054,1.81287627495158,0.299107118394592
"BOLA2",-0.504713653648752,1.67893242948571,-0.559920002350256,-0.47368246081182,0.427917892011418,-1.07634503042258,-0.427917892011418,1.29443246025636,1.60190874973833,0.451803798975595
"BOLA3",-0.120031281235581,0.118070552606714,-0.100578468978302,0.100578468978301,-0.595194091229698,-0.48311339234744,1.70878929070705,1.3726297047348,0.885400448417445,-1.70728580430695
"BOP1",-0.72950907321274,1.37182873399249,0.836309156036621,-0.194827009332534,1.21269626779417,0.0380505197418901,-2.0284042790062,-0.344241665695101,0.413458560169439,-0.0380505197418901
"BORCS5",0.431395514660704,-1.93232503201873,-0.508396034108875,0.801489712225124,-1.11223321660232,-1.31143446232019,0.141873678251077,1.2969991809215,-0.0183087680227999,0.0183087680227995
"BORCS6",0.0355943889516193,0.360225542216357,0.120511715997973,-1.18478087311118,-0.881171937391139,2.14993834111586,-0.51127797993191,0.21422234292059,-1.36526627092036,-0.0355943889516193
"BORCS7",1.24632009611765,0.455891677622353,-0.0723090425213959,0.334045713573334,-1.59459932306235,0.444762391666476,-1.9094711108607,0.0723090425213963,-0.867098756491767,-0.855743753628285
"BORCS8",-2.20057800540154,0.660455769547775,-0.712505099060456,1.04936318331514,-0.936050466783884,-1.11628916530564,0.143574044226759,0.579279447077871,-0.143574044226758,0.376921391380137
"BPGM",-1.41194617087406,-0.123261653744813,1.63435050139542,0.738901849994738,0.979454683265419,0.123261653744813,-0.339859009984786,0.221003482138967,-0.345106969949193,-1.5866230801199
"BPHL",0.25573751365942,0.354983750339539,-1.90951663705089,-1.00509066246474,1.34452486472303,-0.25573751365942,1.1280923569554,-0.764424955055262,0.482137494474891,-0.517983264026118
"BPI",-0.635833636882551,0.114276813834222,0.438930889271457,0.72932197966231,-0.304319792919843,0.677666152257963,-2.69113715164057,-0.0586996319291694,-0.824614933281857,0.0586996319291694
"BPNT1",1.28189757366774,0.438190576846323,-0.438190576846323,1.68371392232247,-0.737579483924262,-0.487536191218608,-0.575222454993252,0.696235606035734,-1.04868896113039,1.38738015315408
"BPTF",-1.03269238749342,-0.136521996753425,1.08296725692021,0.213013878014936,0.84658020447559,1.02724119482513,-1.35838493071183,-1.54068698355759,-0.998590412201054,0.136521996753425
"BRAF",1.29156229773031,-0.545437097432551,-1.03976064202686,0.183638979882137,-1.92486673560138,-0.286332272764561,0.541521290095514,1.20292646964854,-0.183638979882138,0.600821963804804
"BRAP",-0.848669741751713,-0.995236098844438,0.326221440807418,1.86866834977754,-0.00367244803993829,1.12536223089809,-0.210939873554636,0.00367244803993829,-0.727931498770364,1.50585358438035
"BRAT1",0.0993974276767473,0.0953508381606352,0.678991162827084,-0.283403795063326,1.01439289984713,1.23644440689149,-1.95057515949586,-0.549280673370012,-1.37626563753057,-0.0953508381606352
"BRCA1",-0.207744764497088,0.432593799018082,0.118784747205391,-0.00294825837947753,0.210373048117128,0.00294825837947753,0.170011317632971,-3.04836579941854,-0.24432857997837,-0.020186756838083
"BRCA2",0.29401779893879,-0.294911181592111,0.289650319885184,0.506113462134991,0.576592467388957,-1.44346610548319,-0.956695133694693,-0.289650319885184,-0.703116176083438,2.139706140928
"BRCC3",2.39488268015441,0.00638678177765518,0.343114247238933,0.671259156077163,-0.623822052855175,-0.131380474864503,-0.00638678177765518,1.6755021194491,-0.270664460828156,-0.722643023176266
"BRD1",2.43600251317558,0.404085051264097,-0.970834456529837,-1.22456973017973,0.150787739657152,0.217251222725386,0.266840510702207,-0.150787739657152,-0.477159713509481,-0.286821682519147
"BRD2",-0.590258599581448,0.0664282968760982,0.619888306952282,-0.0601451141707282,-0.2264945457475,0.477332974557829,0.0601451141707284,-2.49103703179974,-1.29437484111472,0.869420628114588
"BRD3",1.50499568929045,-0.0754841484661884,1.83680077557126,0.857050228868267,0.0948508595509537,-0.312560499738551,-0.210842533313761,-1.6779385843875,-0.154866153096113,0.0754841484661884
"BRD4",0.348272035758139,0.231526672134548,0.647506537167978,-0.76977665280969,0.367479378496492,1.0332750983321,-1.59690221398294,-2.0415729678592,-0.231526672134548,-0.789729262510425
"BRD7",1.1451067270956,0.0575698990627025,1.37910520275187,0.0623091888857114,-0.79748526340264,-1.27153508481701,-1.47887392643875,-0.057569899062703,-0.559613259333533,1.02371713283705
"BRD8",0.114633555981959,-0.106855346238201,2.33189871985205,-0.142846853422565,0.0608437148305758,1.1455945304137,-0.960865495189977,-0.88843719628762,-0.0608437148305758,1.06813601289471
"BRD9",0.0320869070134519,-0.219936294960367,0.726997926783533,0.781944563688965,-0.544798017852912,1.04979165442502,-1.46798839788834,-0.0320869070134519,-0.081297342564844,2.20173840150016
"BRF1",-0.565161137159092,0.387290465400944,0.596392395571727,0.566824533755179,0.088875714520653,-0.088875714520653,-0.48039374590076,-1.88257242623554,-2.13571889916902,0.594616591730633
"BRF2",-1.18959791883618,-0.811429360401467,0.854272919640723,0.776196405598795,-0.662805761302786,0.96047460743762,-1.45639420347637,0.728424034794122,-1.14251552931256,0.662805761302786
"BRI3",-0.178750169437078,0.124545839275623,0.826307027065686,0.277305582295347,0.527076500286899,-2.84182577795226,-0.126685908428484,-0.354672413941437,-0.0341001733264706,0.0341001733264706
"BRI3BP",1.39487023634189,-0.126381006457163,-0.735795684614585,-0.304448776293924,0.261201993125012,0.731902058040491,-0.414630286175518,2.47365244742605,-0.554256103146062,0.126381006457163
"BRINP1",0.0803325856537912,-0.0803325856537912,-0.830967292252308,-0.567048964672903,-0.156289026385519,0.339901368056629,2.3603681964273,1.47048889616971,-0.646268557890736,0.576425919680344
"BRINP2",0.662353785765277,0.453099509224222,-0.453099509224221,0.533201860000428,-0.714186822618385,-2.18940871624986,0.835511376708304,0.485517460802781,-1.10818667297835,-1.01553103886987
"BRINP3",2.02888672131238,0.700617828989709,-1.62945194765811,-0.62681956043038,-0.0720499087880881,-0.00566762927067014,-0.0863115321473045,0.00566762927067014,0.531132491244739,1.2142458895779
"BRIX1",-0.124508956226861,-1.56673660021002,0.124508956226861,0.404958996571471,0.993582775470299,-0.503158072980608,0.840833466643036,-0.23469450118981,-1.72314011987447,1.18934910398328
"BRK1",0.433965155989247,1.51690625113598,-0.267371181327058,-0.201809022102326,-0.0855350293960467,0.0855350293960467,-0.248990459952708,2.12424718205825,1.39444254487821,-1.09596666317432
"BRMS1",0.111402432932116,-1.69592245014004,0.140833899116834,-2.15738800377826,-1.51547011023405,-1.83067442746224,-0.0390710995354512,0.193802285673175,0.0390710995354512,0.201970869902446
"BRMS1L",-1.1525618785467,-0.656817759393834,1.83154408416752,-0.0299832791962879,0.0299832791962879,1.61503095773703,-0.356028278984758,0.336948928876693,0.762744480688387,-0.83256621247331
"BROX",0.0805786252899681,-0.267671422671677,1.37880755435542,0.79762181732021,-1.09934671342808,1.55149206424052,-0.290418109129356,-1.58995305015843,-0.0805786252899685,0.49526717324767
"BRPF1",-1.55921371553194,0.845116007792952,-0.0460453354261389,-0.0849654199638757,0.804829355078059,0.632071803465441,-2.06800769835935,0.0460453354261391,-0.676763620960393,0.550811749932008
"BRPF3",0.111413362622811,-1.75944375981884,-1.72394032909927,0.00981098220980977,-1.59022235424352,-0.00981098220980977,0.0808907260050223,-2.29154430476487,0.101246110333673,0.0831088309960324
"BRSK1",0.770046643516519,-0.236186542029216,-1.4290608506009,-0.214282687442253,-1.07397881640142,-0.443940378635916,1.20657243569902,0.490394035049707,1.81409060220106,0.214282687442253
"BRSK2",1.1051825756035,-1.1498905522411,-1.62127581379063,-0.318624459656429,-1.1082122041052,-0.871944096646816,0.745419147646979,0.318624459656429,1.00268777759652,0.516028370315733
"BRWD1",0.864662445766181,-1.53666433017712,-1.50538235873277,0.576890914539023,0.165461273796639,1.16757460460139,-0.509432369396969,0.264584248147475,-0.165461273796639,-1.40679440238288
"BRWD3",0.137519477099769,-0.0656511883917761,0.593199775052553,-1.62261393170883,-1.5779262684482,0.195961111223868,-1.99153079762795,0.338059424551732,0.0656511883917761,-1.53826001682592
"BSCL2",1.15816691732214,0.410429866863491,-1.33825712471901,-0.54676365601758,-0.373999438912126,-0.984237991386877,1.84065738941351,0.686403702187328,0.373999438912127,-0.578487495089562
"BSDC1",-0.605538540082483,0.415995074482086,-1.32209249219738,0.686690097908008,-2.17017960434868,-0.509312407515246,0.148316028327344,-0.148316028327343,0.702891592538728,1.02444089930263
"BSG",-1.08656916038001,-0.906111965815979,-0.4546668331151,-1.55481486459504,1.17889968650012,-0.279305181710973,1.45009788612993,0.792247100460355,0.323306598403967,0.279305181710973
"BSN",1.10527266657909,-0.290174951983224,-1.10328033335489,0.147577509167592,-0.453793098193224,-0.147577509167592,2.27824339250535,1.06761444237181,0.946916136192688,-0.273399639823324
"BST1",0.901206282875559,-1.0543658237108,1.08142818740619,-0.436559656273442,-1.02545708376654,1.01135281860842,-0.483948371494002,0.877570011362838,-1.56634534536489,0.436559656273441
"BST2",-0.383606940550072,-0.436035518250381,-0.475372904785065,1.58946570510201,1.89766229392674,1.29589290039124,-0.697427464685607,0.0390876996744747,-0.0390876996744757,1.36714364521612
"BTAF1",0.0295478750654325,0.30280440366804,-0.0295478750654325,0.463369373056796,0.206574936899231,-0.49786896739783,-1.0870387877033,-1.03411764130803,-1.53938176757394,1.98131304619341
"BTBD1",-0.508400438738348,0.37013612032039,-2.42984424126199,-0.227955497132517,0.458171955626204,0.754714019266075,0.227955497132517,-0.660944983671567,1.1725696824753,-0.399689000090685
"BTBD10",0.355460659122913,0.324384528441247,-1.58013308465916,-1.56050662958941,1.11893801242037,-1.39127154314024,0.938296765176862,-0.34013072635756,0.232893388089873,-0.232893388089872
"BTBD11",1.21494824942597,-1.5868640407157,0.655748912937479,-1.24016185491409,-0.919276909773882,0.163776124489512,0.347115265925097,-0.163776124489513,0.387646010495333,-1.62227060910459
"BTBD17",0.566936889071921,-0.644655490402615,0.294386974249523,-1.35086519197659,1.55700063336284,-0.642166414815781,-0.904166148617654,0.486639482879502,1.55324134851602,-0.294386974249523
"BTBD2",-0.0595795391299552,-0.00960041777546243,0.0183176062692988,-0.480498403775418,1.00264981323409,0.846454127590765,0.00960041777546243,-0.957445235520386,-1.61262759081692,1.88884567255071
"BTBD8",1.53955728361206,-0.0102517927826561,-1.72741978631275,-0.801756066249903,-0.483082131645549,-0.414686205561368,1.5652289161846,0.158371771692958,0.0102517927826561,0.355054125684911
"BTBD9",-0.939024732598541,0.0105534054530384,0.00913505958593473,0.0825946634634195,-0.00913505958593477,0.0250256124866662,-0.41143882687806,-0.0491980843865182,-3.07044625906705,0.343450135829579
"BTD",-0.736323386263519,0.852003547982827,-0.645496103967872,-0.317988415447223,-1.0386283836971,-0.778430214191642,0.346635297197036,0.317988415447223,1.00532760610621,2.10241116782011
"BTF3",-1.23029184258797,0.238458265508006,-0.238458265508006,-1.69451515981579,0.414094011146225,0.324660447042551,-2.04343047392994,-1.32558909450716,0.54858064694147,0.372077350145386
"BTF3L4",-0.023582080229292,0.00206417766581127,0.598335218469697,-0.798339123427749,-0.00206417766581127,1.25775610082994,-1.12474165686417,-1.63836133797943,0.508223840551084,1.4905887871205
"BTK",-0.90216041010809,0.265308693541922,0.00274285550142348,1.25327586526364,0.683433329053177,-0.528875365655413,-2.3196079786284,-0.0372741545694502,0.702989820710222,-0.00274285550142348
"BTN2A1",-0.022410367004486,0.0224103670044857,-0.132713295752147,0.955119625204083,-0.638473159398701,-0.436520859223261,2.0026510074616,1.60733002740155,-1.14126028060704,0.61142929840912
"BTN3A1",-0.295996341778199,-0.876699966498878,1.21107042173884,2.45935473221602,0.396306836575773,-0.561679690347399,0.263844179941808,-0.661983816203331,-0.105843877209173,0.105843877209173
"BTN3A2",-0.289263057181434,0.131174145205153,-0.106590316002046,2.22664229378893,0.016283726898279,-0.332742340625926,-1.19686395032196,1.69853923058136,-0.016283726898279,0.315509178055529
"BTN3A3",-0.0997560273805039,0.0997560273805038,1.04338249987721,2.80364853146365,-0.19051844502359,-0.126207589737976,-0.386139033935785,0.301819448823955,1.09572924704658,-0.455611994428279
"BTRC",-1.86887869287481,-1.46478019495058,-0.140856157200132,0.48195684989617,-1.30596589954627,-1.58337405936881,0.505113947730905,0.140856157200132,0.389122784917437,0.557286493793378
"BUB1",0.671773044369551,-1.17806987118867,-0.94342160809509,0.871719860957159,-0.470307214699335,-1.52421693178883,0.760261228750155,-1.37551645559072,0.470307214699335,0.801483375402797
"BUB1B",0.490954612075643,1.1726123113054,-0.069138878362283,-0.247816129158498,-0.0533134577128484,0.0533134577128479,1.84348221141646,-0.867234209163482,1.04761660271137,-1.54796588654734
"BUB1B-PAK6",0.00716752390554205,-2.08196870016631,-0.0638758749682647,0.011928242624396,0.0399762552646265,-0.0071675239055421,0.0467941332877043,-2.60876158629825,-0.0367311576917569,0.0531188604577616
"BUB3",0.215177916347205,0.464188218077302,1.16551816535745,-0.607981013561606,0.75998560334941,0.0881482956915989,-2.2033587056154,-1.00254512184807,-1.02849046112885,-0.0881482956915993
"BUD13",-0.643637413183424,1.83689890243147,0.00320491763451683,-0.00320491763451683,0.542135660107134,-0.0423550639702804,-0.440392625743365,0.215410927598015,-0.327687950501862,2.41498133611182
"BUD23",-0.153463721864637,0.592507554411339,0.113578211697864,-0.113578211697864,1.0683849583422,-1.17164734160576,0.258245652594277,-2.47845804346168,0.363965943055538,-0.188137045403379
"BUD31",-0.0431807726265959,0.0431807726265964,1.07929299441372,0.427840827860912,0.697052083206356,0.511717580128978,-1.77392900728948,-1.66760137699697,-1.12811903393323,-0.507931135988733
"BYSL",-0.987467022994074,0.818372590893768,-0.234432469789962,-0.0818550623720976,1.67878169701489,1.32366308651977,0.0818550623720985,0.762540919174904,-1.55548170370837,-0.0934011904586017
"BZW1",-0.0953015544502295,0.388798527855705,-0.145009137424463,-0.0995687812198566,1.70995386068479,1.91343377912892,-1.24542347462394,-0.00601153816668648,0.00601153816668648,1.4838780907212
"BZW2",-0.0442109510459538,1.28859865902637,-0.854166566877315,0.537536288606469,1.64197887330713,-0.932305942010364,-0.834050397085998,0.0442109510459538,-1.37859660865265,0.396741133584755
"C11orf54",1.00588535880614,0.301723463846714,-0.489105673629567,0.0781998659479999,-2.42092405630852,1.24635943823064,-0.0781998659479998,-0.491262186660172,0.190879125248262,-0.1140914073037
"C11orf58",1.19909026309727,-1.3721917830727,0.843860182193855,0.469779631774997,-0.464536831733645,0.235439738332371,-0.333462577805164,-0.23543973833237,-1.30695099690264,1.62612718368842
"C11orf68",-0.263213592867141,-1.40379033107389,-1.37633287523571,0.263213592867141,-2.06485048788654,-1.13332117050323,0.713517724696917,0.390810228454331,0.542639291229049,0.319216590885265
"C11orf95",0.0718299180237163,0.0753594462820629,-1.8385679433758,0.130052446920633,-0.0404988716053899,-2.02023471353957,0.04049887160539,-0.048186478710071,0.27421511259892,-2.09873039602025
"C11orf96",-1.66214990526789,-0.474248229260376,1.57937159430848,0.0611909332064552,0.26790627754621,-1.12841179463442,-0.0611909332064552,0.915393644484428,-0.799023478813637,0.842614159802614
"C11orf98",-0.839110116808266,1.53505063588728,1.1828074232253,-0.815313540006446,-0.192307619178288,0.192307619178288,1.38241036767198,0.363032515566292,-1.19142149999928,-0.657027923687478
"C12orf10",0.0215502504811287,-0.036022749216975,1.45528504165865,0.269674783676358,-1.09121401998831,-0.0215502504811285,1.28602242642131,-1.97095706263621,0.226145261801842,-0.163833304842369
"C12orf29",-0.0613685868656806,0.0177187408943378,-0.414286957790399,0.170156298019584,0.71366354569179,1.96466123868823,1.30422480755436,-0.0177187408943378,-1.19261350163958,-1.21029879170192
"C12orf4",-0.055490799114617,0.055490799114617,-1.78841503150225,-0.493531530466311,-0.229298289001876,-1.28601873571762,1.33474412672407,0.551748686584586,1.27492231391717,0.375251422483347
"C12orf43",-2.18510962435654,0.486319922382232,-0.0922739861787975,-0.821284464350004,1.57405481852347,0.526913287072787,0.0922739861787974,-0.183673550649458,0.662278295669213,-0.272296347413528
"C12orf45",0.246568999666108,1.55699285730185,0.329706533398338,-0.381318989494224,0.286646445325276,-0.156608346295672,-0.339576318713055,-0.202464867023061,-2.46307953645551,0.156608346295672
"C12orf49",0.0843481858980007,0.150063552435048,-0.00289879527829585,0.00289879527829587,0.313612759093119,-1.88697650378942,-0.436317571984401,0.194201080897184,-2.11334955680591,-1.9501545522045
"C12orf57",0.168010289703443,0.290942299052454,-0.397506136236882,-0.32460294864829,-0.168010289703443,-0.732559368548183,0.968069208741666,0.363328186305812,-2.55192717755551,0.84514236041556
"C12orf65",0.975289415461383,-0.829132803854167,0.793869427149533,-1.19564355670316,-0.685811764112694,0.685811764112694,0.905200980713111,-1.27979212256978,-1.14840655486091,0.822334804442167
"C12orf66",-0.0986739314644094,-0.210462140506019,1.813604870636,0.0986739314644093,1.55749099711929,0.843995824811275,-0.967117397927053,-0.329189348000246,1.66473642285268,-0.46791760045604
"C12orf73",-0.157285164675974,0.200017005460662,-2.34041251419158,-0.0300722995873143,-2.16914215058911,0.0103194589068782,0.18445915157146,0.194861076805968,0.333593304504363,-0.0103194589068782
"C12orf75",-1.12211866687768,0.199646516192,-0.54738642202748,-2.07236796244893,-0.667119966648052,1.35615342104438,0.144392670728169,-0.144392670728169,0.872527116937828,0.491215884566733
"C14orf119",0.17668766175687,0.100570439774565,-0.100570439774565,-0.426573504399865,-0.748391614641301,0.264771991313757,-1.05105133193918,-0.171094143943208,1.88502885940484,1.94993862180946
"C15orf40",0.827843893627992,0.186551791785898,0.84613069218894,-0.338712712090373,-0.879106386751893,-0.417969136198668,0.0133928553497303,-1.25312618172004,-0.0133928553497301,2.25416320162422
