,C3N-03452,C3N-01197,C3N-02684,C3N-01365,C3N-01191,C3N-03446,C3N-03450,C3N-03026
ABCF2,-0.56,-0.39,-0.29,-0.61,-0.41,-0.57,-0.56,-0.49
ABCF3,-0.22,-0.37,-0.27,-0.23,-0.35,-0.29,-0.32,-0.2
ABCG1,0.86,0.27,0.43,0.58,0.66,0.51,0.89,1.22
ABCG2,0.02,0.43,-0.01,-0.44,0.76,0.22,-0.07,-0.22
ABHD10,0.95,1.03,1.27,0.83,0.46,0.62,0.42,0.92
ABHD11,0.36,0.67,0.31,0.09,-0.04,-0.16,0.04,0.23
ABHD12,0.26,0.64,0.59,0.71,0.28,0.04,0.25,0.2
ABHD13,0.07,NA,0.53,0.1,NA,0.07,NA,0.07
ABHD14A-ACY1,0.18,0.27,0.08,0.1,0.46,0.05,0.17,0
ABHD14B,0.12,0.01,-0.27,0.24,0.46,0.38,-0.14,0.09
ABHD16A,0.37,0.53,0.67,0.69,-0.01,-0.06,0.26,0.4
ABHD17A,0.8,0.67,0.62,0.66,0.82,0.37,0.76,0.66
ABHD17B,1.17,1.31,1.67,1.63,2.04,1,1.7,1.1
ABHD17C,0.42,0.88,0.08,0.63,0.28,0.13,0.43,0.32
ABHD2,NA,-0.48,-0.52,NA,0.78,NA,-0.27,NA
ABHD3,0.78,0.17,-0.27,0,-0.36,0.53,0.18,0.45
ABHD4,0.05,-0.32,-0.09,0.31,0.53,-0.09,0.44,0.02
ABHD5,0.77,0.07,-0.07,-0.23,0.41,0.24,0.06,0.63
ABHD6,0.76,0.57,1.05,0.73,0.97,0.48,1.15,0.65
ABI1,0.71,0.96,0.75,1.19,0.41,0.34,0.77,0.93
ABI2,0.53,0.94,1.18,1.12,0.28,0.06,0.56,1.12
ABI3,-0.4,-1.55,-0.45,-0.87,-0.16,-0.33,0.07,-0.31
ABI3BP,0.22,-1.24,-0.9,-0.89,0.02,-0.47,0.27,0.07
ABL1,-0.42,-0.41,-0.05,0.22,-0.29,-0.37,-0.45,-0.35
ABL2,0.76,1.02,1.02,1.07,0.42,0.26,0.48,0.72
ABLIM1,0.95,0.92,0.99,0.79,1.02,0.83,1.13,0.87
ABLIM2,1.28,2.07,2.28,2.19,0.56,1.39,1.42,1.53
ABLIM3,1.15,1.48,1.16,1.6,0.49,0.64,0.79,1.35
ABR,0.81,0.94,1.25,1.3,0.74,0.33,0.69,0.91
ABRACL,0.12,0.27,0.59,0.21,-0.5,0.19,-0.33,0.14
ABRAXAS1,-1.26,-1.1,-1.3,-1.7,-0.44,-0.92,-0.56,-1.09
ABRAXAS2,0.27,0.46,0.1,0.54,0.3,0.32,0.54,0.42
ABT1,0.04,NA,-0.65,0.54,NA,0.19,-0.05,-0.86
ABTB2,-0.11,0.82,0.11,0.51,0.48,0.43,0.14,-0.29
ACAA1,-0.02,-0.08,0.11,-0.05,0.15,0.11,0.22,-0.02
ACAA2,0.24,0.47,0.25,0.19,0.47,0.05,0.22,0.26
ACACA,0.51,0.58,0.59,0.65,0.18,0.41,0.43,0.31
ACACB,NA,-0.96,-0.33,-1.18,-0.92,0.04,0.17,NA
ACAD10,-0.04,-0.11,0.02,0.07,-0.09,-0.31,0.09,-0.22
ACAD11,-0.13,-0.4,-0.75,-0.73,-0.28,-0.24,-0.07,-0.42
ACAD8,0.35,0.33,0.63,0.04,-0.19,0.38,0.01,0.72
ACAD9,0.46,0.49,0.44,0.31,-0.14,0.04,0.1,0.56
ACADL,0.82,NA,0.14,-1.44,NA,-1.29,-0.83,0.76
ACADM,0.14,0.24,-0.08,-0.07,0.31,0.27,-0.09,0.26
ACADS,0.59,0.44,-0.46,0.59,1.06,0.03,0.15,0.57
ACADSB,1.02,0.77,1.06,1.06,0.69,0.91,0.9,0.77
ACADVL,0.32,0.01,0.13,-0.12,0.16,0.03,-0.29,0.14
ACAN,1.14,1.6,1.04,0.51,1.81,1.21,0.76,0.4
ACAP1,NA,-2.33,-0.51,-0.83,-2.44,-0.08,0.53,NA
ACAP2,0.02,-0.02,0.27,0.42,0.29,0.04,0.08,0.09
ACAP3,0.18,0.89,0.94,0.81,0.4,-0.02,0.91,0.21
ACAT1,0.55,0.66,0.82,0.55,0.25,0.22,0.46,0.68
ACAT2,0.09,0.76,0.56,1.28,0.7,0.74,0.83,0.17
ACBD3,-0.35,-0.22,-0.43,-0.12,-0.13,0.18,-0.16,-0.49
ACBD5,0.03,-0.26,0.19,-0.08,0.64,0.06,0.45,-0.11
ACBD6,0.65,0.15,0.6,0.49,0.05,0.15,0.31,0.67
ACBD7,2.33,2.65,2.28,2.03,0.73,1.62,1.56,1.2
ACCS,NA,NA,NA,0.93,NA,-0.06,0.7,NA
ACD,0.26,-1.14,NA,1.06,-0.91,0.11,-0.24,0.07
ACE,0.39,0.37,0.3,0.35,0,0.05,0.18,0.75
ACHE,0.14,0.11,0.28,1.07,-0.08,0.27,-0.1,-0.16
ACIN1,-0.78,-0.56,-0.66,-0.81,-0.35,-0.2,-0.63,-0.76
ACKR3,NA,-0.05,-0.39,NA,0,NA,0.04,NA
ACLY,0.02,0.47,0.32,0.46,0.29,0.41,0.18,-0.08
ACO1,0.02,-0.37,-0.04,-0.35,-0.1,0.1,-0.06,-0.01
ACO2,1.03,1.07,1.15,1.02,0.55,0.61,0.54,1.03
ACOT1,0.47,1.14,0.59,0.98,0.14,0.38,1.03,0.68
ACOT11,0.42,0.03,-0.17,0.14,-0.5,-0.47,-0.39,-0.13
ACOT13,0.65,1.06,0.92,0.52,0.35,0.36,0.51,0.82
ACOT7,0.97,1.43,1.35,1.5,0.87,0.49,1.09,1.09
ACOT8,0.16,0.41,0.44,0.39,0.04,0.43,0.4,0.22
ACOT9,0.54,0.92,0.83,0.87,0.05,0.24,0.34,0.62
ACOX1,-0.65,-0.31,-0.45,-0.82,-0.36,-0.24,-0.28,-0.6
ACOX2,0.05,-0.33,-0.14,-0.13,-0.12,-0.1,-0.11,0.03
ACOX3,0.23,0.18,0.61,0.5,0.31,0.03,0.36,0.15
ACP1,-0.03,0.36,0.34,0.98,0.51,0.56,0.41,-0.1
ACP2,0.09,-0.34,-0.03,0,-0.38,-0.28,-0.17,0.09
ACP5,0.81,-1.08,-0.53,NA,-0.4,NA,-0.43,0.99
ACP6,-0.5,-0.43,-0.23,-0.29,-0.22,0.03,0,-0.47
ACPP,NA,-1.17,-1.02,-0.06,-0.01,1.58,-0.16,NA
ACSBG1,1.1,0.59,0.61,0.82,0.78,0.27,0.86,1.19
ACSF2,0.48,-0.11,0.31,-0.14,0.51,1.63,0.26,0.63
ACSF3,0.26,1.06,0.53,0.55,0.33,0.51,0.2,0.67
ACSL1,0.41,-0.1,0.21,0.04,0.4,1.06,0.41,0.31
ACSL3,-0.04,0.03,0.15,0.09,-0.09,0.42,0.07,-0.15
ACSL4,0.36,0.07,0.62,0.5,0,0.49,0.24,0.28
ACSL5,0.35,0.31,-0.13,0.04,0.17,-0.09,0.19,-0.25
ACSL6,1.28,1.79,1.62,1.4,0.64,1.09,1.2,1.14
ACSM5,0.82,0.53,-0.05,-0.04,0.65,0.18,NA,0.54
ACSS1,1.23,1.25,1.09,0.67,0.79,1,0.89,1.01
ACSS2,0.05,-0.04,0.14,0.02,0.42,0.4,0.36,-0.01
ACSS3,0.19,0.06,-0.05,-0.17,-0.07,-0.58,-0.66,-0.29
ACTA1,0.53,0.05,-0.46,-0.12,-0.16,0.05,-0.2,0.12
ACTB,-0.13,-0.16,0.43,-0.31,0.02,-0.01,-0.12,-0.13
ACTBL2,0.3,0.22,0.25,0.04,-0.13,-0.07,-0.24,-0.04
ACTG1,-0.8,-1.47,-3,-0.89,-1.93,-1.01,-1.79,-0.86
ACTG2,0.82,-0.28,-0.28,0.27,-0.07,0.49,0.15,0.05
ACTL6A,-0.68,-1.15,-0.98,-0.88,-0.53,-0.17,-0.77,-0.59
ACTL6B,1.23,2.02,1.08,1.56,0.33,0.98,0.96,1.64
ACTN1,-0.14,-0.02,-0.04,0.3,-0.69,-0.13,-0.24,0.16
ACTN2,1,1.89,2.13,2.64,-0.1,-0.02,1.42,1.49
ACTN3,0.03,0.7,1.06,2.96,1.09,0.25,NA,-0.12
ACTN4,-0.27,-0.4,-0.39,-0.49,-0.17,0.6,-0.28,-0.46
ACTR10,0.57,0.88,0.68,0.9,1.15,0.35,0.6,0.57
ACTR1A,0.69,0.9,0.91,0.92,1.05,0.39,0.84,0.6
ACTR1B,0.95,1.27,1.3,1.59,1.11,0.72,0.96,1.09
ACTR2,0.22,0.08,0.16,0.41,-0.03,0.05,0.1,0.25
ACTR3,-0.12,-0.18,-0.2,-0.08,-0.13,-0.07,-0.1,-0.23
ACTR3B,1.2,1.92,2.21,2.34,0.46,0.81,1.4,1.63
ACTR5,-0.41,0.08,-0.48,0.22,0.09,-0.04,-0.4,-0.43
ACTR6,NA,NA,-0.39,0.59,NA,0.32,-0.58,NA
ACTR8,-0.82,-0.81,-0.78,-0.51,-0.18,-0.15,-0.55,-0.71
ACVR1,1.11,0.1,0.43,0.31,1.05,0.35,0.57,0.54
ACVR1B,0.96,0.38,1.05,NA,0.09,NA,1.89,1.44
ACVR2A,0.72,2.17,1.56,2.36,1.5,-0.1,NA,1.18
ACY3,0.64,0.62,1.73,1.28,1.08,0.57,0.91,0.46
ACYP1,0.65,1.44,1.24,1.5,0.76,0.44,0.83,1.02
ACYP2,0.5,0.9,1.12,-0.18,1.73,0.76,0.73,0.14
ADA,0.5,-0.15,0.29,0.64,0.54,0.11,0.78,0.51
ADA2,-0.04,-0.37,-0.37,-0.67,0.1,0.08,0.11,0.68
ADAL,-0.6,-0.66,-0.24,-0.24,0.49,-0.07,0.01,-0.73
ADAM10,0.55,0.36,1.07,0.62,1.95,0.49,1.65,0.66
ADAM11,1.26,1.84,2.08,1.88,1.09,0.32,1.38,1.29
ADAM12,NA,-0.81,-0.44,-1.07,-0.45,-0.05,NA,NA
ADAM15,0.35,0.12,0.25,0.71,0.51,0.25,0.93,0.51
ADAM17,-0.29,-0.69,-0.33,-0.65,-0.11,-0.46,-0.14,-0.36
ADAM22,1.16,2.07,1.99,1.77,1.27,0.98,1.52,0.98
ADAM23,1.28,1.96,2.12,1.86,1.36,0.97,1.41,1.09
ADAM28,0.38,-0.21,-0.58,NA,0.12,NA,0.7,0.41
ADAM9,-0.38,-0.79,-0.4,-0.53,-0.69,-0.4,-0.31,-0.42
ADAMDEC1,0.31,0.67,0.06,NA,0.43,NA,0.3,0.34
ADAMTS1,NA,-0.42,0.2,0.3,-0.15,-0.22,0.15,NA
ADAMTS2,-0.92,NA,0.6,-0.86,NA,0.63,-0.48,-1.35
ADAMTS4,0.48,0.53,0.23,0.1,1.16,0.78,1.14,0.39
ADAMTS7,-1.41,-2.05,-0.77,0.76,-1.59,0.15,-0.54,-1.02
ADAMTSL2,-0.26,0.53,0.12,0.85,0.06,-0.42,0.43,0.27
ADAMTSL3,NA,NA,1.96,NA,NA,NA,NA,NA
ADAMTSL4,-0.28,-3.94,-0.71,-2.85,-1.92,0.21,NA,-0.22
ADAP1,1.32,1.45,2.1,2.22,1.59,1.18,1.84,1.62
ADAP2,-0.31,-2.19,-0.9,NA,-0.77,NA,-0.22,0
ADAR,-0.59,-0.29,-0.41,-0.41,-0.38,-0.22,-0.55,-0.55
ADARB1,0.35,0.84,0.78,0.69,-0.37,0.21,0.05,0.62
ADAT1,-1.5,-1.08,-0.81,-0.94,-0.7,-0.37,-0.57,-0.81
ADAT2,-0.11,0.67,-0.82,-0.79,0.26,-0.98,NA,-0.27
ADAT3,-0.36,NA,-0.4,NA,NA,NA,-0.27,-0.52
ADCK1,0.6,0.68,0.92,0.62,0.14,0.19,0.35,0.75
ADCK5,-0.17,1.22,1.03,0.17,0.54,0.97,0.5,0.11
ADCY1,1.24,1.86,2.35,1.6,0.48,0.56,1.3,1.03
ADCY2,1.02,1.14,1.35,1.12,0.45,0.36,0.98,1.11
ADCY3,0.77,0.41,0.14,0.77,0.11,0.51,0.22,0.82
ADCY5,1.26,1.59,0.92,2.13,0.94,1.12,1.94,1.42
ADCY6,-0.16,-0.05,-0.01,0.34,-0.25,-0.3,0.57,0.31
ADCY7,-0.04,0.1,0.08,0.46,0.06,0.3,0.04,0.26
ADCY8,0.57,0.65,0.59,0.22,1.04,0.1,0.13,0.37
ADCY9,0.95,1.49,1.36,1.3,0.44,0.66,1.15,1.01
ADCYAP1R1,0.59,-0.24,0.71,0.08,0.81,0.14,-0.53,0.36
ADD1,1.05,1.25,1.3,1.2,1.12,0.52,1.04,0.92
ADD2,1.12,1.38,1.56,1.79,0.75,0.45,1.23,1.39
ADD3,1.06,0.73,0.91,0.64,1.27,0.54,0.96,0.84
ADGRA1,0.44,1.73,0.84,1.29,0.03,0.36,0.74,0.65
ADGRA3,0.24,NA,0.11,0.47,NA,-0.12,-0.6,0.07
ADGRB1,1.08,1.28,1.33,1.2,-0.31,0.18,0.42,1.05
ADGRB2,1.13,1.42,1.52,1.63,-0.31,0.4,0.93,1.07
ADGRB3,0.99,1.45,1.71,1.98,0.26,0.5,0.67,1.34
ADGRE2,NA,NA,-1.14,0.07,NA,-0.58,-0.63,NA
ADGRE5,-0.44,-0.88,-0.87,-0.69,-0.55,0.43,-0.11,-0.68
ADGRF5,-0.53,0.29,-0.3,-0.09,-0.28,1.09,-0.29,-0.21
ADGRG1,-0.33,-0.9,-1.02,-0.63,-1.09,-0.49,-0.3,-0.09
ADGRG3,NA,NA,NA,NA,NA,NA,-0.45,NA
ADGRL1,1.22,1.66,1.9,1.77,0.16,0.39,1.05,1.33
ADGRL2,0.01,0.67,0.42,1.07,-0.43,-0.5,0.15,0.45
ADGRL3,0.63,0.65,1.1,1.31,-0.46,-0.24,0.47,1.08
ADGRL4,NA,NA,-0.89,-1.07,NA,-0.24,-0.21,NA
ADH1B,0.97,0.56,2.26,0.56,1.16,2.53,1.09,0.25
ADH1C,0.31,-0.54,0.7,NA,0.27,NA,1.22,0.39
ADH5,0.2,-0.31,0.03,-0.12,0.13,-0.07,-0.18,0.1
ADH7,0.93,NA,7.38,NA,NA,NA,NA,0.47
ADHFE1,0.94,1.21,0.79,0.41,0.99,0.22,1.05,1.02
ADI1,0.02,-0.28,-0.22,-0.32,0.13,0.12,-0.28,-0.16
ADIPOQ,NA,NA,-1.37,0.4,NA,0.08,0.3,NA
ADIPOR1,0.92,-0.31,0.46,0.99,-0.28,0.24,0.33,0.93
ADIRF,0.91,0.02,1.3,0.97,1.38,0.52,1.08,1.13
ADK,-0.34,-0.63,-0.64,-0.58,-0.16,0.11,-0.54,-0.33
ADM,NA,NA,-2.89,-2.08,NA,-0.94,NA,NA
ADNP,-0.97,-0.73,-1.01,-0.83,-0.6,-0.53,-0.65,-0.83
ADNP2,NA,NA,-1.07,0.31,NA,-0.44,-0.57,NA
ADO,0.36,0.73,0.8,0.71,1.07,0.43,0.68,0.36
ADORA1,0.92,1.18,1.6,1.47,0.2,0.73,0.59,1.23
ADPGK,-0.67,-0.59,-0.23,-0.41,-0.36,0.42,-0.5,-0.38
ADPRH,-0.11,-0.86,-0.83,-1.1,-0.09,-0.05,-0.49,-0.04
ADPRHL1,1.61,1.67,1.22,0.24,1.89,1.49,0.9,-0.2
ADPRHL2,-0.29,-0.6,-0.08,-0.38,0.17,-0.25,-0.05,-0.32
ADRA1B,1.55,0.8,0.97,NA,0.69,NA,NA,1.33
ADRA2A,0.64,1.95,NA,1.03,0.83,0.44,0.38,0.26
ADRM1,-0.4,-0.34,-0.27,-0.31,-0.39,-0.2,-0.12,-0.3
ADSL,-0.45,-0.48,-0.53,-0.31,-0.19,0.08,-0.47,-0.34
ADSS,0.25,0.47,0.68,0.68,0.68,0.23,0.52,0.55
ADSSL1,-0.15,-0.13,-0.13,-0.35,1.12,0.36,0.29,-0.64
AEBP1,-0.62,-0.54,-1.44,-1.22,-0.42,-0.91,-0.99,-1.06
AES,-0.07,0.34,0.35,-0.25,-0.38,-0.38,-0.26,0.24
AFAP1,-1.08,-0.74,-0.81,-0.63,-1.24,-0.93,-1.15,-0.78
AFAP1L1,NA,-0.84,-0.73,1.09,-0.33,-0.82,-0.5,NA
AFAP1L2,-0.35,-0.06,0.04,0.14,-0.1,-0.15,0.04,-0.12
AFDN,0.42,0.54,0.55,0.69,0.06,0.46,0.37,0.55
AFF1,-1.25,-1.07,-1.47,-1.16,0.43,-0.25,-0.76,-1.29
AFF3,NA,0.5,NA,NA,-0.7,NA,NA,NA
AFF4,-0.98,-0.87,-0.47,-0.83,-0.38,-0.39,-0.34,-0.85
AFG1L,0.5,1.15,1.24,0.86,0.64,0.66,0.7,0.8
AFG3L2,0.75,0.95,1.42,0.98,0.05,0.48,0.54,0.95
AFM,-0.39,-0.36,-1.2,-1.44,0.05,0.12,0.47,-0.92
AFTPH,0.73,0.67,0.37,0.62,0.24,0.47,0.28,0.73
AGA,0.2,-0.27,-0.52,-0.49,0.27,0.49,0.11,0.43
AGAP1,0.73,0.65,1.04,1.42,0.71,0.35,0.82,1.07
AGAP2,1.09,1.67,1.49,1.96,0.53,0.57,1.32,1.37
AGAP3,0.82,0.97,1.29,1.78,0.42,0.33,1.09,1.11
AGBL2,-0.22,NA,NA,NA,NA,NA,-0.28,-0.1
AGFG1,0.32,0.73,0.49,0.88,0.23,0.06,0.13,0.36
AGFG2,0.63,0.75,0.87,0.78,0.55,0.34,0.47,0.62
AGGF1,-0.42,-0.67,-0.2,-0.31,-0.67,-0.56,-0.66,-0.5
AGK,0.63,0.93,1.17,0.88,-0.21,0.25,0.41,0.73
AGL,0.5,0.62,0.69,0.67,0.56,0.28,0.18,0.4
AGMAT,0.39,NA,1.12,1.35,NA,0.23,0.8,0.61
AGO1,-0.19,0,-0.19,-0.31,0.25,-0.15,0.11,-0.18
AGO2,-0.23,0.05,-0.36,-0.05,-0.3,0.01,-0.4,-0.17
AGO3,0.17,0.03,0.29,0.07,0.63,0.03,0.42,0.12
AGO4,-0.27,NA,NA,-1.13,NA,-0.33,0.11,-0.73
AGPAT1,0.21,0.21,0.5,0.59,0.16,-0.28,0.23,0.09
AGPAT2,NA,-0.13,0.15,0.18,-0.53,1.15,NA,NA
AGPAT3,0.59,0.14,0.6,0.22,0.47,0.34,0.63,0.22
AGPAT4,0.45,0.38,1.11,0.73,1.28,0.11,1.01,0.68
AGPAT5,0.02,-0.04,0.2,-0.53,0.01,-0.19,-0.16,-0.19
AGPS,-0.43,-0.57,-0.45,-0.6,0.04,-0.05,-0.01,-0.26
AGR2,0.57,-0.67,NA,-0.06,0.21,3.36,NA,-0.02
AGR3,NA,-0.61,0.29,0.2,-0.48,1.26,0.21,NA
AGRN,-0.07,-0.48,-0.51,-0.57,-0.55,0.06,-0.67,-0.55
AGT,0,-0.41,-0.59,-1.19,0.85,-0.1,0.28,-0.69
AGTPBP1,0.76,0.93,1.29,1.29,1.22,0.21,1.03,0.84
AGTRAP,NA,NA,0.61,1.44,NA,0.15,-1.4,NA
AHCTF1,-0.25,-0.36,-0.55,-0.62,-0.45,-0.24,-0.51,-0.73
AHCY,-0.04,-0.34,-0.42,-0.29,-0.09,-0.16,-0.27,-0.22
AHCYL1,0.79,0.84,0.69,0.51,0.67,0.28,0.58,0.49
AHCYL2,0.94,0.49,0.66,0.46,0.04,0.41,0.25,0.59
AHDC1,-0.57,-0.1,-0.27,-0.26,-0.74,-0.5,-0.8,-0.24
AHNAK,0.46,-0.56,-0.34,-0.62,0.69,0.35,0.09,-0.12
AHNAK2,0.41,0.53,0.86,0.9,1.41,0.25,0.85,0.79
AHR,-0.33,-0.42,-0.92,-0.48,-0.56,0.2,-0.87,-0.09
AHSA1,0.38,1.01,0.94,0.65,0.64,0.42,0.56,0.43
AHSG,-0.39,-0.68,-1.22,-0.81,0.05,-0.32,0.26,-0.23
AHSP,-0.61,0.55,-1.11,-0.21,-0.12,-0.37,-1.27,-0.82
AIDA,0.33,0.17,-0.09,-0.61,-0.66,-0.28,-0.44,-0.09
AIF1,-1.33,-1.95,-2.01,-1.78,-0.66,-0.36,-0.39,-0.53
AIF1L,-0.1,-0.64,-0.39,-0.78,1.7,-0.02,0.32,0.32
AIFM1,0.4,0.75,0.57,0.29,-0.13,0.41,0.24,0.4
AIFM2,0.44,-0.36,-0.22,-0.49,0.25,0.17,0.05,0.05
AIFM3,1.7,2.33,1.3,1.82,0.83,1.01,1.48,1.9
AIG1,-1.85,-0.02,-2,-0.18,-0.41,-0.71,-1.32,0.06
AIMP1,-0.31,-0.08,-0.02,-0.2,-0.16,-0.02,-0.12,-0.38
AIMP2,-0.42,-0.09,-0.3,-0.21,-0.33,0.08,-0.12,-0.37
AIP,0.11,0.2,0.3,0.06,0.39,0.15,0.4,0.25
AJAP1,1.22,1.55,1.95,2.65,0.15,0.97,0.88,1.64
AJM1,1.26,2.08,2.05,2.23,0.26,0.68,1.39,1.6
AJUBA,-0.59,-1.47,-1.46,-2.02,-0.73,0.5,-3.2,-3.51
AK1,0.89,0.7,0.77,0.64,0.82,0.57,0.52,0.54
AK2,-0.29,-0.94,-0.69,-1.23,-0.59,0.04,-0.7,-0.53
AK3,0.85,0.48,0.67,0.21,0.51,0.26,0.37,0.65
AK4,0.51,0.54,0.72,0.8,0.09,-0.12,0.35,0.64
AK5,1.6,1.87,2.16,2.54,1.37,0.74,1.96,1.91
AK6,NA,-0.05,-0.58,-0.78,-0.45,-0.46,-0.97,NA
AKAP1,0.36,0.67,0.88,0.75,0.22,0.56,0.41,0.43
AKAP10,0.71,1.2,1.19,1.1,0.35,0.53,0.84,0.75
AKAP11,0.18,0.49,0.32,0.18,-0.05,0.01,0.13,0.29
AKAP12,0.52,0.48,0.54,0.36,0.52,-0.03,0.43,0.35
AKAP13,-0.55,-0.77,-0.65,-0.53,-0.68,-0.01,-0.7,-0.54
AKAP17A,-0.64,-0.61,-0.52,-0.38,-0.78,-0.06,-0.68,-0.61
AKAP5,1.18,1.39,1.97,1.89,-0.47,0.86,1.48,1.94
AKAP6,0.33,0.79,0.8,0.57,1.06,-0.13,0.56,0.43
AKAP7,0.86,1.5,1.29,1.03,0.05,0.63,0.52,1.26
AKAP8,-0.68,-0.62,-0.92,-0.98,-0.63,-0.42,-0.64,-1.02
AKAP8L,-0.64,-0.33,-0.45,-0.46,-0.46,-0.21,-0.39,-0.48
AKAP9,-0.37,-0.17,-0.03,-0.19,-0.43,-0.12,-0.17,-0.03
AKNA,NA,-0.51,NA,-0.04,0.42,-0.08,-0.99,NA
AKR1A1,0.05,-0.18,-0.11,-0.08,0.39,-0.08,0.14,0.11
AKR1B1,0.31,0.03,0.19,-0.11,0.09,0.13,0.31,0.18
AKR1B10,0.68,-0.18,3.25,-0.08,0.39,0.63,NA,0.21
AKR1C1,0.44,0.16,1.46,0.03,0.34,0.54,0.65,0.62
AKR1C2,1.18,0.33,1.08,NA,0.52,NA,1.25,0.88
AKR1C3,0.64,0.41,0.48,-0.45,0.79,1.17,0.53,0.36
AKR7A2,0.51,0.08,0.14,0.46,0.71,0.03,0.24,0.26
AKR7A3,0.9,1.31,1.25,0.86,1.54,0.3,1.29,0.72
AKT1,-0.4,0.03,-0.27,-0.32,-0.36,-0.26,-0.31,-0.25
AKT1S1,0.09,-0.09,0.51,0,-0.14,-0.3,-0.15,0.08
AKT2,-0.34,-0.83,-1.01,-0.66,-0.47,-0.18,-0.49,-0.3
AKT3,0.67,1.26,1.33,1.24,0.82,0.33,1.04,1.09
AKTIP,0.2,0.3,0.57,0.78,-0.13,0.28,0.32,0.72
ALAD,0.54,0.6,0.3,0.59,0.96,0.37,0.51,0.17
ALAS1,0.57,0.29,1.49,0.38,0.1,0.29,-0.65,0.36
ALB,-0.13,-0.73,-1.24,-1.44,0.24,-0.24,0.37,-0.81
ALCAM,0.7,0.36,0.86,0.62,1.29,0.43,1.05,0.79
ALDH16A1,-0.66,-0.8,-0.61,-1.37,-0.08,-0.13,-0.33,-0.41
ALDH18A1,0.08,-0.54,-0.51,-0.4,-0.34,0.52,-0.12,-0.06
ALDH1A1,0.57,0.46,0.16,0.1,1.25,1.92,0.28,0.14
ALDH1A2,2.69,0,0.02,0.74,0.05,1.68,0.06,2.15
ALDH1A3,-0.78,0.27,-1.26,-1.16,-0.74,-0.63,-1.21,-0.5
ALDH1B1,0.25,-1.07,0.84,0.1,-0.51,0.07,-0.27,0.51
ALDH1L1,0.77,0.51,0.69,0.4,-0.07,0.56,0.6,0.72
ALDH1L2,-0.17,-1.1,-0.74,-0.77,0.19,-0.07,-0.46,-0.36
ALDH2,1.14,1.12,1.16,0.8,0.98,0.41,0.87,0.87
ALDH3A1,0.19,-0.21,NA,NA,-0.38,NA,-0.92,0.12
ALDH3A2,-0.32,-0.6,-0.63,-0.7,-0.13,-0.38,-0.06,-0.62
ALDH3B1,0,-0.5,-0.17,-0.75,0.09,1.32,-0.39,0.13
ALDH4A1,0.34,0.28,0.15,-0.02,0.55,0.04,0.43,0.13
ALDH5A1,1.19,1.51,1.51,0.89,0.72,0.47,0.85,1.07
ALDH6A1,0.88,0.92,0.93,0.55,1.08,0.34,0.69,0.69
ALDH7A1,0.42,0.56,0.5,0.28,1.18,0.05,0.43,0.27
ALDH9A1,0.39,0.04,0.38,0.02,0.71,0.19,-0.11,0.31
ALDOA,0.5,0.51,0.65,0.86,0.26,0.32,0.46,0.41
ALDOB,-0.05,0.87,-0.58,0.43,0.24,0.31,NA,-0.37
ALDOC,0.77,1.44,0.96,0.93,0.82,0.41,0.93,0.61
ALG1,0.03,0.18,0,-0.12,0.28,0.18,-0.19,-0.26
ALG10,NA,0.23,-0.68,NA,0.44,NA,-0.76,NA
ALG11,-0.08,-0.71,0.24,0.32,0.08,0.08,-0.04,-0.21
ALG12,-0.52,-0.47,-0.41,NA,-0.75,NA,-0.03,-0.28
ALG13,0.36,-0.08,-0.1,-0.22,0.54,-0.02,0.35,0.09
ALG14,0.27,1.26,0.65,1.55,0.51,0.82,0.73,0.02
ALG2,-0.23,-0.18,-0.01,-0.71,-0.24,-0.02,0.14,-0.38
ALG5,-0.21,-0.21,-0.28,-0.45,-0.15,0.46,-0.21,-0.51
ALG6,-0.55,-1.22,-0.57,-0.46,-0.45,-0.35,-0.56,-0.61
ALG8,-0.74,-0.92,-0.51,-0.77,-0.19,-0.37,-0.48,-0.56
ALG9,-0.93,-0.26,-0.19,-0.81,-0.32,-0.86,0.13,-0.83
ALK,NA,NA,0.25,-0.33,NA,-0.31,NA,NA
ALKBH1,NA,NA,NA,-0.43,NA,-0.16,NA,NA
ALKBH2,-0.69,-0.69,-0.25,0.3,-0.34,0.57,-0.48,-1.41
ALKBH3,0.74,0.08,-0.09,NA,0.04,NA,0.52,1.19
ALKBH4,0.16,0.29,0.14,0.55,0.18,-0.16,0.17,0.16
ALKBH5,-0.58,-0.16,-0.37,-0.09,-0.2,-0.12,-0.26,-0.31
ALKBH6,0.39,0.61,0.86,0.22,0.55,0.26,0.33,0.61
ALKBH8,0.42,-0.02,-0.94,0.02,-0.02,-0.35,-0.49,0.62
ALMS1,-0.45,-1.03,-0.45,0.14,-0.2,-0.26,0.04,-0.88
ALOX12,0.41,NA,NA,-0.28,NA,-0.66,NA,-1.32
ALOX15B,0.46,-0.03,-0.05,-0.49,0.32,1.51,0.74,0.58
ALOX5,-0.68,-1.12,-0.64,-1.59,-0.4,-0.33,-0.16,-0.48
ALOX5AP,-1.3,-1.66,-0.84,-1.15,-0.82,-1.03,-0.78,-0.89
ALPK2,0.01,-0.51,0.1,-1.02,-0.11,0.17,0.08,-0.66
ALPL,0.01,-0.04,-0.37,0.63,0.41,1.35,0.17,0.17
ALS2,0.27,0.77,0.62,0.78,0.34,0.06,0.52,0.64
