"","C3N-00439","C3L-01955","C3L-01962","C3N-02818","C3N-01803","C3N-00243","C3N-02261","C3N-01903","C3N-00496","C3N-03021","C3L-01279","C3N-01650","C3L-01865","C3L-02212","C3N-01653","C3N-02440","C3N-00958","C3N-01652","C3L-02210"
"ABTB1",0.116011571977145,-1.90755085746365,0.130357187683867,-1.85183844372423,-1.88268612828121,0.0906585306163729,0.102162663411444,-1.81506503289346,0.152098148754604,0.182909945825701,0.0518357185269246,0,0.0361873502315799,-1.92535254413008,-0.0513038329490382,-1.838220050456,-1.86294900846254,0.201565824434444,-1.91991578232455
"ABTB2",0,-0.70388299601287,0.459664637373603,0.776661965985952,-1.24943323331195,-2.12987412225736,-0.671474360736991,0.814329545693361,0.146951866117609,0.626008619014246,-0.340198107790804,-0.467728150219246,-0.132348874224601,0.071490967865947,-0.601997345202833,0.252849516503955,0.0117815744745688,-2.46665722952236,1.72845887735691
"ACAA1",0.4740676132466,0.143383511826212,0.188738616915424,-0.0237982485523646,-0.887991872369703,0.632440400597113,0.0945475093231987,0.588634167719698,-0.565202081610145,-0.458931422357639,-0.410376612708959,-2.95758551513231,-0.147493325858683,0.0138525000492195,-1.44690140632457,0,0.328308430244843,0.615649777410886,-2.49488180200803
"ACAA2",0.753756893881051,0.220139000968727,0.278039467649381,-0.387179904964698,-0.122223781388817,0.610747518189729,-0.177707160955081,0.364638584194,0,0.0206877834696372,-0.662142552026449,-2.89659670859836,0.535479226789456,-0.00361354238814045,-1.23668835680796,-0.167480686556589,0.424824694026324,0.559425787456678,-2.54352855745474
"ACACA",0.157230124664572,-0.962608278053371,0.12468663271609,-0.495677884352713,1.00681877743665,0.0649609703607665,0,-0.238507264751213,1.29623557288636,0.0878089369105869,0.0512476085036054,-0.299346545738824,-0.399776365349315,-0.921591337740163,3.31124557206796,-1.00299891188589,-0.0408052600484364,-0.991134531868965,0.044190413010875
"ACACB",0.00710838714125039,-0.0951065163634601,0.00636606670160818,0.0291707298352416,-0.119038260692669,-2.66228372321813,-2.68449305382388,0.040182237635634,-0.00690875122717907,-0.0517772580534056,0.0522919271406512,0.0801862167819656,0.0263289669211736,0,0.138193187677654,-0.118527213413888,0.0122259490968384,-2.65550329429572,-0.061000086457905
"ACAD10",0.713039778789794,0.831182986916698,-0.0103234464713178,-0.36402352302732,-1.41240074996284,0.677878068476169,0.19322999127579,0.520815810052032,0.311461441269523,0,-0.359593465530768,-2.42606588426253,0.68549631018053,-0.736827678907703,-1.07111000318673,-0.113225178352492,0.0122970962778971,0.628919120270541,-2.50050087875272
"ACAD11",0.452500065795792,0.200351917488163,0.372748298724593,0.100967827570758,-1.48183439070438,0.4154303323903,-0.964151675890198,0.304032889017506,-0.223832493221425,0,-0.353661278410037,-2.5240639863071,-0.579031670657416,-0.108073895170809,-1.30540798198852,0.260632970320374,0.380028833782076,0.402461984720472,-2.86681052507876
"ACAD8",0.710611551921937,0.714283875465416,-0.381597110991409,-0.233566095322092,-1.1090437499535,0.502701904606231,0.187161694370964,0.590242170277536,0.328361511558114,0,-0.925241755019445,-2.81202983672088,0.321432393992845,0.337632961916773,-0.489108489931625,-0.10044496570793,-0.0876455510813162,0.65341133312069,-2.47031237889968
"ACAD9",0.120611043696415,1.04142382571065,0.449759146797742,0.0428987800604405,-1.15531678163691,-0.471422571804662,-0.697554639306661,0.117900458368834,0.435879389614116,0.241303562927317,-0.444974912735481,-2.7966469824057,0.478888532550332,-0.293519657023444,-0.289874477758079,0,0.156327171044918,-0.0433138854054711,-2.78849465104259
"ACADL",-1.79268525711402,0.473259739050436,0.607202735835482,-0.364161953029971,-0.0133957342377019,0.255459696853755,-0.145235120672489,0.965243698434071,-0.252889073709729,-0.20190583530371,0.263365288661641,-1.66215538177913,0.109379237372528,0.565163845814872,-2.58405606101276,0.41480569687642,0.188738131090009,0,-2.08440778081374
"ACADM",0.194142402762429,0.0910675868923224,0.222030079809909,-0.420866443551938,-0.880656281555909,0.489660343221162,-0.0879118174708954,0.50425578993669,0.130636868926827,-0.481524665586247,-0.803506080173749,-3.18998965619923,0.0127711957099824,0.041548334189542,-0.587699701998821,-0.0511342166034678,0.530535122033439,0,-2.70587290375765
"ACADS",0.433404801798308,0.595726821729519,-0.279195376832345,-0.549208560689383,-0.761333394204807,0.106397665343109,-0.143210185140001,0.793589280387927,0.544857234434414,-0.759666307468659,-0.898208500622374,-2.79488274127499,0.787808507956759,0.36069645169199,-0.993926543538171,0,0.221326608812197,0.206651702429839,-2.48446990332962
"ACADSB",0.55420913358702,-0.188425461885247,0.651129407098879,-0.296335344543179,-1.62542547030022,0.415214406661099,0.108397479373186,0.32166702822883,0.446520405470098,-0.000311105964152673,-0.524039440416009,-2.60381080016203,0,0.0876979435270988,-0.822439680980855,-0.156796401459238,0.100276304745919,0.250475120670268,-2.85733946368787
"ACADVL",0.305519664741723,0.195224970550243,0.571584848594596,-0.659532863377437,0.0682355725955776,0.378037826187685,-0.9495299188833,-0.113868469748148,0,-0.0282897489768902,-0.534065829071789,-2.627796436828,0.530244519517414,0.465504271421166,-1.15191520236844,-0.311309169725479,0.733345112666127,0.511821815416947,-2.7672384442953
"ACAN",-0.477783730499364,-0.375628927654501,-0.273111619807733,0.829246310541968,0.968496463804244,-0.0319746368910351,-1.69414241450254,1.14196152512139,1.14683296628873,-0.329288224483059,0.640551985513052,0.140129074632837,1.01192677274085,0.978257933070581,-1.46746869427403,1.13475470042721,-1.86431177243237,-1.00770624101546,0
"ACAP1",-1.05172050741104,1.70192652222153,0.113424699991458,0.0676902615707643,0,-0.836375429635494,-1.25552713357626,1.25041162900861,-0.617141910934542,-0.820871530097324,-0.897405127708692,1.69335012268418,0.226285753938506,1.0437027981821,-1.78535403621375,0.134094194161186,-0.673707214400587,-0.985312135913374,0.0685197623191782
"ACAP2",-0.693545213921032,-0.484266106588099,0,0.780104670807186,0.680468600713138,0.272555042877291,-0.129396442591072,-0.792496992236633,-0.0385347362902526,0.163529570248015,0.0996172870299506,2.8958142203419,-0.624631646723953,0.738914287723358,-0.0293138969498021,-0.654817547598706,-0.410449720686916,0.471082227759448,2.55459573713578
"ACAP3",0.0610411584737324,-1.89408257076444,-1.86629134735776,0.10318790296471,0.212448170190532,-1.76365511555055,-1.77915684817048,0.126462869831722,0.0122822793959325,0,-1.89568191623945,0.125406527865415,-1.86011168806178,-1.91251844031693,0.136070024307077,0.0974249373337875,0.0971934678299954,-1.75892249221897,-1.90688799454441
"ACAT1",0.391808832641078,0.386019760048286,0.311575382113704,-0.6338479480277,-1.04511817822511,0.388120200247494,0.228139849293579,0.826590424727017,0.150059269907106,-0.114421036270339,-0.710636906975434,-2.8197994023022,0.425954287128172,-0.0464619567066343,-0.500844714229998,0,-0.029305366868294,0.553995685326392,-2.69585301077552
