"","C3N-00439","C3L-01955","C3L-01962","C3N-02818","C3N-01803","C3N-00243","C3N-02261","C3N-01903","C3N-00496","C3N-03021","C3L-01279","C3N-01650","C3L-01865","C3L-02212","C3N-01653","C3N-02440","C3N-00958","C3N-01652","C3L-02210"
"G3BP1",1.13481182984183,0.375255268419749,-2.22311166193678,0.383960827071781,2.21100499841789,-0.519695804126537,-0.345199872861032,1.04086795641331,-0.457713677862899,-1.12499483337189,-0.601935552287338,0.465558423307473,0.284118876045335,-0.909761230817664,1.18049450026433,0.385735713392976,0,-0.791650474551536,-0.0200930394108332
"G3BP2",0.463815426271686,1.48853677923274,-0.0753251885753306,0,-0.582323474245576,0.2305008251264,-0.530007612706671,0.753852790562569,0.871917535240572,-1.49707072090628,0.562569441739998,-1.27615750718052,0.526491234758782,-0.662467165516163,-1.38095219742713,1.37828464086589,0.915240937881924,-0.156318730788087,-2.01026422144561
"G6PD",-0.0943833037730042,-0.29305203090329,-0.993958296508837,-0.478220344369267,0.638503320940382,0.338377412234041,0.155495269323134,-1.02564373384494,0.248752418628284,0.478420519509122,0.504218304551904,2.37641864222795,-0.383529716689604,0,0.200465294217687,-2.41651931936314,-0.25216816747821,-0.175075062537769,1.6702920942951
"GAA",-0.139862041776992,-0.49787561262693,-2.45616768606494,0.00662273477889779,1.97332793322765,-0.901409735858625,1.24616259145391,0,-1.12826018263506,-0.066172697881159,0.827322522242053,0.643098952038747,0.156106526230148,-0.573533161184796,0.0350521791572147,0.0043944760013762,0.00908766235743362,-0.83182755664099,-1.61025419373698
"GAB1",-0.96742493395584,1.7499375627285,-0.300321210248382,0.43020804818683,-1.13889683871554,-0.368878036611453,-0.367905952621303,0.773212041831423,-1.24261193234768,0,1.08799598900635,1.2137047143593,-0.362829429518181,0.562303139852138,2.51637081782374,1.0624035981527,-0.578992291647314,-0.0455770960653693,0.337478506750804
"GAB2",0.0266870710450846,-2.11005961336671,-0.0834383522949189,-0.0168599522508353,0.0877945050716384,-1.96793568905207,-1.98482758554738,0.131469461840058,0.155124973384366,0.0451517071093461,0,0.0768392237648934,-0.0267659387396239,-2.13014877423132,0.0860307735583458,0.0070512710562164,0.0597900132678519,-1.96277865367877,-2.12401340152532
"GABARAP",-0.0774877089606401,0.291776776118788,0.412800021319847,-1.05547504394314,0.536737505349575,1.37494011697456,-0.430972451023901,-0.795101230537398,0.363866584307292,3.15719202653334,-0.168898448446571,-0.917590072715388,0,0.927781613683209,0.126226909836471,-0.886859612970467,0.737128140205248,-0.347791428075259,-0.80275679812329
"GABARAPL2",-0.606120299439586,0.312746383334349,-0.0560551823431048,0,2.74140897649434,-0.364601079823116,0.415414387171786,-0.401023530482443,0.712070566878667,-0.662362506911704,0.886156720541544,-0.0811501384764319,-1.17751708393706,0.57486602342308,1.79995416309435,-0.280813960728659,1.93462190841767,-0.333428561676654,1.06359969884614
"GABPA",-0.743853057421206,-0.134393686855998,0,0.254340364433307,0.705540712930582,0.0694494302443997,0.382635063930088,-0.901708728242333,-0.631112384462339,0.255880562332699,1.38054790373341,2.54730054051828,-0.949610459462794,0.283725889784181,-0.212480277636458,-0.555149455239217,-0.981246207606293,-0.126217159113964,2.27541153456203
"GABPB1",-0.570111356770062,-1.21193948261679,0.890878889268905,0.635331832530169,1.624551345506,-0.766859776907216,0,-0.325178492509827,-0.130541598455301,-0.310866429399358,0.921731421297922,2.68717023821861,0.375233450938182,-0.49293687463575,0.453871838495741,0.0617190173945195,-0.456797077374863,-0.737547457376377,1.78287931668447
"GADD45GIP1",0.468169765924103,0.818002770105197,-0.115022730064556,-0.219561183771377,-1.47524492339746,0.179623897562185,-0.763779254884614,0.728125108245203,0.566275080164825,-0.756395309056529,-0.469623796731394,-3.07133701116368,0.650501356940068,0,-0.103938875782319,0.129855931432252,0.864516599392674,0.220657532087697,-1.66864758001653
"GAK",0.999359166068993,1.06378270954465,1.95979878533028,-0.669954951326834,-0.716144589534201,0.88763403197898,-0.519268703956192,0.273361154853413,-0.074356061210878,-0.491763781200962,-0.514018537302638,-0.667039907813832,0.831784333745618,0.706569110287443,-1.64949277322895,0.297461615524785,1.18637016754275,0,-1.9034608671306
"GAL3ST1",0.606022602046953,0.797463322953712,2.35141195854127,-0.967195982267953,-0.0836094876076768,-0.458083296421855,-0.390982273624007,-1.17917621194794,1.17990307600003,0.803406080459753,0.355470699496115,1.25077578822219,0.501206644004319,1.94209725669405,0,-0.13802557893691,-0.215747312378725,-0.542538159825154,-1.31372133670754
"GALC",0.00279974735533379,1.00993626221217,-1.71522728186426,-1.00534218878365,-1.4277441957133,0.9715185111392,0.563612871639163,0.300349872021624,-0.831677456386765,-0.593124552891914,0,-1.29386496388822,0.64715010600749,1.25370798969036,-1.39165577569973,0.336714844887429,-0.721340290502416,1.47159848409586,-0.874752785090632
"GALE",0.521032786158826,0.519080601001359,0.42250703571527,-0.687505861273279,-1.58387547794333,0.601966839564553,0.352455005415563,0.545211408866298,0,0.375166485460339,-0.965609818391069,-2.29281227913626,-0.0131588372658624,-0.247835807805331,-1.67505027091531,0.161573959428012,-0.0166709073663644,0.728550325786971,-2.32347753825323
"GALK1",0.393353689742563,1.138643264846,-0.396982388671002,-0.343060731919214,-2.05579772001965,0.636293281103138,0.248734316570319,0.732511442051868,-0.135633448408387,0,-1.12726398592764,-2.12910172135578,0.0860195976659306,-0.289909719905782,-1.43374763017172,0.106477730504823,0.144411333310631,0.151821085638788,-2.30087494948144
"GALK2",-0.0475603769500367,0.809820664625104,0.159336600741321,-0.0996550506783923,-0.490191296633527,0.509530607869632,0.456672645706663,0.513357238948231,-0.064112821726293,-0.234894904517258,-0.711989921692461,-2.09642860950656,0.357096265767139,0,-1.98869892756219,0.443091944371512,0.12757706207347,0.740733254581763,-2.74415249107716
"GALM",0.775870323210232,0.0415669138306748,0.045509908846723,-0.170188067274102,-1.42411132134174,1.00188487963491,0.0872871438337327,0.932350750519915,0,-1.07361383636432,-0.0517837830549304,-2.14217082494398,0.921549135766761,-0.174488446554773,-1.21627890299849,-0.211303850151658,0.545519196778417,0.772643031084764,-2.25720599409667
"GALNS",0,0.894278441544977,-1.05445194609086,-0.503075210890926,0.434685876237763,-0.136184912592465,1.17555018519789,-0.091577940365697,-0.47734461806909,0.922923526818674,0.170413537966699,-1.12628523777491,1.32742796028716,0.117240504805678,-1.09512063138895,1.16281506628657,0.821585386352477,-0.636696748687189,-2.54442937967594
"GALNT1",-0.905754474310082,0,0.957512378611302,-0.643776764015798,1.77213467684471,0.230304120300313,-0.186185123069003,0.670664569408504,-1.25197693548684,-1.01353368518882,-0.21706726581305,1.81048205199957,-0.409640199405559,0.692290713413649,-0.186180097955984,1.12709352388716,1.80782049107846,-0.0119454903551213,1.69953676420602
"GALNT11",0.487466558224344,0.141273944818644,0,0.0191323916735072,-1.46908220940228,0.0159881992631234,-0.472390547442067,1.00398399753705,-0.340497528711086,-0.108525519669289,-1.51182028833851,-2.19103401337118,0.514954769032632,0.170116136390306,-2.44906401127083,0.626066261232893,-0.169094242517822,0.285900166681238,-1.75275090728416
"GALNT14",-0.909227326021092,0.88989454328531,0.682178414708384,0,0.452622056802624,-0.230478394357831,-0.784131303413033,0.866311348669632,-1.69936476096506,-0.0262327707892448,-0.826360086236852,-1.7788151387873,0.309421195112635,0.659508610701885,-1.92044197233768,-0.0536407637166538,0.736372032254295,1.29179749410333,1.09804584268774
"GALNT2",0.990938294924748,0.686022525844089,0,-0.0802856788879188,1.36957983924333,0.550152428252428,-0.453912608490634,1.03430037114289,-0.695388919086308,-0.70288321480173,-2.04405371105559,-1.08824796892912,0.775476661157363,-0.153980739520394,-1.24898996855853,0.102448780442491,1.76944983214928,0.59343860938411,-1.0368782305554
"GALNT3",-2.6236496904571,-0.0431463002840609,0.0754048831040425,0.0262158020026931,0,-0.0431789220536902,-0.0127206007210234,-0.0518122441732183,-2.63963309108779,-2.65428665860127,0.128193769943292,0.115782397057962,0.0773890233632468,0.0799547000404588,0.0903009151880759,0.00750927958517519,-0.111867735922538,-0.0851381627758943,0.121861949233046
"GALNT4",0.493511327515472,1.26809948099331,0,-1.02646779548174,0.103895729845119,-0.473998684595131,-0.806624753511664,0.0573725504668249,0.869331848364031,0.842082206640779,-1.33001998015261,-1.26102039102654,-0.760233338922227,0.998741098017276,-2.850881643435,-0.683271415263639,-0.105489162971958,0.345881787123029,0.111688180120837
"GALNT7",0.495258087089699,-0.107355938606808,0.0296329059837674,-1.87894863653278,-1.47186783844739,0,-0.405670485812773,-0.611428115147284,0.223400965075199,0.437927952805745,-1.33972183222182,1.79103994631914,-0.5423821042268,0.335672062625544,-1.22590202972519,-1.10165937030849,0.661897122296099,0.337661018977637,1.71976193185568
"GALT",0.218947544164816,-0.053772922539995,0.241826154571214,0,-0.762222538460588,1.63376903076223,0.65892148890837,0.993502578732041,-1.6013076538962,-0.00217331802335304,0.115807726122004,-1.69385561882179,1.27409632453235,-0.598010666280592,-0.567668928656032,0.815343515774631,-0.262083475456662,1.28192844643744,-1.7586241142206
"GAMT",0.167550375819404,-0.0849269437784567,-0.250755735854754,-0.0300304531710396,-1.73824042271655,0.233344766867407,0.099220258131223,0.77584884125839,-0.695051001215241,0,-0.478521877151854,-2.59193769545686,0.0229554952281565,0.232295769260456,-1.37632271662583,0.695417340844307,0.549349892364501,0.615326656444705,-2.39252545799498
"GAN",-1.90673225562732,0.00617876287999648,0.210368129160934,-1.94210503632756,-1.9747789364716,0.0131183039001307,0.038072883439463,-1.90315460064023,-1.91924529784693,-1.93071724384894,0,0.0729164305158058,-0.0416930853806784,0.0224008321639686,0.0255364843508369,-1.92768041975881,-1.95387335826216,0.00162229745018419,0.0536365277396368
"GANAB",0.99793406506369,-1.41943936023689,0.763980096684516,0.500545067249998,0.850423325464522,0.98295892913043,-1.15898370548564,-0.0883602698442648,-0.848321084953995,0.245451167078385,-1.85710624982621,-0.0274538075908762,-0.357584754314047,-0.550447938770586,-1.68214360550299,1.17498649002619,1.44414785426773,0,0.421833381443379
"GANC",-0.305484192600499,-1.01392971945009,-1.5205873961431,0,0.520204848951743,-0.0725242771926407,-0.493595528723228,-1.0926566048948,0.201733718475117,0.829514018067939,0.52342210302128,-0.97141557589467,1.71153382441637,-1.29432615772165,-2.066447771188,0.372446009282287,1.09589258064476,0.480165671889526,0.852345224117198
"GAPDH",1.25973235715195,-0.0773442991688932,0.692706729390365,0,-1.24708089058585,1.48386033437809,0.372429770624161,1.16077265554066,1.14952900803328,0.730726416746675,-0.502011694166918,-1.33534370442162,-0.660396273669976,-0.0476042430257534,-0.590995108404234,-0.548068754735234,1.12533206366402,0.492606922193749,-2.07305597966862
"GAPDHS",0.143983597177114,-0.1716590508103,-2.17133208744964,0.0230187042347998,-2.1736148572556,0.0850185530591476,0.0300229446560775,0.201855495024706,0.224825564718635,0.0361991370457204,-2.20420913382115,-0.0113075303946845,-2.16441936160035,-0.162268596932207,0,0.0601520826749575,-2.15074986527542,0.125002097540943,-0.309126047581536
"GAPVD1",0.220672820503729,-0.752561579849124,1.2522125011447,0.110954633476423,-1.883082470517,0.129625018840841,0.525197915479008,1.53349044554136,-0.0871689099810818,0.420418334488335,-2.02361040829304,-1.02503861322558,0,-0.551317418159484,-1.70607537224202,1.03389063807955,-0.306745863620568,0.526166645967923,-0.121455660947359
"GAR1",-0.0512615208283816,-0.72603160894423,-0.477204115647469,0.670450999911651,3.13850754324611,-0.744177801942862,0.12183979060663,-0.659453776149536,0,0.052294957434281,0.844993606567278,1.3953783422057,-0.244823334563905,-0.386546685256993,0.914286235439786,0.389894855668888,-0.0686165839683998,-0.796341640794586,1.66607703360893
"GARNL3",-0.0236158689313829,1.94179384942058,-0.0908777836741015,-0.0596870910543498,2.05433021653334,0.0161676846340691,0,-0.0199675725530933,-0.036375983245335,-0.0480744447241821,-0.121530966808247,1.93614335391419,-0.0844326471791717,1.958472307837,1.93137744667956,-0.0449776580386294,1.9775166490634,0.0211036207254028,2.02417189714576
"GARRE1",-2.62252676130087,0.0689868720634815,0.220337706078631,-0.155207744819429,0,0.0978611992684426,0.0466825801322391,-0.0499887076833771,-2.63924900110999,-2.65457993572656,0.0469120655788449,0.0230457131233482,0.184383439300816,0.0919132233789275,-0.0316064918519501,-0.210064641761297,-0.0673771342003163,-0.0310407141684724,0.0333606297110666
"GARS1",1.11611753513999,0.454483836093002,1.68445195270108,-0.716153915454733,-0.814271245740559,-0.579874406801761,-0.350944802504159,0.497848757490313,1.67600158252538,0.485647464733165,0,-1.53572027894143,0.278260740513637,-0.275027842116982,-1.35799921304826,-0.828446177719128,0.602344639811485,0.272207954013789,-1.83932022204237
"GART",-0.241300841266523,0.374538294243531,0.160757727763034,-0.928950332589719,1.39730722509527,0,0.957524951009446,-1.43269286548872,0.734670354757738,-2.57001073149146,-0.0811508201286494,-0.602445140629751,0.0518559748276058,-0.0929087179895991,-1.93191966676549,0.0733200415180145,-0.609377250312301,0.321053586976295,0.943029991224315
"GAS2",0.723626631314391,0.129529314855908,0.375437288466923,0.202469305186238,-2.49303194887005,0.488982808867375,-0.485096505862344,0.663697546205756,-0.346404272252838,0.818497133073123,-0.151526586245926,-0.0682913922709127,0.865390865844973,-0.591937208257302,-2.14293893238439,0.990377302146707,-1.06558961554492,0,-1.48051653535368
"GAS2L1",0.73498306759459,-0.16079304979097,0.567665333264262,-0.164230632312112,-0.200300168088712,2.04289990887891,3.02611293864238,-0.209536741182046,0.707154648037357,0.376031885469405,0.770213143771376,-0.043927722391877,0.649130923545854,-0.290358050084477,0,-0.179525365570675,-0.0248061198322009,2.68041674069046,-0.212913375925509
"GAS6",-1.66584574929417,-2.62059684377069,1.09930449565569,0.186043043857465,0.215501167984538,0.744701570381885,0.12972037318233,-0.155296393150218,-1.56300956970911,-0.535061547561936,0.693764361426227,0,-0.283772423603519,-1.71256383354397,0.248623612901234,-0.361170500790931,-0.134962650804175,0.102378439845472,1.05788509771373
"GAS8",-0.157130543697712,-0.528883273119015,1.66124604455398,1.18088000296943,0,1.47302364107584,-0.0299218939966923,1.68618648886357,-0.242162295613253,0.114007318627054,0.385921909993932,-0.595592736689651,-2.04067838042559,-0.602685917406008,-0.345692877202001,1.25783171551366,1.75353086269793,0.287321122807335,-0.0343463780852495
"GATAD2A",-1.73889454756437,0.0557170899142542,-0.338445488174237,0.105736319989668,1.56484036384938,-0.857542588103655,-0.596141218555741,-0.92529151278289,-1.69477890372351,-0.60786093652074,0.793432908232359,2.00678561857763,-0.449339298128981,0,0.480018474940114,0.104362228099609,0.218165837154982,-0.485493858073367,1.37067841130651
"GATAD2B",-0.200362171305243,-0.384104955217583,-0.293776441256222,0.496199062858656,1.46756304113895,-0.751294256625649,-0.19700758594973,-0.118860695974088,0.0836025252081061,-0.0806500987005504,1.06145292227189,2.7766393616687,0,0.0406919373933033,0.88540053557829,0.206606495678829,-0.456430097374331,-0.551552070433405,2.60876370482832
"GATB",0.415515375931622,0.850116272649868,0.0777897098591545,-1.25810979611742,-1.64244895191809,0.215252324263772,0.492013959405732,-0.251124559451644,0.940492896709628,-0.0915781542061171,-0.323675493785506,-2.48171072898967,0.792645200715413,0,-0.205828296973414,-0.123102102285107,0.318467243027905,0.273087700872806,-2.33170223100782
"GATC",-0.647561309846267,-0.473121876840168,0.0463394479938411,-0.793884958190125,-1.81289499780918,0.0211432095142149,0,0.0700403316009349,0.652264538826222,-0.370031390411423,0.18658955385828,-2.34440892096378,0.290227005875816,-0.246226143363343,0.309434071233825,0.325985710519664,-0.024855210241107,0.019577156596458,-3.22013852770381
"GATD1",0.803966730602723,0.729368657793177,0.923579458508345,-0.35979906514364,0,-0.0331429379596176,0.379380003795135,1.35022928156088,0.813179684732303,-1.1959129703273,0.657063347300144,-2.5086846018978,-0.28529775170359,-0.639390317287882,-0.262087014854656,-0.43100556621183,0.697898509266913,1.04215288764891,-1.65426173858092
"GATD3",0.318030944931259,0.223253944755994,0.591873512421737,-0.867363967956796,-1.93446348712522,0.124604325680145,0,0.41723793281993,0.326699071528414,-0.163718716866607,-0.577532990739681,-2.88569655112449,0.394334505198598,0.378515653000083,-0.685909059331726,-0.473881175858593,-0.22303019775273,0.139446261193224,-2.400046758632
"GATM",0.109605640646537,0.337495121413669,0.416976634305372,0,-1.31710635451603,0.489027588334215,-0.421306287101575,0.672997851424503,-0.105145384428634,0.101587046756217,-0.574901994871896,-2.85068926295629,0.0452005080207813,-0.0276901566673666,-1.69532133516305,-0.355814271453301,0.0711364474276547,0.148084129749117,-2.56150136374053
"GBA1",0.320185750541694,-0.383701045602962,1.83367218591124,0.59689498635543,-0.863286042537136,0,-1.00561803548376,-0.294358354979264,0.63531174274159,-0.237542159731517,0.0987220370845648,-1.43095492063791,-0.071961069778185,0.53867632708874,-2.67342734200992,0.692522966973823,0.553120266318509,0.349456842649772,-1.29924897383297
"GBA2",-0.00929277129384846,1.05821408651385,0.975220891894207,-0.105048722658708,-2.22692117778202,0.825883246276561,0.705642538984451,1.12866620644944,-0.851581068385911,-0.933938921946111,-0.16697400777152,-2.0909507372569,1.05346920613306,0.989729434472101,-0.192663036581842,0,-0.405846906426309,0.424277857010263,0.210402345578888
"GBA3",0.340588840742606,-0.263734340262056,0.335921710334363,0.304554077937616,-0.0786822379614826,0.362488677820528,0.367174397715141,-0.538905310844891,0.25436064184654,-0.137694809564011,0.296695004081169,-1.39269197338507,0.885434849041136,-0.829745430632712,-1.33018349844717,-0.475545970140271,0,1.13599543187543,-3.32509835170191
"GBE1",1.15304550941693,0.446649429560579,-0.142342877656409,-1.75454881962698,-0.880782756123258,0.0606741177429947,-0.16968568896412,0.306298965781819,1.10753165296385,0.473911622883769,-0.489000855901182,-1.13820016735819,0,-0.977468493857962,-0.522641033849728,0.475087650155353,1.24236382248318,0.543140561761284,-2.57206460778641
"GBF1",0.588653396380398,0.628144144393943,1.22186954713119,-0.946577370577534,2.79666401362789,-0.690939330419635,0,0.119302309617017,-1.41075020574961,-0.231579890488124,-1.58221745175023,-0.104087434102159,0.00989789519830231,0.51208615948463,0.540350633501728,-0.231579890488124,0.248390886548552,-1.1488856580995,-0.107981889950013
"GBP1",0.671489806287412,-1.54463861358762,-0.728428547556955,0,1.05249595243547,0.339981400362765,-0.173906783872205,-0.705113675318268,0.535175888653038,0.778696362983653,-0.758823469636806,1.12588729590254,-0.86705043100921,-1.24196732442657,-0.877356209931482,-0.692253907953374,1.42819605704498,0.199419755633772,2.13231831484961
"GBP2",-0.523144947001869,-1.30008636854583,-0.638864873679248,0.188162888580194,1.74456258019042,0.0927668534347826,0.113162225904759,-1.67665924194058,0.0637366859736677,0,-0.0278663319827261,1.83559784087002,-1.01161705463433,0.0663407967171934,0.0377348905355672,-1.06367650021718,-0.255640512323458,-0.214481640850372,2.02140268642827
"GBP4",-0.555296563092832,0.748553820699137,-1.28105034240689,0.300901036871821,1.02684179634725,0.140185996990309,-0.0558601545129715,-0.326892699572944,0.751107067918614,0.424344494879638,-0.0937350645725788,2.43248167821374,-0.809399014557173,0,-0.0216727388345321,-1.08419883911001,-0.697468715154326,0.340489967412867,2.41112927381497
"GBP5",0.219188278556067,-2.58005201111444,0.0690035877386967,0.0250494756223684,-0.00486347220358038,0.00507204460844176,0,-0.104382362964978,0.185522073433453,0.290697463127919,0.172534751745363,0.126127024538172,0.163176347221892,-2.60639562765918,-0.0624606469166091,-0.0510439455683323,-0.0780636878731385,-0.0213777920380987,-2.59835009967446
"GC",-1.41189325277844,-1.18910293729969,-1.87724424417463,-1.10933126133042,-0.4857671364767,0.209191977894959,0,-0.721626943489083,0.894899293852381,0.230829882257929,0.473189610559997,0.57088666933397,0.226475243793188,-0.254893974203885,0.768954478800177,-1.12969387974142,1.7606356354266,-1.95695264394576,0.0627912920023893
"GCA",-1.39078543421004,-0.632246404975092,-0.0579320289175693,0.409138551657491,1.05951796363164,0.809801852785215,0.767837998691929,-2.73552606629256,-0.451130702340705,-0.456665774305315,0.0287438754875118,1.48104350593573,-0.937920460127034,-0.690280656902979,0.154570207661221,0,0.131752376588481,-0.160410188987115,1.30854058411742
"GCAT",1.50786658837866,-1.02621654352467,0.188812405247646,-0.125468418403035,1.60132680988978,1.37112581747641,-0.38511957244804,-0.278710371144328,0,1.2873386830508,-0.918267000176128,-1.52904360848415,1.3170702084297,1.91197971635128,0.529049387936789,-0.596193980994992,-0.0700301293383824,0.544907486183835,-0.323876688898889
"GCC1",-0.492597761539599,-3.37349052713383,0,-0.436383510467044,0.339590904082439,-0.221111489554524,0.349555938060047,-0.308497733643325,0.382309442073279,-0.173022973661002,-0.0460777544043838,1.00297556271826,0.00176544651109142,-2.05917577426818,0.646178751314037,-0.503909859608544,0.00525650996729573,0.173032452887032,0.720049006743165
"GCC2",-0.925274443656106,-0.585536658571708,-1.07384608647121,0.463711507224578,1.22028187637798,-0.565412385954555,0.0717787520195404,-0.593644227025505,0.965348813139344,-1.44758915451483,0.362323132228066,1.94930853573805,-0.0511149551001001,-0.165034980570814,2.13880202368719,0.134513904930122,-0.970738371539784,0,0.965348813139344
"GCDH",0.692566520231564,0.307544307093029,-0.757272674077604,-1.07955898842805,-1.55707819920452,0.395539488637477,-0.416462441662044,0.882624933936056,0.328998873220407,0.12595059225453,-0.706656920102302,-2.60403351321902,0.131455079184107,0.288361498469498,-0.91978342278913,-0.552831524213021,0.063263811165087,0,-2.61880328903703
"GCFC2",-0.313601757818148,-0.130974389272622,0.225022898414958,1.42648702478324,-0.258578518600318,-0.980439252484584,-0.649286977756368,0.0916340816029365,-0.00151096444205266,-1.20088660881896,0.620846590923433,-0.643721690109892,0.577778694701339,0.0330836996210503,0.515059674324144,3.37264368254147,0.733723199809359,-0.307596321267806,0
"GCHFR",0.758904386358996,0.156995694450792,-0.233262716674537,-0.595207831173686,-1.67516254362716,0.660950834076095,0.683815936984682,1.21090929952671,0.0134649430341236,1.60827039527349,-1.06721777824878,-2.0543940051556,-0.416963252401402,0.0569669839101942,-1.34172850314868,-0.0513709105968356,0,0.866194293388899,-1.22711161498252
"GCLC",0.433368479161374,1.05569179598281,0.377876008743444,-0.645795397739153,-1.76082002179155,0.300516097831114,-0.283873870370597,1.02780570454513,-0.522697750729261,0,-1.19643753073327,-1.96423546474589,0.00651359370662113,0.10049166237341,-1.93513853146485,-0.402734231182285,0.085732877319379,0.766860219093628,-1.99922941969198
"GCLM",0.911056681536772,0.440487325924246,1.56964978362838,-0.202851034104496,-0.933425202426064,0.886569057136106,-0.412430244246243,0.271512507200783,0,-0.593129896249378,0.187376356666531,-1.08705603152262,-0.752635567293804,0.837885642510813,-0.775783607895065,-1.64694074351279,2.4157273155466,0.890790751491321,-0.00570740191050622
"GCN1",0.115989740614075,0.230925579518994,0.909427469280285,-0.999204193983304,2.38312500775627,-0.851242424736068,-0.425803432720555,0.553819217341793,-0.32542761081317,1.3370093297928,-1.49270181986038,-1.31569970597069,-0.561947593611449,0,-0.847171669820694,0.780969948575821,0.228283004758077,-1.17167372580252,0.578668306334926
"GCOM1",0.00486431252829345,-0.593671772370079,0.254950978149934,0.0203363039273597,0.0189282554647787,0.653487217866466,-4.20067871335635,0.072576021198579,-0.225527344620752,-0.0990858363932383,0,0.152348871866691,-0.39895371897006,-0.501764140439791,0.403498460366233,-0.0645887449086816,-0.326578474389113,-0.282550161218825,0.0528195538464309
"GCSH",0.224172741094173,0.451439460452556,-0.0882774785774037,0.0553944653357802,-1.17936935074618,0.833141466303948,0,0.32917162598201,-0.154077791999452,0.345520865854518,-0.81550135569864,-2.69469146786304,0.0513076224026836,-0.750627680015281,-0.982685910629056,-0.213038508918232,0.547315586489119,0.0817870625547491,-2.83115698038695
"GDA",0.121877871591021,0.143979633800574,0.507681555768583,0.271099700155827,-2.05631675420492,-0.655503363059928,-0.45693784096322,0,0.639717772304904,-0.425594429455438,-0.530844481151315,-1.57738053030959,0.0894383187177138,-0.0759442249912211,-2.14507056618071,0.265485100558613,0.332264179675768,0.604696214042386,-2.70702692916209
"GDAP1",-0.200260850377227,-0.229779934289638,0,0.0191450961577272,-1.79389656179107,1.59511354451999,0.683320960523351,1.29414047921397,-0.431402296678752,-0.945375549013966,-1.80064283789535,-1.0901211308303,0.443076696005074,0.113896333630943,-0.351930896939138,0.0906290634048735,0.351464738321825,0.70265712447766,-2.05349295040603
"GDAP2",0.0967283975124329,1.42712322781886,0,-2.28355557436763,0.499140781380387,-0.684027677219768,0.101482251447009,-0.946830351871779,-1.12069274918082,-0.641362008369463,0.246117722531198,0.323998865274703,-0.247226940345814,0.839677473712879,-0.0310598485251134,-1.61559658796239,0.663980547622534,-0.997232536241585,1.68774927120296
"GDE1",0.172095219545583,0.308023475617225,-0.421851532807176,1.42890948707418,0.837180700162065,-0.525338715147317,-1.52519796560804,-0.883417598811612,-1.25107608209378,0.0206246024741041,-1.94679407840567,0,-0.841589355454374,0.404848618246896,-1.15083150853058,1.98907156087262,0.11432519723621,-0.406701554624004,0.615408407043872
"GDF15",-0.664630202669934,0,0.602775859420845,0.916582281299563,-0.820353946893098,-0.243967516541935,-2.58589949000792,-0.66295519378852,0.520616535077283,-0.358060029537488,0.734194881272812,1.51500711241561,-0.369042720734222,0.12542973843375,1.89793343750349,0.0822884903574857,-1.20597806646666,-0.172300858544635,0.176745178962551
"GDI1",0.594714208419641,-1.46740083513095,-1.61230557657371,-0.684442116333279,0.0511614116616994,-0.301177405099749,0.333047093507696,0.2196268327762,-1.22583141333816,0,2.1051562359173,1.38015932412705,-0.0396076971629763,-0.0991508768939404,1.47662077116423,0.386130451069908,-0.316578094630185,-0.853227334142149,1.10570467497034
"GDI2",0,0.646527565759413,-0.295886073643999,0.311138929325771,-0.811402863818096,0.871956219887086,0.0938569876185037,0.795824263551226,-0.599751439042332,0.105850776071939,-0.817090195028254,-1.80980635629712,0.423275800765926,1.50025981955079,-2.80817662310817,0.609161636717341,-0.296843578832968,-0.691820107192693,-0.609415449075611
"GDPD1",0.0794220012201801,1.11368461972257,-0.327546634814366,-1.20611251547789,-0.415817123899551,-0.652555323974984,0.320549719785517,0.162815668107941,0,-1.42099888245327,-1.8404732310865,-3.17537426203426,0.33065260143273,0.00309833973094847,0.132939332094453,0.133540836342158,-0.114611693164481,0.43366926989805,-1.35092256071315
"GDPD3",0.129096947582839,0.243083774110635,0.54276542229696,0,0.446056572053988,0.288628784496652,-0.440022919097665,-0.473646908863547,0.284801399002949,-0.329865591324927,0.11670814777862,-2.29512833986225,-0.42669931604598,-0.0701213909788235,-0.60443181783522,0.223038858933428,1.14401830634134,-0.812458168719729,-3.2152203899903
"GDPGP1",0.296694523960091,-0.263377551552982,-0.105219703185483,0.20000055710991,-0.720591925967939,0,0.146679842355135,0.0486254392447847,0.547938927636213,-0.905487415555397,0.672544714032496,-2.54202283774639,1.68471006720375,-0.476143757588788,-1.9121480616981,-0.50292693781473,0.759943319389121,0.485602811398353,-1.52118914279676
"GEMIN4",0.486868640800905,-0.871077427318289,-0.427028463982195,0.885963011614226,-0.784096674244979,-0.290455738273242,-0.643402278468699,2.21222351252786,-0.386219005357931,0.071194361287957,0.577175155983596,0.806958426147043,-0.00697392679146322,-0.158669776032719,1.18340706074578,1.87672074872862,0,-0.231971237621638,2.51716997633197
"GEMIN5",-0.0666231259738562,-0.403233669183013,1.03180823126026,-0.634302303787689,-0.352387971447619,0,-0.523258576791137,-0.728775943148224,0.0804510776588712,0.400688420617783,-1.10406615040029,0.913392892467307,0.521404466482992,-0.614083109805747,1.81076401590619,1.42011840970702,-1.86104175842992,1.97060705198675,0.456044538682542
